County,State,state_county,County Code,date,AQI
davidson,tennessee,tennessee_davidson,47037,2019-03-12,27.015845715999603
dyer,tennessee,tennessee_dyer,47045,2019-03-12,8.402260422706604
hamilton,tennessee,tennessee_hamilton,47065,2019-03-12,26.820125922560692
jefferson,tennessee,tennessee_jefferson,47089,2019-03-12,43.06929166615009
knox,tennessee,tennessee_knox,47093,2019-03-12,25.93422868847847
lawrence,tennessee,tennessee_lawrence,47099,2019-03-12,19.641532361507412
loudon,tennessee,tennessee_loudon,47105,2019-03-12,18.455903708934787
madison,tennessee,tennessee_madison,47113,2019-03-12,8.935849413275719
maury,tennessee,tennessee_maury,47119,2019-03-12,12.805935144424438
mcminn,tennessee,tennessee_mcminn,47107,2019-03-12,23.51939308643341
montgomery,tennessee,tennessee_montgomery,47125,2019-03-12,9.924609422683718
putnam,tennessee,tennessee_putnam,47141,2019-03-12,13.333303585648535
roane,tennessee,tennessee_roane,47145,2019-03-12,22.750095069408413
sevier,tennessee,tennessee_sevier,47155,2019-03-12,38.33544397354126
sullivan,tennessee,tennessee_sullivan,47163,2019-03-12,82.21895694732666
sumner,tennessee,tennessee_sumner,47165,2019-03-12,33.18391308188439
williamson,tennessee,tennessee_williamson,47187,2019-03-12,39.81780105829239
wilson,tennessee,tennessee_wilson,47189,2019-03-12,41.95717364549637
polk,texas,texas_polk,48373,2019-03-12,32.089382886886604
randall,texas,texas_randall,48381,2019-03-12,34.8579306602478
box_elder,utah,utah_box_elder,49003,2019-03-12,59.19214153289795
cache,utah,utah_cache,49005,2019-03-12,58.76639172434806
davis,utah,utah_davis,49011,2019-03-12,59.94357299804688
salt_lake,utah,utah_salt_lake,49035,2019-03-12,65.65054702758789
utah,utah,utah_utah,49049,2019-03-12,53.73513543605804
washington,utah,utah_washington,49053,2019-03-12,38.68398475646973
weber,utah,utah_weber,49057,2019-03-12,62.28590202331543
albemarle,virginia,virginia_albemarle,51003,2019-03-12,41.439714699983604
alexandria_city,virginia,virginia_alexandria_city,51510,2019-03-12,6.35251060128212
arlington,virginia,virginia_arlington,51013,2019-03-12,36.08439582586289
bristol_city,virginia,virginia_bristol_city,51520,2019-03-12,27.00239098072052
carroll,virginia,virginia_carroll,51035,2019-03-12,9.64154389500618
chesterfield,virginia,virginia_chesterfield,51041,2019-03-12,37.48339012265205
fairfax,virginia,virginia_fairfax,51059,2019-03-12,56.503272950649254
fauquier,virginia,virginia_fauquier,51061,2019-03-12,39.342764973640435
frederick,virginia,virginia_frederick,51069,2019-03-12,29.740086793899536
hampton_city,virginia,virginia_hampton_city,51650,2019-03-12,24.640663787722588
henrico,virginia,virginia_henrico,51087,2019-03-12,34.13601025938988
loudoun,virginia,virginia_loudoun,51107,2019-03-12,64.24699169397354
lynchburg_city,virginia,virginia_lynchburg_city,51680,2019-03-12,27.59189289808273
norfolk_city,virginia,virginia_norfolk_city,51710,2019-03-12,21.03064727783203
prince_william,virginia,virginia_prince_william,51153,2019-03-12,20.41941401362419
richmond_city,virginia,virginia_richmond_city,51760,2019-03-12,35.24116325378417
roanoke,virginia,virginia_roanoke,51161,2019-03-12,21.27477489411831
rockbridge,virginia,virginia_rockbridge,51163,2019-03-12,41.56502795219421
rockingham,virginia,virginia_rockingham,51165,2019-03-12,21.636422514915466
stafford,virginia,virginia_stafford,51179,2019-03-12,40.226352214813225
suffolk_city,virginia,virginia_suffolk_city,51800,2019-03-12,41.228270441293716
virginia_beach_city,virginia,virginia_virginia_beach_city,51810,2019-03-12,26.41000199317932
wythe,virginia,virginia_wythe,51197,2019-03-12,41.93475490808487
asotin,washington,washington_asotin,53003,2019-03-12,50.94597601890564
benton,washington,washington_benton,53005,2019-03-12,49.126368552446365
chelan,washington,washington_chelan,53007,2019-03-12,45.437100291252136
clallam,washington,washington_clallam,53009,2019-03-12,55.394015789031975
clark,washington,washington_clark,53011,2019-03-12,56.90459567308426
cowlitz,washington,washington_cowlitz,53015,2019-03-12,51.483522653579705
franklin,washington,washington_franklin,53021,2019-03-12,28.294704109430324
grant,washington,washington_grant,53025,2019-03-12,33.29007169604301
grays_harbor,washington,washington_grays_harbor,53027,2019-03-12,35.61996817588806
jefferson,washington,washington_jefferson,53031,2019-03-12,33.103992968797684
king,washington,washington_king,53033,2019-03-12,66.84152579307556
kitsap,washington,washington_kitsap,53035,2019-03-12,28.92190361022949
kittitas,washington,washington_kittitas,53037,2019-03-12,41.339037895202644
lewis,washington,washington_lewis,53041,2019-03-12,48.625434398651116
mason,washington,washington_mason,53045,2019-03-12,47.251859962940216
pierce,washington,washington_pierce,53053,2019-03-12,83.33857947587967
skagit,washington,washington_skagit,53057,2019-03-12,32.82322782278061
snohomish,washington,washington_snohomish,53061,2019-03-12,60.78186103701592
spokane,washington,washington_spokane,53063,2019-03-12,51.432281136512756
stevens,washington,washington_stevens,53065,2019-03-12,56.33769917488099
thurston,washington,washington_thurston,53067,2019-03-12,65.28987145423889
walla_walla,washington,washington_walla_walla,53071,2019-03-12,38.029442489147186
whatcom,washington,washington_whatcom,53073,2019-03-12,45.49398410320282
yakima,washington,washington_yakima,53077,2019-03-12,61.989349126815796
berkeley,west_virginia,west_virginia_berkeley,54003,2019-03-12,44.62482956051826
brooke,west_virginia,west_virginia_brooke,54009,2019-03-12,85.53224700689316
cabell,west_virginia,west_virginia_cabell,54011,2019-03-12,41.08562886714935
greenbrier,west_virginia,west_virginia_greenbrier,54025,2019-03-12,40.99890518188477
hancock,west_virginia,west_virginia_hancock,54029,2019-03-12,25.476754546165466
harrison,west_virginia,west_virginia_harrison,54033,2019-03-12,26.23741441965103
kanawha,west_virginia,west_virginia_kanawha,54039,2019-03-12,35.911119610071175
marion,west_virginia,west_virginia_marion,54049,2019-03-12,27.962219327688217
marshall,west_virginia,west_virginia_marshall,54051,2019-03-12,23.12996768951416
monongalia,west_virginia,west_virginia_monongalia,54061,2019-03-12,19.6181058883667
ohio,west_virginia,west_virginia_ohio,54069,2019-03-12,26.27444915473461
wood,west_virginia,west_virginia_wood,54107,2019-03-12,21.1088342666626
brown,wisconsin,wisconsin_brown,55009,2019-03-12,19.878287076950073
dane,wisconsin,wisconsin_dane,55025,2019-03-12,27.14473009109497
dodge,wisconsin,wisconsin_dodge,55027,2019-03-12,28.2104580104351
eau_claire,wisconsin,wisconsin_eau_claire,55035,2019-03-12,23.408646672964096
grant,wisconsin,wisconsin_grant,55043,2019-03-12,20.57134978473186
kenosha,wisconsin,wisconsin_kenosha,55059,2019-03-12,25.26646375656128
la_crosse,wisconsin,wisconsin_la_crosse,55063,2019-03-12,21.284799546003338
milwaukee,wisconsin,wisconsin_milwaukee,55079,2019-03-12,37.717811971902854
outagamie,wisconsin,wisconsin_outagamie,55087,2019-03-12,24.488650918006893
ozaukee,wisconsin,wisconsin_ozaukee,55089,2019-03-12,22.49858570098877
sauk,wisconsin,wisconsin_sauk,55111,2019-03-12,27.288596600294113
waukesha,wisconsin,wisconsin_waukesha,55133,2019-03-12,29.408405393362045
fremont,wyoming,wyoming_fremont,56013,2019-03-12,70.7469176054001
laramie,wyoming,wyoming_laramie,56021,2019-03-12,26.33567270636559
natrona,wyoming,wyoming_natrona,56025,2019-03-12,42.15954455733299
sheridan,wyoming,wyoming_sheridan,56033,2019-03-12,51.51914238929748
sweetwater,wyoming,wyoming_sweetwater,56037,2019-03-12,47.72136895358563
allegany,maryland,maryland_allegany,24001,2019-03-12,65.49264192581178
seneca,new_york,new_york_seneca,36099,2019-03-12,1.2728829681873322
st._lawrence,new_york,new_york_st._lawrence,36089,2019-03-12,50.9167628288269
ward,north_dakota,north_dakota_ward,38101,2019-03-12,30.00628226995468
gallia,ohio,ohio_gallia,39053,2019-03-12,2.015669733285904
garfield,oklahoma,oklahoma_garfield,40047,2019-03-12,2.662690870463848
mineral,west_virginia,west_virginia_mineral,54057,2019-03-12,9.637176990509033
craighead,arkansas,arkansas_craighead,5031,2019-03-12,32.09971833229065
