"Notes"	"County"	"County Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"Houston County, AL"	"01069"	"Mar., 2001"	"2001/03"	11	Not Applicable	Not Applicable	0.0%
	"Houston County, AL"	"01069"	"May, 2001"	"2001/05"	13	Not Applicable	Not Applicable	0.0%
	"Jefferson County, AL"	"01073"	"Jan., 2001"	"2001/01"	70	Not Applicable	Not Applicable	0.0%
	"Jefferson County, AL"	"01073"	"Feb., 2001"	"2001/02"	65	Not Applicable	Not Applicable	0.0%
	"Jefferson County, AL"	"01073"	"Mar., 2001"	"2001/03"	69	Not Applicable	Not Applicable	0.0%
	"Jefferson County, AL"	"01073"	"Apr., 2001"	"2001/04"	50	Not Applicable	Not Applicable	0.0%
	"Jefferson County, AL"	"01073"	"May, 2001"	"2001/05"	56	Not Applicable	Not Applicable	0.0%
	"Jefferson County, AL"	"01073"	"Jun., 2001"	"2001/06"	46	Not Applicable	Not Applicable	0.0%
	"Jefferson County, AL"	"01073"	"Jul., 2001"	"2001/07"	45	Not Applicable	Not Applicable	0.0%
	"Jefferson County, AL"	"01073"	"Aug., 2001"	"2001/08"	39	Not Applicable	Not Applicable	0.0%
	"Jefferson County, AL"	"01073"	"Sep., 2001"	"2001/09"	44	Not Applicable	Not Applicable	0.0%
	"Jefferson County, AL"	"01073"	"Oct., 2001"	"2001/10"	52	Not Applicable	Not Applicable	0.0%
	"Jefferson County, AL"	"01073"	"Nov., 2001"	"2001/11"	54	Not Applicable	Not Applicable	0.0%
	"Jefferson County, AL"	"01073"	"Dec., 2001"	"2001/12"	63	Not Applicable	Not Applicable	0.0%
	"Lauderdale County, AL"	"01077"	"Mar., 2001"	"2001/03"	11	Not Applicable	Not Applicable	0.0%
	"Lauderdale County, AL"	"01077"	"Apr., 2001"	"2001/04"	11	Not Applicable	Not Applicable	0.0%
	"Lauderdale County, AL"	"01077"	"May, 2001"	"2001/05"	13	Not Applicable	Not Applicable	0.0%
	"Lee County, AL"	"01081"	"Jan., 2001"	"2001/01"	10	Not Applicable	Not Applicable	0.0%
	"Lee County, AL"	"01081"	"Aug., 2001"	"2001/08"	15	Not Applicable	Not Applicable	0.0%
	"Madison County, AL"	"01089"	"Jan., 2001"	"2001/01"	23	Not Applicable	Not Applicable	0.0%
	"Madison County, AL"	"01089"	"Feb., 2001"	"2001/02"	18	Not Applicable	Not Applicable	0.0%
	"Madison County, AL"	"01089"	"Mar., 2001"	"2001/03"	25	Not Applicable	Not Applicable	0.0%
	"Madison County, AL"	"01089"	"Apr., 2001"	"2001/04"	18	Not Applicable	Not Applicable	0.0%
	"Madison County, AL"	"01089"	"May, 2001"	"2001/05"	17	Not Applicable	Not Applicable	0.0%
	"Madison County, AL"	"01089"	"Jun., 2001"	"2001/06"	15	Not Applicable	Not Applicable	0.0%
	"Madison County, AL"	"01089"	"Jul., 2001"	"2001/07"	13	Not Applicable	Not Applicable	0.0%
	"Madison County, AL"	"01089"	"Sep., 2001"	"2001/09"	16	Not Applicable	Not Applicable	0.0%
	"Madison County, AL"	"01089"	"Oct., 2001"	"2001/10"	15	Not Applicable	Not Applicable	0.0%
	"Madison County, AL"	"01089"	"Nov., 2001"	"2001/11"	11	Not Applicable	Not Applicable	0.0%
	"Madison County, AL"	"01089"	"Dec., 2001"	"2001/12"	27	Not Applicable	Not Applicable	0.0%
	"Marshall County, AL"	"01095"	"Jan., 2001"	"2001/01"	13	Not Applicable	Not Applicable	0.0%
	"Marshall County, AL"	"01095"	"Mar., 2001"	"2001/03"	10	Not Applicable	Not Applicable	0.0%
	"Marshall County, AL"	"01095"	"Apr., 2001"	"2001/04"	10	Not Applicable	Not Applicable	0.0%
	"Marshall County, AL"	"01095"	"Aug., 2001"	"2001/08"	11	Not Applicable	Not Applicable	0.0%
	"Marshall County, AL"	"01095"	"Sep., 2001"	"2001/09"	11	Not Applicable	Not Applicable	0.0%
	"Marshall County, AL"	"01095"	"Oct., 2001"	"2001/10"	10	Not Applicable	Not Applicable	0.0%
	"Marshall County, AL"	"01095"	"Dec., 2001"	"2001/12"	10	Not Applicable	Not Applicable	0.0%
	"Mobile County, AL"	"01097"	"Jan., 2001"	"2001/01"	31	Not Applicable	Not Applicable	0.0%
	"Mobile County, AL"	"01097"	"Feb., 2001"	"2001/02"	23	Not Applicable	Not Applicable	0.0%
	"Mobile County, AL"	"01097"	"Mar., 2001"	"2001/03"	19	Not Applicable	Not Applicable	0.0%
	"Mobile County, AL"	"01097"	"Apr., 2001"	"2001/04"	35	Not Applicable	Not Applicable	0.0%
	"Mobile County, AL"	"01097"	"May, 2001"	"2001/05"	28	Not Applicable	Not Applicable	0.0%
	"Mobile County, AL"	"01097"	"Jun., 2001"	"2001/06"	26	Not Applicable	Not Applicable	0.0%
	"Mobile County, AL"	"01097"	"Jul., 2001"	"2001/07"	24	Not Applicable	Not Applicable	0.0%
	"Mobile County, AL"	"01097"	"Aug., 2001"	"2001/08"	18	Not Applicable	Not Applicable	0.0%
	"Mobile County, AL"	"01097"	"Sep., 2001"	"2001/09"	22	Not Applicable	Not Applicable	0.0%
	"Mobile County, AL"	"01097"	"Oct., 2001"	"2001/10"	28	Not Applicable	Not Applicable	0.0%
	"Mobile County, AL"	"01097"	"Nov., 2001"	"2001/11"	27	Not Applicable	Not Applicable	0.0%
	"Mobile County, AL"	"01097"	"Dec., 2001"	"2001/12"	35	Not Applicable	Not Applicable	0.0%
	"Montgomery County, AL"	"01101"	"Jan., 2001"	"2001/01"	21	Not Applicable	Not Applicable	0.0%
	"Montgomery County, AL"	"01101"	"Feb., 2001"	"2001/02"	20	Not Applicable	Not Applicable	0.0%
	"Montgomery County, AL"	"01101"	"Mar., 2001"	"2001/03"	14	Not Applicable	Not Applicable	0.0%
	"Montgomery County, AL"	"01101"	"Apr., 2001"	"2001/04"	10	Not Applicable	Not Applicable	0.0%
	"Montgomery County, AL"	"01101"	"May, 2001"	"2001/05"	13	Not Applicable	Not Applicable	0.0%
	"Montgomery County, AL"	"01101"	"Jun., 2001"	"2001/06"	11	Not Applicable	Not Applicable	0.0%
	"Montgomery County, AL"	"01101"	"Jul., 2001"	"2001/07"	17	Not Applicable	Not Applicable	0.0%
	"Montgomery County, AL"	"01101"	"Aug., 2001"	"2001/08"	13	Not Applicable	Not Applicable	0.0%
	"Montgomery County, AL"	"01101"	"Sep., 2001"	"2001/09"	10	Not Applicable	Not Applicable	0.0%
	"Montgomery County, AL"	"01101"	"Oct., 2001"	"2001/10"	20	Not Applicable	Not Applicable	0.0%
	"Montgomery County, AL"	"01101"	"Nov., 2001"	"2001/11"	11	Not Applicable	Not Applicable	0.0%
	"Montgomery County, AL"	"01101"	"Dec., 2001"	"2001/12"	10	Not Applicable	Not Applicable	0.0%
	"Morgan County, AL"	"01103"	"Jan., 2001"	"2001/01"	14	Not Applicable	Not Applicable	0.0%
	"Morgan County, AL"	"01103"	"Mar., 2001"	"2001/03"	10	Not Applicable	Not Applicable	0.0%
	"Shelby County, AL"	"01117"	"Jan., 2001"	"2001/01"	11	Not Applicable	Not Applicable	0.0%
	"Shelby County, AL"	"01117"	"Feb., 2001"	"2001/02"	12	Not Applicable	Not Applicable	0.0%
	"Shelby County, AL"	"01117"	"May, 2001"	"2001/05"	12	Not Applicable	Not Applicable	0.0%
	"Talladega County, AL"	"01121"	"Jan., 2001"	"2001/01"	12	Not Applicable	Not Applicable	0.0%
	"Talladega County, AL"	"01121"	"Apr., 2001"	"2001/04"	11	Not Applicable	Not Applicable	0.0%
	"Talladega County, AL"	"01121"	"Dec., 2001"	"2001/12"	10	Not Applicable	Not Applicable	0.0%
	"Tuscaloosa County, AL"	"01125"	"Jan., 2001"	"2001/01"	12	Not Applicable	Not Applicable	0.0%
	"Tuscaloosa County, AL"	"01125"	"Feb., 2001"	"2001/02"	11	Not Applicable	Not Applicable	0.0%
	"Tuscaloosa County, AL"	"01125"	"Mar., 2001"	"2001/03"	11	Not Applicable	Not Applicable	0.0%
	"Tuscaloosa County, AL"	"01125"	"Apr., 2001"	"2001/04"	15	Not Applicable	Not Applicable	0.0%
	"Tuscaloosa County, AL"	"01125"	"May, 2001"	"2001/05"	16	Not Applicable	Not Applicable	0.0%
	"Tuscaloosa County, AL"	"01125"	"Jul., 2001"	"2001/07"	11	Not Applicable	Not Applicable	0.0%
	"Tuscaloosa County, AL"	"01125"	"Sep., 2001"	"2001/09"	10	Not Applicable	Not Applicable	0.0%
	"Tuscaloosa County, AL"	"01125"	"Oct., 2001"	"2001/10"	12	Not Applicable	Not Applicable	0.0%
	"Tuscaloosa County, AL"	"01125"	"Dec., 2001"	"2001/12"	15	Not Applicable	Not Applicable	0.0%
	"Walker County, AL"	"01127"	"Feb., 2001"	"2001/02"	11	Not Applicable	Not Applicable	0.0%
	"Walker County, AL"	"01127"	"Mar., 2001"	"2001/03"	10	Not Applicable	Not Applicable	0.0%
	"Walker County, AL"	"01127"	"Nov., 2001"	"2001/11"	15	Not Applicable	Not Applicable	0.0%
	"Anchorage Borough, AK"	"02020"	"Jan., 2001"	"2001/01"	12	Not Applicable	Not Applicable	0.0%
	"Anchorage Borough, AK"	"02020"	"Mar., 2001"	"2001/03"	10	Not Applicable	Not Applicable	0.0%
	"Anchorage Borough, AK"	"02020"	"Nov., 2001"	"2001/11"	12	Not Applicable	Not Applicable	0.0%
	"Cochise County, AZ"	"04003"	"Mar., 2001"	"2001/03"	10	Not Applicable	Not Applicable	0.0%
	"Cochise County, AZ"	"04003"	"Jun., 2001"	"2001/06"	12	Not Applicable	Not Applicable	0.0%
	"Cochise County, AZ"	"04003"	"Dec., 2001"	"2001/12"	19	Not Applicable	Not Applicable	0.0%
	"Maricopa County, AZ"	"04013"	"Jan., 2001"	"2001/01"	240	Not Applicable	Not Applicable	0.1%
	"Maricopa County, AZ"	"04013"	"Feb., 2001"	"2001/02"	221	Not Applicable	Not Applicable	0.1%
	"Maricopa County, AZ"	"04013"	"Mar., 2001"	"2001/03"	239	Not Applicable	Not Applicable	0.1%
	"Maricopa County, AZ"	"04013"	"Apr., 2001"	"2001/04"	205	Not Applicable	Not Applicable	0.1%
	"Maricopa County, AZ"	"04013"	"May, 2001"	"2001/05"	214	Not Applicable	Not Applicable	0.1%
	"Maricopa County, AZ"	"04013"	"Jun., 2001"	"2001/06"	186	Not Applicable	Not Applicable	0.1%
	"Maricopa County, AZ"	"04013"	"Jul., 2001"	"2001/07"	169	Not Applicable	Not Applicable	0.1%
	"Maricopa County, AZ"	"04013"	"Aug., 2001"	"2001/08"	175	Not Applicable	Not Applicable	0.1%
	"Maricopa County, AZ"	"04013"	"Sep., 2001"	"2001/09"	161	Not Applicable	Not Applicable	0.1%
	"Maricopa County, AZ"	"04013"	"Oct., 2001"	"2001/10"	184	Not Applicable	Not Applicable	0.1%
	"Maricopa County, AZ"	"04013"	"Nov., 2001"	"2001/11"	201	Not Applicable	Not Applicable	0.1%
	"Maricopa County, AZ"	"04013"	"Dec., 2001"	"2001/12"	210	Not Applicable	Not Applicable	0.1%
	"Mohave County, AZ"	"04015"	"Jan., 2001"	"2001/01"	26	Not Applicable	Not Applicable	0.0%
	"Mohave County, AZ"	"04015"	"Feb., 2001"	"2001/02"	16	Not Applicable	Not Applicable	0.0%
	"Mohave County, AZ"	"04015"	"Mar., 2001"	"2001/03"	20	Not Applicable	Not Applicable	0.0%
	"Mohave County, AZ"	"04015"	"Apr., 2001"	"2001/04"	20	Not Applicable	Not Applicable	0.0%
	"Mohave County, AZ"	"04015"	"May, 2001"	"2001/05"	18	Not Applicable	Not Applicable	0.0%
	"Mohave County, AZ"	"04015"	"Jun., 2001"	"2001/06"	13	Not Applicable	Not Applicable	0.0%
	"Mohave County, AZ"	"04015"	"Jul., 2001"	"2001/07"	13	Not Applicable	Not Applicable	0.0%
	"Mohave County, AZ"	"04015"	"Aug., 2001"	"2001/08"	11	Not Applicable	Not Applicable	0.0%
	"Mohave County, AZ"	"04015"	"Sep., 2001"	"2001/09"	12	Not Applicable	Not Applicable	0.0%
	"Mohave County, AZ"	"04015"	"Oct., 2001"	"2001/10"	24	Not Applicable	Not Applicable	0.0%
	"Mohave County, AZ"	"04015"	"Nov., 2001"	"2001/11"	16	Not Applicable	Not Applicable	0.0%
	"Mohave County, AZ"	"04015"	"Dec., 2001"	"2001/12"	18	Not Applicable	Not Applicable	0.0%
	"Navajo County, AZ"	"04017"	"Jan., 2001"	"2001/01"	11	Not Applicable	Not Applicable	0.0%
	"Pima County, AZ"	"04019"	"Jan., 2001"	"2001/01"	102	Not Applicable	Not Applicable	0.0%
	"Pima County, AZ"	"04019"	"Feb., 2001"	"2001/02"	87	Not Applicable	Not Applicable	0.0%
	"Pima County, AZ"	"04019"	"Mar., 2001"	"2001/03"	87	Not Applicable	Not Applicable	0.0%
	"Pima County, AZ"	"04019"	"Apr., 2001"	"2001/04"	80	Not Applicable	Not Applicable	0.0%
	"Pima County, AZ"	"04019"	"May, 2001"	"2001/05"	68	Not Applicable	Not Applicable	0.0%
	"Pima County, AZ"	"04019"	"Jun., 2001"	"2001/06"	60	Not Applicable	Not Applicable	0.0%
	"Pima County, AZ"	"04019"	"Jul., 2001"	"2001/07"	70	Not Applicable	Not Applicable	0.0%
	"Pima County, AZ"	"04019"	"Aug., 2001"	"2001/08"	55	Not Applicable	Not Applicable	0.0%
	"Pima County, AZ"	"04019"	"Sep., 2001"	"2001/09"	57	Not Applicable	Not Applicable	0.0%
	"Pima County, AZ"	"04019"	"Oct., 2001"	"2001/10"	82	Not Applicable	Not Applicable	0.0%
	"Pima County, AZ"	"04019"	"Nov., 2001"	"2001/11"	54	Not Applicable	Not Applicable	0.0%
	"Pima County, AZ"	"04019"	"Dec., 2001"	"2001/12"	77	Not Applicable	Not Applicable	0.0%
	"Pinal County, AZ"	"04021"	"Jan., 2001"	"2001/01"	13	Not Applicable	Not Applicable	0.0%
	"Pinal County, AZ"	"04021"	"Feb., 2001"	"2001/02"	24	Not Applicable	Not Applicable	0.0%
	"Pinal County, AZ"	"04021"	"Mar., 2001"	"2001/03"	18	Not Applicable	Not Applicable	0.0%
	"Pinal County, AZ"	"04021"	"Apr., 2001"	"2001/04"	22	Not Applicable	Not Applicable	0.0%
	"Pinal County, AZ"	"04021"	"May, 2001"	"2001/05"	12	Not Applicable	Not Applicable	0.0%
	"Pinal County, AZ"	"04021"	"Jun., 2001"	"2001/06"	12	Not Applicable	Not Applicable	0.0%
	"Pinal County, AZ"	"04021"	"Aug., 2001"	"2001/08"	16	Not Applicable	Not Applicable	0.0%
	"Pinal County, AZ"	"04021"	"Sep., 2001"	"2001/09"	15	Not Applicable	Not Applicable	0.0%
	"Pinal County, AZ"	"04021"	"Nov., 2001"	"2001/11"	13	Not Applicable	Not Applicable	0.0%
	"Pinal County, AZ"	"04021"	"Dec., 2001"	"2001/12"	13	Not Applicable	Not Applicable	0.0%
	"Yavapai County, AZ"	"04025"	"Jan., 2001"	"2001/01"	15	Not Applicable	Not Applicable	0.0%
	"Yavapai County, AZ"	"04025"	"Feb., 2001"	"2001/02"	16	Not Applicable	Not Applicable	0.0%
	"Yavapai County, AZ"	"04025"	"Mar., 2001"	"2001/03"	23	Not Applicable	Not Applicable	0.0%
	"Yavapai County, AZ"	"04025"	"Apr., 2001"	"2001/04"	19	Not Applicable	Not Applicable	0.0%
	"Yavapai County, AZ"	"04025"	"May, 2001"	"2001/05"	15	Not Applicable	Not Applicable	0.0%
	"Yavapai County, AZ"	"04025"	"Jun., 2001"	"2001/06"	19	Not Applicable	Not Applicable	0.0%
	"Yavapai County, AZ"	"04025"	"Jul., 2001"	"2001/07"	18	Not Applicable	Not Applicable	0.0%
	"Yavapai County, AZ"	"04025"	"Aug., 2001"	"2001/08"	15	Not Applicable	Not Applicable	0.0%
	"Yavapai County, AZ"	"04025"	"Sep., 2001"	"2001/09"	22	Not Applicable	Not Applicable	0.0%
	"Yavapai County, AZ"	"04025"	"Oct., 2001"	"2001/10"	21	Not Applicable	Not Applicable	0.0%
	"Yavapai County, AZ"	"04025"	"Nov., 2001"	"2001/11"	21	Not Applicable	Not Applicable	0.0%
	"Yavapai County, AZ"	"04025"	"Dec., 2001"	"2001/12"	21	Not Applicable	Not Applicable	0.0%
	"Yuma County, AZ"	"04027"	"Jan., 2001"	"2001/01"	14	Not Applicable	Not Applicable	0.0%
	"Yuma County, AZ"	"04027"	"Feb., 2001"	"2001/02"	18	Not Applicable	Not Applicable	0.0%
	"Yuma County, AZ"	"04027"	"Mar., 2001"	"2001/03"	19	Not Applicable	Not Applicable	0.0%
	"Yuma County, AZ"	"04027"	"Apr., 2001"	"2001/04"	11	Not Applicable	Not Applicable	0.0%
	"Yuma County, AZ"	"04027"	"Oct., 2001"	"2001/10"	16	Not Applicable	Not Applicable	0.0%
	"Yuma County, AZ"	"04027"	"Dec., 2001"	"2001/12"	14	Not Applicable	Not Applicable	0.0%
	"Benton County, AR"	"05007"	"May, 2001"	"2001/05"	14	Not Applicable	Not Applicable	0.0%
	"Benton County, AR"	"05007"	"Jul., 2001"	"2001/07"	10	Not Applicable	Not Applicable	0.0%
	"Benton County, AR"	"05007"	"Aug., 2001"	"2001/08"	13	Not Applicable	Not Applicable	0.0%
	"Benton County, AR"	"05007"	"Sep., 2001"	"2001/09"	11	Not Applicable	Not Applicable	0.0%
	"Craighead County, AR"	"05031"	"Jan., 2001"	"2001/01"	13	Not Applicable	Not Applicable	0.0%
	"Craighead County, AR"	"05031"	"Feb., 2001"	"2001/02"	10	Not Applicable	Not Applicable	0.0%
	"Craighead County, AR"	"05031"	"Mar., 2001"	"2001/03"	11	Not Applicable	Not Applicable	0.0%
	"Craighead County, AR"	"05031"	"Sep., 2001"	"2001/09"	10	Not Applicable	Not Applicable	0.0%
	"Crawford County, AR"	"05033"	"Feb., 2001"	"2001/02"	12	Not Applicable	Not Applicable	0.0%
	"Faulkner County, AR"	"05045"	"Jan., 2001"	"2001/01"	15	Not Applicable	Not Applicable	0.0%
	"Faulkner County, AR"	"05045"	"Dec., 2001"	"2001/12"	12	Not Applicable	Not Applicable	0.0%
	"Garland County, AR"	"05051"	"Jan., 2001"	"2001/01"	14	Not Applicable	Not Applicable	0.0%
	"Garland County, AR"	"05051"	"Feb., 2001"	"2001/02"	18	Not Applicable	Not Applicable	0.0%
	"Garland County, AR"	"05051"	"Mar., 2001"	"2001/03"	13	Not Applicable	Not Applicable	0.0%
	"Garland County, AR"	"05051"	"Apr., 2001"	"2001/04"	18	Not Applicable	Not Applicable	0.0%
	"Garland County, AR"	"05051"	"May, 2001"	"2001/05"	13	Not Applicable	Not Applicable	0.0%
	"Garland County, AR"	"05051"	"Jul., 2001"	"2001/07"	19	Not Applicable	Not Applicable	0.0%
	"Garland County, AR"	"05051"	"Aug., 2001"	"2001/08"	16	Not Applicable	Not Applicable	0.0%
	"Garland County, AR"	"05051"	"Sep., 2001"	"2001/09"	13	Not Applicable	Not Applicable	0.0%
	"Garland County, AR"	"05051"	"Oct., 2001"	"2001/10"	10	Not Applicable	Not Applicable	0.0%
	"Garland County, AR"	"05051"	"Nov., 2001"	"2001/11"	11	Not Applicable	Not Applicable	0.0%
	"Garland County, AR"	"05051"	"Dec., 2001"	"2001/12"	11	Not Applicable	Not Applicable	0.0%
	"Independence County, AR"	"05063"	"Jul., 2001"	"2001/07"	11	Not Applicable	Not Applicable	0.0%
	"Mississippi County, AR"	"05093"	"May, 2001"	"2001/05"	10	Not Applicable	Not Applicable	0.0%
	"Pulaski County, AR"	"05119"	"Jan., 2001"	"2001/01"	28	Not Applicable	Not Applicable	0.0%
	"Pulaski County, AR"	"05119"	"Feb., 2001"	"2001/02"	27	Not Applicable	Not Applicable	0.0%
	"Pulaski County, AR"	"05119"	"Mar., 2001"	"2001/03"	30	Not Applicable	Not Applicable	0.0%
	"Pulaski County, AR"	"05119"	"Apr., 2001"	"2001/04"	17	Not Applicable	Not Applicable	0.0%
	"Pulaski County, AR"	"05119"	"May, 2001"	"2001/05"	28	Not Applicable	Not Applicable	0.0%
	"Pulaski County, AR"	"05119"	"Jun., 2001"	"2001/06"	18	Not Applicable	Not Applicable	0.0%
	"Pulaski County, AR"	"05119"	"Jul., 2001"	"2001/07"	18	Not Applicable	Not Applicable	0.0%
	"Pulaski County, AR"	"05119"	"Aug., 2001"	"2001/08"	22	Not Applicable	Not Applicable	0.0%
	"Pulaski County, AR"	"05119"	"Sep., 2001"	"2001/09"	16	Not Applicable	Not Applicable	0.0%
	"Pulaski County, AR"	"05119"	"Oct., 2001"	"2001/10"	22	Not Applicable	Not Applicable	0.0%
	"Pulaski County, AR"	"05119"	"Nov., 2001"	"2001/11"	11	Not Applicable	Not Applicable	0.0%
	"Pulaski County, AR"	"05119"	"Dec., 2001"	"2001/12"	23	Not Applicable	Not Applicable	0.0%
	"Sebastian County, AR"	"05131"	"Jan., 2001"	"2001/01"	14	Not Applicable	Not Applicable	0.0%
	"Sebastian County, AR"	"05131"	"Feb., 2001"	"2001/02"	13	Not Applicable	Not Applicable	0.0%
	"Sebastian County, AR"	"05131"	"Apr., 2001"	"2001/04"	11	Not Applicable	Not Applicable	0.0%
	"Sebastian County, AR"	"05131"	"May, 2001"	"2001/05"	12	Not Applicable	Not Applicable	0.0%
	"Sebastian County, AR"	"05131"	"Nov., 2001"	"2001/11"	15	Not Applicable	Not Applicable	0.0%
	"Sebastian County, AR"	"05131"	"Dec., 2001"	"2001/12"	14	Not Applicable	Not Applicable	0.0%
	"Washington County, AR"	"05143"	"Apr., 2001"	"2001/04"	11	Not Applicable	Not Applicable	0.0%
	"Washington County, AR"	"05143"	"May, 2001"	"2001/05"	12	Not Applicable	Not Applicable	0.0%
	"Washington County, AR"	"05143"	"Jun., 2001"	"2001/06"	12	Not Applicable	Not Applicable	0.0%
	"Washington County, AR"	"05143"	"Aug., 2001"	"2001/08"	13	Not Applicable	Not Applicable	0.0%
	"Washington County, AR"	"05143"	"Dec., 2001"	"2001/12"	12	Not Applicable	Not Applicable	0.0%
	"Alameda County, CA"	"06001"	"Jan., 2001"	"2001/01"	113	Not Applicable	Not Applicable	0.0%
	"Alameda County, CA"	"06001"	"Feb., 2001"	"2001/02"	89	Not Applicable	Not Applicable	0.0%
	"Alameda County, CA"	"06001"	"Mar., 2001"	"2001/03"	96	Not Applicable	Not Applicable	0.0%
	"Alameda County, CA"	"06001"	"Apr., 2001"	"2001/04"	103	Not Applicable	Not Applicable	0.0%
	"Alameda County, CA"	"06001"	"May, 2001"	"2001/05"	82	Not Applicable	Not Applicable	0.0%
	"Alameda County, CA"	"06001"	"Jun., 2001"	"2001/06"	72	Not Applicable	Not Applicable	0.0%
	"Alameda County, CA"	"06001"	"Jul., 2001"	"2001/07"	62	Not Applicable	Not Applicable	0.0%
	"Alameda County, CA"	"06001"	"Aug., 2001"	"2001/08"	53	Not Applicable	Not Applicable	0.0%
	"Alameda County, CA"	"06001"	"Sep., 2001"	"2001/09"	62	Not Applicable	Not Applicable	0.0%
	"Alameda County, CA"	"06001"	"Oct., 2001"	"2001/10"	59	Not Applicable	Not Applicable	0.0%
	"Alameda County, CA"	"06001"	"Nov., 2001"	"2001/11"	65	Not Applicable	Not Applicable	0.0%
	"Alameda County, CA"	"06001"	"Dec., 2001"	"2001/12"	83	Not Applicable	Not Applicable	0.0%
	"Butte County, CA"	"06007"	"Jan., 2001"	"2001/01"	22	Not Applicable	Not Applicable	0.0%
	"Butte County, CA"	"06007"	"Feb., 2001"	"2001/02"	19	Not Applicable	Not Applicable	0.0%
	"Butte County, CA"	"06007"	"Mar., 2001"	"2001/03"	35	Not Applicable	Not Applicable	0.0%
	"Butte County, CA"	"06007"	"Apr., 2001"	"2001/04"	21	Not Applicable	Not Applicable	0.0%
	"Butte County, CA"	"06007"	"May, 2001"	"2001/05"	22	Not Applicable	Not Applicable	0.0%
