"Notes"	"County"	"County Code"	"Month"	"Month Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Caddo Parish, LA"	"22017"	"Dec., 2010"	"2010/12"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
	"Caddo Parish, LA"	"22017"	"Dec., 2010"	"2010/12"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
	"Caddo Parish, LA"	"22017"	"Mar., 2011"	"2011/03"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Caddo Parish, LA"	"22017"	"May, 2011"	"2011/05"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
	"Caddo Parish, LA"	"22017"	"Jul., 2011"	"2011/07"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Caddo Parish, LA"	"22017"	"Sep., 2011"	"2011/09"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"Caddo Parish, LA"	"22017"	"Jan., 2012"	"2012/01"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Caddo Parish, LA"	"22017"	"May, 2012"	"2012/05"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Caddo Parish, LA"	"22017"	"Jul., 2012"	"2012/07"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Caddo Parish, LA"	"22017"	"Aug., 2012"	"2012/08"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
	"Caddo Parish, LA"	"22017"	"Jan., 2013"	"2013/01"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Caddo Parish, LA"	"22017"	"Jan., 2013"	"2013/01"	"75-84 years"	"75-84"	14	Not Applicable	Not Applicable
	"Caddo Parish, LA"	"22017"	"Feb., 2013"	"2013/02"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Caddo Parish, LA"	"22017"	"Aug., 2013"	"2013/08"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"Caddo Parish, LA"	"22017"	"Sep., 2013"	"2013/09"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"Caddo Parish, LA"	"22017"	"Dec., 2013"	"2013/12"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"Caddo Parish, LA"	"22017"	"Jan., 2014"	"2014/01"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Caddo Parish, LA"	"22017"	"Jan., 2014"	"2014/01"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Caddo Parish, LA"	"22017"	"Jul., 2014"	"2014/07"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
	"Caddo Parish, LA"	"22017"	"Oct., 2014"	"2014/10"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Caddo Parish, LA"	"22017"	"Dec., 2014"	"2014/12"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Caddo Parish, LA"	"22017"	"Jan., 2015"	"2015/01"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Caddo Parish, LA"	"22017"	"May, 2015"	"2015/05"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Caddo Parish, LA"	"22017"	"Jul., 2015"	"2015/07"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Caddo Parish, LA"	"22017"	"Jan., 2016"	"2016/01"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Caddo Parish, LA"	"22017"	"Jan., 2016"	"2016/01"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"Caddo Parish, LA"	"22017"	"Mar., 2016"	"2016/03"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
	"Caddo Parish, LA"	"22017"	"May, 2016"	"2016/05"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Caddo Parish, LA"	"22017"	"Oct., 2016"	"2016/10"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Caddo Parish, LA"	"22017"	"Jan., 2017"	"2017/01"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Caddo Parish, LA"	"22017"	"Mar., 2017"	"2017/03"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"Caddo Parish, LA"	"22017"	"Apr., 2017"	"2017/04"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Caddo Parish, LA"	"22017"	"Nov., 2017"	"2017/11"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Calcasieu Parish, LA"	"22019"	"Mar., 2003"	"2003/03"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"Calcasieu Parish, LA"	"22019"	"Oct., 2007"	"2007/10"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Calcasieu Parish, LA"	"22019"	"Nov., 2007"	"2007/11"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Calcasieu Parish, LA"	"22019"	"Jan., 2008"	"2008/01"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Calcasieu Parish, LA"	"22019"	"Mar., 2008"	"2008/03"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"Calcasieu Parish, LA"	"22019"	"Mar., 2010"	"2010/03"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Calcasieu Parish, LA"	"22019"	"Oct., 2011"	"2011/10"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"Calcasieu Parish, LA"	"22019"	"Dec., 2012"	"2012/12"	"75-84 years"	"75-84"	14	Not Applicable	Not Applicable
	"Calcasieu Parish, LA"	"22019"	"Jan., 2013"	"2013/01"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
	"Calcasieu Parish, LA"	"22019"	"May, 2013"	"2013/05"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Calcasieu Parish, LA"	"22019"	"Jan., 2014"	"2014/01"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Calcasieu Parish, LA"	"22019"	"Feb., 2014"	"2014/02"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Calcasieu Parish, LA"	"22019"	"Jun., 2014"	"2014/06"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Calcasieu Parish, LA"	"22019"	"Nov., 2015"	"2015/11"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Calcasieu Parish, LA"	"22019"	"Apr., 2016"	"2016/04"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Calcasieu Parish, LA"	"22019"	"May, 2016"	"2016/05"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Calcasieu Parish, LA"	"22019"	"Dec., 2016"	"2016/12"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Jan., 1999"	"1999/01"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Jan., 1999"	"1999/01"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Dec., 1999"	"1999/12"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Dec., 1999"	"1999/12"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Jan., 2000"	"2000/01"	"65-74 years"	"65-74"	12	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Jan., 2000"	"2000/01"	"85+ years"	"85+"	18	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Dec., 2000"	"2000/12"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Jan., 2001"	"2001/01"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Jan., 2001"	"2001/01"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Jan., 2001"	"2001/01"	"85+ years"	"85+"	16	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Mar., 2001"	"2001/03"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Dec., 2001"	"2001/12"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Feb., 2002"	"2002/02"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Feb., 2002"	"2002/02"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"May, 2002"	"2002/05"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Jul., 2002"	"2002/07"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Dec., 2002"	"2002/12"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Dec., 2002"	"2002/12"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Jan., 2003"	"2003/01"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Apr., 2003"	"2003/04"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Nov., 2003"	"2003/11"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Dec., 2003"	"2003/12"	"75-84 years"	"75-84"	14	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Jan., 2004"	"2004/01"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Jan., 2004"	"2004/01"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Feb., 2004"	"2004/02"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Feb., 2004"	"2004/02"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Apr., 2004"	"2004/04"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"May, 2004"	"2004/05"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"May, 2004"	"2004/05"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Dec., 2004"	"2004/12"	"75-84 years"	"75-84"	14	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Feb., 2005"	"2005/02"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Sep., 2005"	"2005/09"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Oct., 2005"	"2005/10"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Oct., 2005"	"2005/10"	"85+ years"	"85+"	15	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Dec., 2005"	"2005/12"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Jan., 2006"	"2006/01"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Jan., 2006"	"2006/01"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Feb., 2006"	"2006/02"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Feb., 2006"	"2006/02"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Apr., 2006"	"2006/04"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Jul., 2006"	"2006/07"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Aug., 2006"	"2006/08"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Jan., 2007"	"2007/01"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Oct., 2007"	"2007/10"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Jan., 2008"	"2008/01"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Feb., 2008"	"2008/02"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Apr., 2008"	"2008/04"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Oct., 2008"	"2008/10"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Nov., 2008"	"2008/11"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Jan., 2009"	"2009/01"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Apr., 2009"	"2009/04"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"May, 2009"	"2009/05"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"May, 2009"	"2009/05"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Dec., 2009"	"2009/12"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Jan., 2010"	"2010/01"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Dec., 2010"	"2010/12"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Jan., 2011"	"2011/01"	"85+ years"	"85+"	17	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Jan., 2012"	"2012/01"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Apr., 2012"	"2012/04"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Apr., 2012"	"2012/04"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Jun., 2012"	"2012/06"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Jul., 2012"	"2012/07"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Dec., 2012"	"2012/12"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Dec., 2012"	"2012/12"	"85+ years"	"85+"	14	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Dec., 2013"	"2013/12"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Jan., 2014"	"2014/01"	"65-74 years"	"65-74"	13	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Jan., 2014"	"2014/01"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Oct., 2014"	"2014/10"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Nov., 2014"	"2014/11"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Dec., 2014"	"2014/12"	"85+ years"	"85+"	16	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Jan., 2015"	"2015/01"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Feb., 2015"	"2015/02"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Mar., 2015"	"2015/03"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Apr., 2015"	"2015/04"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Jun., 2015"	"2015/06"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Jan., 2016"	"2016/01"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"May, 2016"	"2016/05"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Jul., 2016"	"2016/07"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Aug., 2016"	"2016/08"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Oct., 2016"	"2016/10"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Nov., 2016"	"2016/11"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Jan., 2017"	"2017/01"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Feb., 2017"	"2017/02"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Apr., 2017"	"2017/04"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Sep., 2017"	"2017/09"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Nov., 2017"	"2017/11"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Dec., 2017"	"2017/12"	"75-84 years"	"75-84"	14	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"Dec., 2017"	"2017/12"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Jan., 1999"	"1999/01"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Feb., 1999"	"1999/02"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Mar., 1999"	"1999/03"	"65-74 years"	"65-74"	15	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Mar., 1999"	"1999/03"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Apr., 1999"	"1999/04"	"85+ years"	"85+"	15	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"May, 1999"	"1999/05"	"65-74 years"	"65-74"	15	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Nov., 1999"	"1999/11"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Nov., 1999"	"1999/11"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Dec., 1999"	"1999/12"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Jan., 2000"	"2000/01"	"75-84 years"	"75-84"	20	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Jan., 2000"	"2000/01"	"85+ years"	"85+"	17	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"Feb., 2000"	"2000/02"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
