"Notes"	"County"	"County Code"	"Month"	"Month Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
"Total"	"Grafton County, NH"	"33009"	"Sep., 2015"	"2015/09"			56	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Oct., 2015"	"2015/10"	"75-84 years"	"75-84"	23	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Oct., 2015"	"2015/10"	"85+ years"	"85+"	24	Not Applicable	Not Applicable
"Total"	"Grafton County, NH"	"33009"	"Oct., 2015"	"2015/10"			60	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Nov., 2015"	"2015/11"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Nov., 2015"	"2015/11"	"85+ years"	"85+"	31	Not Applicable	Not Applicable
"Total"	"Grafton County, NH"	"33009"	"Nov., 2015"	"2015/11"			64	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Dec., 2015"	"2015/12"	"55-64 years"	"55-64"	11	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Dec., 2015"	"2015/12"	"65-74 years"	"65-74"	14	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Dec., 2015"	"2015/12"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Dec., 2015"	"2015/12"	"85+ years"	"85+"	29	Not Applicable	Not Applicable
"Total"	"Grafton County, NH"	"33009"	"Dec., 2015"	"2015/12"			72	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Jan., 2016"	"2016/01"	"65-74 years"	"65-74"	13	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Jan., 2016"	"2016/01"	"75-84 years"	"75-84"	19	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Jan., 2016"	"2016/01"	"85+ years"	"85+"	29	Not Applicable	Not Applicable
"Total"	"Grafton County, NH"	"33009"	"Jan., 2016"	"2016/01"			76	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Feb., 2016"	"2016/02"	"55-64 years"	"55-64"	10	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Feb., 2016"	"2016/02"	"65-74 years"	"65-74"	15	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Feb., 2016"	"2016/02"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Feb., 2016"	"2016/02"	"85+ years"	"85+"	29	Not Applicable	Not Applicable
"Total"	"Grafton County, NH"	"33009"	"Feb., 2016"	"2016/02"			74	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Mar., 2016"	"2016/03"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Mar., 2016"	"2016/03"	"75-84 years"	"75-84"	23	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Mar., 2016"	"2016/03"	"85+ years"	"85+"	22	Not Applicable	Not Applicable
"Total"	"Grafton County, NH"	"33009"	"Mar., 2016"	"2016/03"			65	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Apr., 2016"	"2016/04"	"65-74 years"	"65-74"	14	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Apr., 2016"	"2016/04"	"75-84 years"	"75-84"	18	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Apr., 2016"	"2016/04"	"85+ years"	"85+"	27	Not Applicable	Not Applicable
"Total"	"Grafton County, NH"	"33009"	"Apr., 2016"	"2016/04"			72	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"May, 2016"	"2016/05"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"May, 2016"	"2016/05"	"75-84 years"	"75-84"	20	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"May, 2016"	"2016/05"	"85+ years"	"85+"	20	Not Applicable	Not Applicable
"Total"	"Grafton County, NH"	"33009"	"May, 2016"	"2016/05"			62	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Jun., 2016"	"2016/06"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Jun., 2016"	"2016/06"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Jun., 2016"	"2016/06"	"85+ years"	"85+"	21	Not Applicable	Not Applicable
"Total"	"Grafton County, NH"	"33009"	"Jun., 2016"	"2016/06"			61	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Jul., 2016"	"2016/07"	"65-74 years"	"65-74"	12	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Jul., 2016"	"2016/07"	"75-84 years"	"75-84"	21	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Jul., 2016"	"2016/07"	"85+ years"	"85+"	26	Not Applicable	Not Applicable
"Total"	"Grafton County, NH"	"33009"	"Jul., 2016"	"2016/07"			75	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Aug., 2016"	"2016/08"	"65-74 years"	"65-74"	12	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Aug., 2016"	"2016/08"	"75-84 years"	"75-84"	14	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Aug., 2016"	"2016/08"	"85+ years"	"85+"	25	Not Applicable	Not Applicable
"Total"	"Grafton County, NH"	"33009"	"Aug., 2016"	"2016/08"			61	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Sep., 2016"	"2016/09"	"65-74 years"	"65-74"	14	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Sep., 2016"	"2016/09"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Sep., 2016"	"2016/09"	"85+ years"	"85+"	32	Not Applicable	Not Applicable
"Total"	"Grafton County, NH"	"33009"	"Sep., 2016"	"2016/09"			74	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Oct., 2016"	"2016/10"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Oct., 2016"	"2016/10"	"75-84 years"	"75-84"	19	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Oct., 2016"	"2016/10"	"85+ years"	"85+"	26	Not Applicable	Not Applicable
"Total"	"Grafton County, NH"	"33009"	"Oct., 2016"	"2016/10"			74	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Nov., 2016"	"2016/11"	"75-84 years"	"75-84"	14	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Nov., 2016"	"2016/11"	"85+ years"	"85+"	21	Not Applicable	Not Applicable
"Total"	"Grafton County, NH"	"33009"	"Nov., 2016"	"2016/11"			59	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Dec., 2016"	"2016/12"	"65-74 years"	"65-74"	14	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Dec., 2016"	"2016/12"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Dec., 2016"	"2016/12"	"85+ years"	"85+"	27	Not Applicable	Not Applicable
"Total"	"Grafton County, NH"	"33009"	"Dec., 2016"	"2016/12"			73	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Jan., 2017"	"2017/01"	"75-84 years"	"75-84"	17	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Jan., 2017"	"2017/01"	"85+ years"	"85+"	19	Not Applicable	Not Applicable
"Total"	"Grafton County, NH"	"33009"	"Jan., 2017"	"2017/01"			59	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Feb., 2017"	"2017/02"	"65-74 years"	"65-74"	18	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Feb., 2017"	"2017/02"	"75-84 years"	"75-84"	17	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Feb., 2017"	"2017/02"	"85+ years"	"85+"	23	Not Applicable	Not Applicable
"Total"	"Grafton County, NH"	"33009"	"Feb., 2017"	"2017/02"			69	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Mar., 2017"	"2017/03"	"65-74 years"	"65-74"	22	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Mar., 2017"	"2017/03"	"75-84 years"	"75-84"	20	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Mar., 2017"	"2017/03"	"85+ years"	"85+"	24	Not Applicable	Not Applicable
"Total"	"Grafton County, NH"	"33009"	"Mar., 2017"	"2017/03"			79	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Apr., 2017"	"2017/04"	"55-64 years"	"55-64"	11	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Apr., 2017"	"2017/04"	"75-84 years"	"75-84"	18	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Apr., 2017"	"2017/04"	"85+ years"	"85+"	33	Not Applicable	Not Applicable
"Total"	"Grafton County, NH"	"33009"	"Apr., 2017"	"2017/04"			78	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"May, 2017"	"2017/05"	"65-74 years"	"65-74"	19	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"May, 2017"	"2017/05"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"May, 2017"	"2017/05"	"85+ years"	"85+"	23	Not Applicable	Not Applicable
"Total"	"Grafton County, NH"	"33009"	"May, 2017"	"2017/05"			68	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Jun., 2017"	"2017/06"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Jun., 2017"	"2017/06"	"75-84 years"	"75-84"	22	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Jun., 2017"	"2017/06"	"85+ years"	"85+"	25	Not Applicable	Not Applicable
"Total"	"Grafton County, NH"	"33009"	"Jun., 2017"	"2017/06"			74	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Jul., 2017"	"2017/07"	"55-64 years"	"55-64"	14	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Jul., 2017"	"2017/07"	"75-84 years"	"75-84"	26	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Jul., 2017"	"2017/07"	"85+ years"	"85+"	17	Not Applicable	Not Applicable
"Total"	"Grafton County, NH"	"33009"	"Jul., 2017"	"2017/07"			71	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Aug., 2017"	"2017/08"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Aug., 2017"	"2017/08"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Aug., 2017"	"2017/08"	"85+ years"	"85+"	30	Not Applicable	Not Applicable
"Total"	"Grafton County, NH"	"33009"	"Aug., 2017"	"2017/08"			69	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Sep., 2017"	"2017/09"	"65-74 years"	"65-74"	15	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Sep., 2017"	"2017/09"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Sep., 2017"	"2017/09"	"85+ years"	"85+"	25	Not Applicable	Not Applicable
"Total"	"Grafton County, NH"	"33009"	"Sep., 2017"	"2017/09"			63	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Oct., 2017"	"2017/10"	"65-74 years"	"65-74"	17	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Oct., 2017"	"2017/10"	"75-84 years"	"75-84"	34	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Oct., 2017"	"2017/10"	"85+ years"	"85+"	31	Not Applicable	Not Applicable
"Total"	"Grafton County, NH"	"33009"	"Oct., 2017"	"2017/10"			96	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Nov., 2017"	"2017/11"	"65-74 years"	"65-74"	12	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Nov., 2017"	"2017/11"	"75-84 years"	"75-84"	17	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Nov., 2017"	"2017/11"	"85+ years"	"85+"	25	Not Applicable	Not Applicable
"Total"	"Grafton County, NH"	"33009"	"Nov., 2017"	"2017/11"			68	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Dec., 2017"	"2017/12"	"65-74 years"	"65-74"	12	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Dec., 2017"	"2017/12"	"75-84 years"	"75-84"	17	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Dec., 2017"	"2017/12"	"85+ years"	"85+"	24	Not Applicable	Not Applicable
"Total"	"Grafton County, NH"	"33009"	"Dec., 2017"	"2017/12"			68	Not Applicable	Not Applicable
"Total"	"Grafton County, NH"	"33009"					14007	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Jan., 1999"	"1999/01"	"35-44 years"	"35-44"	10	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Jan., 1999"	"1999/01"	"45-54 years"	"45-54"	17	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Jan., 1999"	"1999/01"	"55-64 years"	"55-64"	27	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Jan., 1999"	"1999/01"	"65-74 years"	"65-74"	43	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Jan., 1999"	"1999/01"	"75-84 years"	"75-84"	92	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Jan., 1999"	"1999/01"	"85+ years"	"85+"	70	Not Applicable	Not Applicable
"Total"	"Hillsborough County, NH"	"33011"	"Jan., 1999"	"1999/01"			269	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Feb., 1999"	"1999/02"	"45-54 years"	"45-54"	19	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Feb., 1999"	"1999/02"	"55-64 years"	"55-64"	21	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Feb., 1999"	"1999/02"	"65-74 years"	"65-74"	33	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Feb., 1999"	"1999/02"	"75-84 years"	"75-84"	71	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Feb., 1999"	"1999/02"	"85+ years"	"85+"	92	Not Applicable	Not Applicable
"Total"	"Hillsborough County, NH"	"33011"	"Feb., 1999"	"1999/02"			252	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Mar., 1999"	"1999/03"	"45-54 years"	"45-54"	13	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Mar., 1999"	"1999/03"	"55-64 years"	"55-64"	29	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Mar., 1999"	"1999/03"	"65-74 years"	"65-74"	40	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Mar., 1999"	"1999/03"	"75-84 years"	"75-84"	86	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Mar., 1999"	"1999/03"	"85+ years"	"85+"	72	Not Applicable	Not Applicable
"Total"	"Hillsborough County, NH"	"33011"	"Mar., 1999"	"1999/03"			254	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Apr., 1999"	"1999/04"	"45-54 years"	"45-54"	10	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Apr., 1999"	"1999/04"	"55-64 years"	"55-64"	27	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Apr., 1999"	"1999/04"	"65-74 years"	"65-74"	41	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Apr., 1999"	"1999/04"	"75-84 years"	"75-84"	51	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Apr., 1999"	"1999/04"	"85+ years"	"85+"	69	Not Applicable	Not Applicable
"Total"	"Hillsborough County, NH"	"33011"	"Apr., 1999"	"1999/04"			212	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"May, 1999"	"1999/05"	"55-64 years"	"55-64"	20	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"May, 1999"	"1999/05"	"65-74 years"	"65-74"	35	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"May, 1999"	"1999/05"	"75-84 years"	"75-84"	68	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"May, 1999"	"1999/05"	"85+ years"	"85+"	65	Not Applicable	Not Applicable
"Total"	"Hillsborough County, NH"	"33011"	"May, 1999"	"1999/05"			215	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Jun., 1999"	"1999/06"	"55-64 years"	"55-64"	10	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Jun., 1999"	"1999/06"	"65-74 years"	"65-74"	33	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Jun., 1999"	"1999/06"	"75-84 years"	"75-84"	54	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Jun., 1999"	"1999/06"	"85+ years"	"85+"	52	Not Applicable	Not Applicable
"Total"	"Hillsborough County, NH"	"33011"	"Jun., 1999"	"1999/06"			174	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Jul., 1999"	"1999/07"	"35-44 years"	"35-44"	13	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Jul., 1999"	"1999/07"	"55-64 years"	"55-64"	22	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Jul., 1999"	"1999/07"	"65-74 years"	"65-74"	29	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Jul., 1999"	"1999/07"	"75-84 years"	"75-84"	52	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Jul., 1999"	"1999/07"	"85+ years"	"85+"	60	Not Applicable	Not Applicable
"Total"	"Hillsborough County, NH"	"33011"	"Jul., 1999"	"1999/07"			195	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Aug., 1999"	"1999/08"	"45-54 years"	"45-54"	15	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Aug., 1999"	"1999/08"	"55-64 years"	"55-64"	22	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Aug., 1999"	"1999/08"	"65-74 years"	"65-74"	29	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Aug., 1999"	"1999/08"	"75-84 years"	"75-84"	52	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Aug., 1999"	"1999/08"	"85+ years"	"85+"	52	Not Applicable	Not Applicable
"Total"	"Hillsborough County, NH"	"33011"	"Aug., 1999"	"1999/08"			190	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Sep., 1999"	"1999/09"	"45-54 years"	"45-54"	15	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Sep., 1999"	"1999/09"	"55-64 years"	"55-64"	11	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Sep., 1999"	"1999/09"	"65-74 years"	"65-74"	44	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Sep., 1999"	"1999/09"	"75-84 years"	"75-84"	49	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Sep., 1999"	"1999/09"	"85+ years"	"85+"	46	Not Applicable	Not Applicable
"Total"	"Hillsborough County, NH"	"33011"	"Sep., 1999"	"1999/09"			173	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Oct., 1999"	"1999/10"	"35-44 years"	"35-44"	15	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Oct., 1999"	"1999/10"	"45-54 years"	"45-54"	17	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Oct., 1999"	"1999/10"	"55-64 years"	"55-64"	14	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Oct., 1999"	"1999/10"	"65-74 years"	"65-74"	44	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Oct., 1999"	"1999/10"	"75-84 years"	"75-84"	74	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Oct., 1999"	"1999/10"	"85+ years"	"85+"	78	Not Applicable	Not Applicable
"Total"	"Hillsborough County, NH"	"33011"	"Oct., 1999"	"1999/10"			250	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Nov., 1999"	"1999/11"	"45-54 years"	"45-54"	18	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Nov., 1999"	"1999/11"	"55-64 years"	"55-64"	13	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Nov., 1999"	"1999/11"	"65-74 years"	"65-74"	20	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Nov., 1999"	"1999/11"	"75-84 years"	"75-84"	63	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Nov., 1999"	"1999/11"	"85+ years"	"85+"	54	Not Applicable	Not Applicable
"Total"	"Hillsborough County, NH"	"33011"	"Nov., 1999"	"1999/11"			181	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Dec., 1999"	"1999/12"	"45-54 years"	"45-54"	17	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Dec., 1999"	"1999/12"	"55-64 years"	"55-64"	24	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Dec., 1999"	"1999/12"	"65-74 years"	"65-74"	41	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Dec., 1999"	"1999/12"	"75-84 years"	"75-84"	65	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Dec., 1999"	"1999/12"	"85+ years"	"85+"	74	Not Applicable	Not Applicable
"Total"	"Hillsborough County, NH"	"33011"	"Dec., 1999"	"1999/12"			236	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Jan., 2000"	"2000/01"	"45-54 years"	"45-54"	18	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Jan., 2000"	"2000/01"	"55-64 years"	"55-64"	21	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Jan., 2000"	"2000/01"	"65-74 years"	"65-74"	45	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Jan., 2000"	"2000/01"	"75-84 years"	"75-84"	88	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Jan., 2000"	"2000/01"	"85+ years"	"85+"	96	Not Applicable	Not Applicable
"Total"	"Hillsborough County, NH"	"33011"	"Jan., 2000"	"2000/01"			286	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Feb., 2000"	"2000/02"	"45-54 years"	"45-54"	15	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Feb., 2000"	"2000/02"	"55-64 years"	"55-64"	22	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Feb., 2000"	"2000/02"	"65-74 years"	"65-74"	55	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Feb., 2000"	"2000/02"	"75-84 years"	"75-84"	60	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Feb., 2000"	"2000/02"	"85+ years"	"85+"	85	Not Applicable	Not Applicable
"Total"	"Hillsborough County, NH"	"33011"	"Feb., 2000"	"2000/02"			251	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Mar., 2000"	"2000/03"	"45-54 years"	"45-54"	13	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Mar., 2000"	"2000/03"	"55-64 years"	"55-64"	34	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Mar., 2000"	"2000/03"	"65-74 years"	"65-74"	36	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Mar., 2000"	"2000/03"	"75-84 years"	"75-84"	69	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Mar., 2000"	"2000/03"	"85+ years"	"85+"	72	Not Applicable	Not Applicable
"Total"	"Hillsborough County, NH"	"33011"	"Mar., 2000"	"2000/03"			240	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Apr., 2000"	"2000/04"	"45-54 years"	"45-54"	14	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Apr., 2000"	"2000/04"	"55-64 years"	"55-64"	27	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Apr., 2000"	"2000/04"	"65-74 years"	"65-74"	29	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Apr., 2000"	"2000/04"	"75-84 years"	"75-84"	75	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Apr., 2000"	"2000/04"	"85+ years"	"85+"	49	Not Applicable	Not Applicable
"Total"	"Hillsborough County, NH"	"33011"	"Apr., 2000"	"2000/04"			211	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"May, 2000"	"2000/05"	"45-54 years"	"45-54"	18	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"May, 2000"	"2000/05"	"55-64 years"	"55-64"	29	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"May, 2000"	"2000/05"	"65-74 years"	"65-74"	35	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"May, 2000"	"2000/05"	"75-84 years"	"75-84"	67	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"May, 2000"	"2000/05"	"85+ years"	"85+"	53	Not Applicable	Not Applicable
"Total"	"Hillsborough County, NH"	"33011"	"May, 2000"	"2000/05"			222	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Jun., 2000"	"2000/06"	"35-44 years"	"35-44"	12	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Jun., 2000"	"2000/06"	"45-54 years"	"45-54"	12	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Jun., 2000"	"2000/06"	"55-64 years"	"55-64"	24	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Jun., 2000"	"2000/06"	"65-74 years"	"65-74"	34	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Jun., 2000"	"2000/06"	"75-84 years"	"75-84"	62	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Jun., 2000"	"2000/06"	"85+ years"	"85+"	65	Not Applicable	Not Applicable
"Total"	"Hillsborough County, NH"	"33011"	"Jun., 2000"	"2000/06"			220	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Jul., 2000"	"2000/07"	"45-54 years"	"45-54"	16	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Jul., 2000"	"2000/07"	"55-64 years"	"55-64"	27	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Jul., 2000"	"2000/07"	"65-74 years"	"65-74"	29	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Jul., 2000"	"2000/07"	"75-84 years"	"75-84"	57	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Jul., 2000"	"2000/07"	"85+ years"	"85+"	57	Not Applicable	Not Applicable
"Total"	"Hillsborough County, NH"	"33011"	"Jul., 2000"	"2000/07"			206	Not Applicable	Not Applicable
