"Notes"	"County"	"County Code"	"Month"	"Month Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Salt Lake County, UT"	"49035"	"Jun., 2000"	"2000/06"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jul., 2000"	"2000/07"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jul., 2000"	"2000/07"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Aug., 2000"	"2000/08"	"75-84 years"	"75-84"	16	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Aug., 2000"	"2000/08"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Sep., 2000"	"2000/09"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Sep., 2000"	"2000/09"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Oct., 2000"	"2000/10"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Oct., 2000"	"2000/10"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Nov., 2000"	"2000/11"	"75-84 years"	"75-84"	18	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Nov., 2000"	"2000/11"	"85+ years"	"85+"	20	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Dec., 2000"	"2000/12"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Dec., 2000"	"2000/12"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jan., 2001"	"2001/01"	"65-74 years"	"65-74"	14	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jan., 2001"	"2001/01"	"75-84 years"	"75-84"	14	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jan., 2001"	"2001/01"	"85+ years"	"85+"	15	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Feb., 2001"	"2001/02"	"75-84 years"	"75-84"	14	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Feb., 2001"	"2001/02"	"85+ years"	"85+"	18	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Mar., 2001"	"2001/03"	"75-84 years"	"75-84"	16	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Mar., 2001"	"2001/03"	"85+ years"	"85+"	18	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Apr., 2001"	"2001/04"	"65-74 years"	"65-74"	12	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Apr., 2001"	"2001/04"	"75-84 years"	"75-84"	17	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"May, 2001"	"2001/05"	"75-84 years"	"75-84"	20	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"May, 2001"	"2001/05"	"85+ years"	"85+"	14	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jun., 2001"	"2001/06"	"75-84 years"	"75-84"	14	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jul., 2001"	"2001/07"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jul., 2001"	"2001/07"	"85+ years"	"85+"	14	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Aug., 2001"	"2001/08"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Aug., 2001"	"2001/08"	"85+ years"	"85+"	16	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Sep., 2001"	"2001/09"	"85+ years"	"85+"	15	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Oct., 2001"	"2001/10"	"65-74 years"	"65-74"	13	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Oct., 2001"	"2001/10"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Oct., 2001"	"2001/10"	"85+ years"	"85+"	14	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Nov., 2001"	"2001/11"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Dec., 2001"	"2001/12"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Dec., 2001"	"2001/12"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jan., 2002"	"2002/01"	"75-84 years"	"75-84"	21	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jan., 2002"	"2002/01"	"85+ years"	"85+"	20	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Feb., 2002"	"2002/02"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Feb., 2002"	"2002/02"	"75-84 years"	"75-84"	18	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Feb., 2002"	"2002/02"	"85+ years"	"85+"	20	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Mar., 2002"	"2002/03"	"65-74 years"	"65-74"	14	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Mar., 2002"	"2002/03"	"75-84 years"	"75-84"	17	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Mar., 2002"	"2002/03"	"85+ years"	"85+"	16	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Apr., 2002"	"2002/04"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Apr., 2002"	"2002/04"	"85+ years"	"85+"	14	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"May, 2002"	"2002/05"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"May, 2002"	"2002/05"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"May, 2002"	"2002/05"	"85+ years"	"85+"	14	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jun., 2002"	"2002/06"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jun., 2002"	"2002/06"	"75-84 years"	"75-84"	20	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jun., 2002"	"2002/06"	"85+ years"	"85+"	19	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jul., 2002"	"2002/07"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Aug., 2002"	"2002/08"	"65-74 years"	"65-74"	15	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Aug., 2002"	"2002/08"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Sep., 2002"	"2002/09"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Sep., 2002"	"2002/09"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Sep., 2002"	"2002/09"	"85+ years"	"85+"	17	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Oct., 2002"	"2002/10"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Nov., 2002"	"2002/11"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Nov., 2002"	"2002/11"	"75-84 years"	"75-84"	16	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Nov., 2002"	"2002/11"	"85+ years"	"85+"	15	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Dec., 2002"	"2002/12"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Dec., 2002"	"2002/12"	"75-84 years"	"75-84"	18	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Dec., 2002"	"2002/12"	"85+ years"	"85+"	17	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jan., 2003"	"2003/01"	"75-84 years"	"75-84"	16	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jan., 2003"	"2003/01"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Feb., 2003"	"2003/02"	"65-74 years"	"65-74"	14	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Feb., 2003"	"2003/02"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Feb., 2003"	"2003/02"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Mar., 2003"	"2003/03"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Mar., 2003"	"2003/03"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Apr., 2003"	"2003/04"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Apr., 2003"	"2003/04"	"75-84 years"	"75-84"	28	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Apr., 2003"	"2003/04"	"85+ years"	"85+"	19	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"May, 2003"	"2003/05"	"75-84 years"	"75-84"	18	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"May, 2003"	"2003/05"	"85+ years"	"85+"	15	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jun., 2003"	"2003/06"	"75-84 years"	"75-84"	18	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jun., 2003"	"2003/06"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jul., 2003"	"2003/07"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jul., 2003"	"2003/07"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Aug., 2003"	"2003/08"	"75-84 years"	"75-84"	22	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Aug., 2003"	"2003/08"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Sep., 2003"	"2003/09"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Oct., 2003"	"2003/10"	"75-84 years"	"75-84"	16	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Nov., 2003"	"2003/11"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Nov., 2003"	"2003/11"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Nov., 2003"	"2003/11"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Dec., 2003"	"2003/12"	"65-74 years"	"65-74"	16	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Dec., 2003"	"2003/12"	"75-84 years"	"75-84"	27	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Dec., 2003"	"2003/12"	"85+ years"	"85+"	19	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jan., 2004"	"2004/01"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jan., 2004"	"2004/01"	"75-84 years"	"75-84"	16	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jan., 2004"	"2004/01"	"85+ years"	"85+"	20	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Feb., 2004"	"2004/02"	"75-84 years"	"75-84"	18	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Feb., 2004"	"2004/02"	"85+ years"	"85+"	14	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Mar., 2004"	"2004/03"	"55-64 years"	"55-64"	11	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Mar., 2004"	"2004/03"	"65-74 years"	"65-74"	15	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Mar., 2004"	"2004/03"	"75-84 years"	"75-84"	17	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Mar., 2004"	"2004/03"	"85+ years"	"85+"	19	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Apr., 2004"	"2004/04"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Apr., 2004"	"2004/04"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"May, 2004"	"2004/05"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"May, 2004"	"2004/05"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jun., 2004"	"2004/06"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jun., 2004"	"2004/06"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Aug., 2004"	"2004/08"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Oct., 2004"	"2004/10"	"75-84 years"	"75-84"	16	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Nov., 2004"	"2004/11"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Nov., 2004"	"2004/11"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Nov., 2004"	"2004/11"	"85+ years"	"85+"	19	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Dec., 2004"	"2004/12"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Dec., 2004"	"2004/12"	"85+ years"	"85+"	16	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jan., 2005"	"2005/01"	"75-84 years"	"75-84"	21	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jan., 2005"	"2005/01"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Feb., 2005"	"2005/02"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Feb., 2005"	"2005/02"	"75-84 years"	"75-84"	17	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Feb., 2005"	"2005/02"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Mar., 2005"	"2005/03"	"65-74 years"	"65-74"	13	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Mar., 2005"	"2005/03"	"75-84 years"	"75-84"	17	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Mar., 2005"	"2005/03"	"85+ years"	"85+"	15	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Apr., 2005"	"2005/04"	"65-74 years"	"65-74"	14	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Apr., 2005"	"2005/04"	"75-84 years"	"75-84"	18	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Apr., 2005"	"2005/04"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"May, 2005"	"2005/05"	"75-84 years"	"75-84"	14	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"May, 2005"	"2005/05"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jun., 2005"	"2005/06"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jul., 2005"	"2005/07"	"75-84 years"	"75-84"	14	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jul., 2005"	"2005/07"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Aug., 2005"	"2005/08"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Sep., 2005"	"2005/09"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Sep., 2005"	"2005/09"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Oct., 2005"	"2005/10"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Nov., 2005"	"2005/11"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Dec., 2005"	"2005/12"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Dec., 2005"	"2005/12"	"75-84 years"	"75-84"	19	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Dec., 2005"	"2005/12"	"85+ years"	"85+"	15	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jan., 2006"	"2006/01"	"75-84 years"	"75-84"	22	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jan., 2006"	"2006/01"	"85+ years"	"85+"	20	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Feb., 2006"	"2006/02"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Feb., 2006"	"2006/02"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Mar., 2006"	"2006/03"	"75-84 years"	"75-84"	16	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Mar., 2006"	"2006/03"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Apr., 2006"	"2006/04"	"75-84 years"	"75-84"	16	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"May, 2006"	"2006/05"	"75-84 years"	"75-84"	16	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"May, 2006"	"2006/05"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jun., 2006"	"2006/06"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Aug., 2006"	"2006/08"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Sep., 2006"	"2006/09"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Sep., 2006"	"2006/09"	"85+ years"	"85+"	18	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Oct., 2006"	"2006/10"	"75-84 years"	"75-84"	16	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Nov., 2006"	"2006/11"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Nov., 2006"	"2006/11"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Dec., 2006"	"2006/12"	"65-74 years"	"65-74"	14	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Dec., 2006"	"2006/12"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jan., 2007"	"2007/01"	"65-74 years"	"65-74"	15	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jan., 2007"	"2007/01"	"75-84 years"	"75-84"	14	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Feb., 2007"	"2007/02"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Feb., 2007"	"2007/02"	"85+ years"	"85+"	17	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Mar., 2007"	"2007/03"	"75-84 years"	"75-84"	18	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Mar., 2007"	"2007/03"	"85+ years"	"85+"	15	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Apr., 2007"	"2007/04"	"75-84 years"	"75-84"	21	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Apr., 2007"	"2007/04"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"May, 2007"	"2007/05"	"75-84 years"	"75-84"	21	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"May, 2007"	"2007/05"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jun., 2007"	"2007/06"	"75-84 years"	"75-84"	16	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jun., 2007"	"2007/06"	"85+ years"	"85+"	14	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jul., 2007"	"2007/07"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Sep., 2007"	"2007/09"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Sep., 2007"	"2007/09"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Oct., 2007"	"2007/10"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Oct., 2007"	"2007/10"	"85+ years"	"85+"	15	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Nov., 2007"	"2007/11"	"65-74 years"	"65-74"	13	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Nov., 2007"	"2007/11"	"75-84 years"	"75-84"	18	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Nov., 2007"	"2007/11"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Dec., 2007"	"2007/12"	"85+ years"	"85+"	15	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	"Jan., 2008"	"2008/01"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
