"Notes"	"County"	"County Code"	"Month"	"Month Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Cuyahoga County, OH"	"39035"	"Apr., 1999"	"1999/04"	"65-74 years"	"65-74"	16	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Apr., 1999"	"1999/04"	"75-84 years"	"75-84"	34	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Apr., 1999"	"1999/04"	"85+ years"	"85+"	29	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"May, 1999"	"1999/05"	"65-74 years"	"65-74"	19	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"May, 1999"	"1999/05"	"75-84 years"	"75-84"	29	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"May, 1999"	"1999/05"	"85+ years"	"85+"	28	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Jun., 1999"	"1999/06"	"65-74 years"	"65-74"	12	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Jun., 1999"	"1999/06"	"75-84 years"	"75-84"	35	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Jun., 1999"	"1999/06"	"85+ years"	"85+"	25	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Jul., 1999"	"1999/07"	"65-74 years"	"65-74"	20	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Jul., 1999"	"1999/07"	"75-84 years"	"75-84"	24	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Jul., 1999"	"1999/07"	"85+ years"	"85+"	30	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Aug., 1999"	"1999/08"	"65-74 years"	"65-74"	13	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Aug., 1999"	"1999/08"	"75-84 years"	"75-84"	23	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Aug., 1999"	"1999/08"	"85+ years"	"85+"	21	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Sep., 1999"	"1999/09"	"65-74 years"	"65-74"	14	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Sep., 1999"	"1999/09"	"75-84 years"	"75-84"	28	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Sep., 1999"	"1999/09"	"85+ years"	"85+"	20	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Oct., 1999"	"1999/10"	"65-74 years"	"65-74"	15	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Oct., 1999"	"1999/10"	"75-84 years"	"75-84"	31	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Oct., 1999"	"1999/10"	"85+ years"	"85+"	20	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Nov., 1999"	"1999/11"	"65-74 years"	"65-74"	13	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Nov., 1999"	"1999/11"	"75-84 years"	"75-84"	23	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Nov., 1999"	"1999/11"	"85+ years"	"85+"	24	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Dec., 1999"	"1999/12"	"65-74 years"	"65-74"	15	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Dec., 1999"	"1999/12"	"75-84 years"	"75-84"	44	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Dec., 1999"	"1999/12"	"85+ years"	"85+"	44	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Jan., 2000"	"2000/01"	"55-64 years"	"55-64"	10	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Jan., 2000"	"2000/01"	"65-74 years"	"65-74"	24	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Jan., 2000"	"2000/01"	"75-84 years"	"75-84"	70	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Jan., 2000"	"2000/01"	"85+ years"	"85+"	70	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Feb., 2000"	"2000/02"	"65-74 years"	"65-74"	23	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Feb., 2000"	"2000/02"	"75-84 years"	"75-84"	52	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Feb., 2000"	"2000/02"	"85+ years"	"85+"	34	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Mar., 2000"	"2000/03"	"65-74 years"	"65-74"	23	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Mar., 2000"	"2000/03"	"75-84 years"	"75-84"	40	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Mar., 2000"	"2000/03"	"85+ years"	"85+"	41	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Apr., 2000"	"2000/04"	"65-74 years"	"65-74"	16	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Apr., 2000"	"2000/04"	"75-84 years"	"75-84"	30	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Apr., 2000"	"2000/04"	"85+ years"	"85+"	28	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"May, 2000"	"2000/05"	"65-74 years"	"65-74"	20	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"May, 2000"	"2000/05"	"75-84 years"	"75-84"	33	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"May, 2000"	"2000/05"	"85+ years"	"85+"	29	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Jun., 2000"	"2000/06"	"65-74 years"	"65-74"	19	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Jun., 2000"	"2000/06"	"75-84 years"	"75-84"	26	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Jun., 2000"	"2000/06"	"85+ years"	"85+"	23	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Jul., 2000"	"2000/07"	"65-74 years"	"65-74"	13	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Jul., 2000"	"2000/07"	"75-84 years"	"75-84"	23	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Jul., 2000"	"2000/07"	"85+ years"	"85+"	23	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Aug., 2000"	"2000/08"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Aug., 2000"	"2000/08"	"75-84 years"	"75-84"	29	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Aug., 2000"	"2000/08"	"85+ years"	"85+"	28	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Sep., 2000"	"2000/09"	"65-74 years"	"65-74"	12	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Sep., 2000"	"2000/09"	"75-84 years"	"75-84"	18	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Sep., 2000"	"2000/09"	"85+ years"	"85+"	23	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Oct., 2000"	"2000/10"	"65-74 years"	"65-74"	21	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Oct., 2000"	"2000/10"	"75-84 years"	"75-84"	40	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Oct., 2000"	"2000/10"	"85+ years"	"85+"	24	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Nov., 2000"	"2000/11"	"65-74 years"	"65-74"	17	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Nov., 2000"	"2000/11"	"75-84 years"	"75-84"	42	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Nov., 2000"	"2000/11"	"85+ years"	"85+"	40	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Dec., 2000"	"2000/12"	"65-74 years"	"65-74"	23	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Dec., 2000"	"2000/12"	"75-84 years"	"75-84"	42	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Dec., 2000"	"2000/12"	"85+ years"	"85+"	33	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Jan., 2001"	"2001/01"	"65-74 years"	"65-74"	21	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Jan., 2001"	"2001/01"	"75-84 years"	"75-84"	39	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Jan., 2001"	"2001/01"	"85+ years"	"85+"	37	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Feb., 2001"	"2001/02"	"65-74 years"	"65-74"	18	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Feb., 2001"	"2001/02"	"75-84 years"	"75-84"	41	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Feb., 2001"	"2001/02"	"85+ years"	"85+"	39	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Mar., 2001"	"2001/03"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Mar., 2001"	"2001/03"	"75-84 years"	"75-84"	36	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Mar., 2001"	"2001/03"	"85+ years"	"85+"	28	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Apr., 2001"	"2001/04"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	"Apr., 2001"	"2001/04"	"75-84 years"	"75-84"	23	Not Applicable	Not Applicable
