"Notes"	"County"	"County Code"	"Month"	"Month Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Adams County, IL"	"17001"	"Jan., 2007"	"2007/01"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Adams County, IL"	"17001"	"Feb., 2008"	"2008/02"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Adams County, IL"	"17001"	"Jan., 2015"	"2015/01"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Champaign County, IL"	"17019"	"Jan., 2000"	"2000/01"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Champaign County, IL"	"17019"	"Feb., 2011"	"2011/02"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Champaign County, IL"	"17019"	"Mar., 2011"	"2011/03"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Champaign County, IL"	"17019"	"Jan., 2013"	"2013/01"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"Champaign County, IL"	"17019"	"Jan., 2013"	"2013/01"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Champaign County, IL"	"17019"	"Oct., 2016"	"2016/10"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jan., 1999"	"1999/01"	"35-44 years"	"35-44"	11	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jan., 1999"	"1999/01"	"45-54 years"	"45-54"	13	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jan., 1999"	"1999/01"	"55-64 years"	"55-64"	33	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jan., 1999"	"1999/01"	"65-74 years"	"65-74"	73	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jan., 1999"	"1999/01"	"75-84 years"	"75-84"	152	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jan., 1999"	"1999/01"	"85+ years"	"85+"	149	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Feb., 1999"	"1999/02"	"35-44 years"	"35-44"	16	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Feb., 1999"	"1999/02"	"45-54 years"	"45-54"	12	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Feb., 1999"	"1999/02"	"55-64 years"	"55-64"	27	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Feb., 1999"	"1999/02"	"65-74 years"	"65-74"	83	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Feb., 1999"	"1999/02"	"75-84 years"	"75-84"	165	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Feb., 1999"	"1999/02"	"85+ years"	"85+"	136	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Mar., 1999"	"1999/03"	"35-44 years"	"35-44"	13	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Mar., 1999"	"1999/03"	"45-54 years"	"45-54"	21	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Mar., 1999"	"1999/03"	"55-64 years"	"55-64"	43	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Mar., 1999"	"1999/03"	"65-74 years"	"65-74"	87	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Mar., 1999"	"1999/03"	"75-84 years"	"75-84"	171	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Mar., 1999"	"1999/03"	"85+ years"	"85+"	160	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Apr., 1999"	"1999/04"	"35-44 years"	"35-44"	10	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Apr., 1999"	"1999/04"	"45-54 years"	"45-54"	23	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Apr., 1999"	"1999/04"	"55-64 years"	"55-64"	21	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Apr., 1999"	"1999/04"	"65-74 years"	"65-74"	59	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Apr., 1999"	"1999/04"	"75-84 years"	"75-84"	111	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Apr., 1999"	"1999/04"	"85+ years"	"85+"	100	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"May, 1999"	"1999/05"	"45-54 years"	"45-54"	16	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"May, 1999"	"1999/05"	"55-64 years"	"55-64"	20	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"May, 1999"	"1999/05"	"65-74 years"	"65-74"	50	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"May, 1999"	"1999/05"	"75-84 years"	"75-84"	90	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"May, 1999"	"1999/05"	"85+ years"	"85+"	94	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jun., 1999"	"1999/06"	"35-44 years"	"35-44"	15	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jun., 1999"	"1999/06"	"45-54 years"	"45-54"	15	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jun., 1999"	"1999/06"	"55-64 years"	"55-64"	27	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jun., 1999"	"1999/06"	"65-74 years"	"65-74"	59	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jun., 1999"	"1999/06"	"75-84 years"	"75-84"	99	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jun., 1999"	"1999/06"	"85+ years"	"85+"	81	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jul., 1999"	"1999/07"	"45-54 years"	"45-54"	12	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jul., 1999"	"1999/07"	"55-64 years"	"55-64"	20	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jul., 1999"	"1999/07"	"65-74 years"	"65-74"	49	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jul., 1999"	"1999/07"	"75-84 years"	"75-84"	100	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jul., 1999"	"1999/07"	"85+ years"	"85+"	94	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Aug., 1999"	"1999/08"	"35-44 years"	"35-44"	10	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Aug., 1999"	"1999/08"	"45-54 years"	"45-54"	11	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Aug., 1999"	"1999/08"	"55-64 years"	"55-64"	20	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Aug., 1999"	"1999/08"	"65-74 years"	"65-74"	43	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Aug., 1999"	"1999/08"	"75-84 years"	"75-84"	100	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Aug., 1999"	"1999/08"	"85+ years"	"85+"	80	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Sep., 1999"	"1999/09"	"55-64 years"	"55-64"	21	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Sep., 1999"	"1999/09"	"65-74 years"	"65-74"	48	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Sep., 1999"	"1999/09"	"75-84 years"	"75-84"	84	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Sep., 1999"	"1999/09"	"85+ years"	"85+"	80	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Oct., 1999"	"1999/10"	"45-54 years"	"45-54"	16	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Oct., 1999"	"1999/10"	"55-64 years"	"55-64"	24	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Oct., 1999"	"1999/10"	"65-74 years"	"65-74"	63	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Oct., 1999"	"1999/10"	"75-84 years"	"75-84"	109	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Oct., 1999"	"1999/10"	"85+ years"	"85+"	103	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Nov., 1999"	"1999/11"	"45-54 years"	"45-54"	13	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Nov., 1999"	"1999/11"	"55-64 years"	"55-64"	21	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Nov., 1999"	"1999/11"	"65-74 years"	"65-74"	51	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Nov., 1999"	"1999/11"	"75-84 years"	"75-84"	95	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Nov., 1999"	"1999/11"	"85+ years"	"85+"	92	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Dec., 1999"	"1999/12"	"45-54 years"	"45-54"	18	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Dec., 1999"	"1999/12"	"55-64 years"	"55-64"	26	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Dec., 1999"	"1999/12"	"65-74 years"	"65-74"	80	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Dec., 1999"	"1999/12"	"75-84 years"	"75-84"	128	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Dec., 1999"	"1999/12"	"85+ years"	"85+"	159	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jan., 2000"	"2000/01"	"45-54 years"	"45-54"	14	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jan., 2000"	"2000/01"	"55-64 years"	"55-64"	27	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jan., 2000"	"2000/01"	"65-74 years"	"65-74"	86	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jan., 2000"	"2000/01"	"75-84 years"	"75-84"	193	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jan., 2000"	"2000/01"	"85+ years"	"85+"	203	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Feb., 2000"	"2000/02"	"45-54 years"	"45-54"	12	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Feb., 2000"	"2000/02"	"55-64 years"	"55-64"	23	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Feb., 2000"	"2000/02"	"65-74 years"	"65-74"	60	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Feb., 2000"	"2000/02"	"75-84 years"	"75-84"	102	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Feb., 2000"	"2000/02"	"85+ years"	"85+"	128	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Mar., 2000"	"2000/03"	"45-54 years"	"45-54"	12	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Mar., 2000"	"2000/03"	"55-64 years"	"55-64"	14	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Mar., 2000"	"2000/03"	"65-74 years"	"65-74"	45	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Mar., 2000"	"2000/03"	"75-84 years"	"75-84"	118	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Mar., 2000"	"2000/03"	"85+ years"	"85+"	107	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Apr., 2000"	"2000/04"	"35-44 years"	"35-44"	12	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Apr., 2000"	"2000/04"	"45-54 years"	"45-54"	13	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Apr., 2000"	"2000/04"	"55-64 years"	"55-64"	17	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Apr., 2000"	"2000/04"	"65-74 years"	"65-74"	48	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Apr., 2000"	"2000/04"	"75-84 years"	"75-84"	99	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Apr., 2000"	"2000/04"	"85+ years"	"85+"	91	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"May, 2000"	"2000/05"	"55-64 years"	"55-64"	19	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"May, 2000"	"2000/05"	"65-74 years"	"65-74"	54	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"May, 2000"	"2000/05"	"75-84 years"	"75-84"	101	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"May, 2000"	"2000/05"	"85+ years"	"85+"	84	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jun., 2000"	"2000/06"	"55-64 years"	"55-64"	25	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jun., 2000"	"2000/06"	"65-74 years"	"65-74"	53	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jun., 2000"	"2000/06"	"75-84 years"	"75-84"	62	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jun., 2000"	"2000/06"	"85+ years"	"85+"	76	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jul., 2000"	"2000/07"	"45-54 years"	"45-54"	12	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jul., 2000"	"2000/07"	"55-64 years"	"55-64"	12	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jul., 2000"	"2000/07"	"65-74 years"	"65-74"	46	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jul., 2000"	"2000/07"	"75-84 years"	"75-84"	92	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jul., 2000"	"2000/07"	"85+ years"	"85+"	90	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Aug., 2000"	"2000/08"	"55-64 years"	"55-64"	18	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Aug., 2000"	"2000/08"	"65-74 years"	"65-74"	56	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Aug., 2000"	"2000/08"	"75-84 years"	"75-84"	78	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Aug., 2000"	"2000/08"	"85+ years"	"85+"	91	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Sep., 2000"	"2000/09"	"45-54 years"	"45-54"	11	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Sep., 2000"	"2000/09"	"55-64 years"	"55-64"	16	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Sep., 2000"	"2000/09"	"65-74 years"	"65-74"	36	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Sep., 2000"	"2000/09"	"75-84 years"	"75-84"	98	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Sep., 2000"	"2000/09"	"85+ years"	"85+"	81	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Oct., 2000"	"2000/10"	"45-54 years"	"45-54"	10	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Oct., 2000"	"2000/10"	"55-64 years"	"55-64"	16	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Oct., 2000"	"2000/10"	"65-74 years"	"65-74"	59	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Oct., 2000"	"2000/10"	"75-84 years"	"75-84"	94	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Oct., 2000"	"2000/10"	"85+ years"	"85+"	102	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Nov., 2000"	"2000/11"	"35-44 years"	"35-44"	16	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Nov., 2000"	"2000/11"	"55-64 years"	"55-64"	19	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Nov., 2000"	"2000/11"	"65-74 years"	"65-74"	59	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Nov., 2000"	"2000/11"	"75-84 years"	"75-84"	107	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Nov., 2000"	"2000/11"	"85+ years"	"85+"	103	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Dec., 2000"	"2000/12"	"45-54 years"	"45-54"	16	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Dec., 2000"	"2000/12"	"55-64 years"	"55-64"	20	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Dec., 2000"	"2000/12"	"65-74 years"	"65-74"	54	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Dec., 2000"	"2000/12"	"75-84 years"	"75-84"	122	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Dec., 2000"	"2000/12"	"85+ years"	"85+"	128	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jan., 2001"	"2001/01"	"45-54 years"	"45-54"	11	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jan., 2001"	"2001/01"	"55-64 years"	"55-64"	19	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jan., 2001"	"2001/01"	"65-74 years"	"65-74"	68	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jan., 2001"	"2001/01"	"75-84 years"	"75-84"	113	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jan., 2001"	"2001/01"	"85+ years"	"85+"	100	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Feb., 2001"	"2001/02"	"35-44 years"	"35-44"	14	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Feb., 2001"	"2001/02"	"45-54 years"	"45-54"	10	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Feb., 2001"	"2001/02"	"55-64 years"	"55-64"	24	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Feb., 2001"	"2001/02"	"65-74 years"	"65-74"	39	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Feb., 2001"	"2001/02"	"75-84 years"	"75-84"	107	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Feb., 2001"	"2001/02"	"85+ years"	"85+"	107	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Mar., 2001"	"2001/03"	"35-44 years"	"35-44"	13	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Mar., 2001"	"2001/03"	"45-54 years"	"45-54"	15	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Mar., 2001"	"2001/03"	"55-64 years"	"55-64"	27	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Mar., 2001"	"2001/03"	"65-74 years"	"65-74"	68	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Mar., 2001"	"2001/03"	"75-84 years"	"75-84"	108	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Mar., 2001"	"2001/03"	"85+ years"	"85+"	149	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Apr., 2001"	"2001/04"	"45-54 years"	"45-54"	13	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Apr., 2001"	"2001/04"	"55-64 years"	"55-64"	16	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Apr., 2001"	"2001/04"	"65-74 years"	"65-74"	57	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Apr., 2001"	"2001/04"	"75-84 years"	"75-84"	99	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Apr., 2001"	"2001/04"	"85+ years"	"85+"	113	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"May, 2001"	"2001/05"	"45-54 years"	"45-54"	11	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"May, 2001"	"2001/05"	"55-64 years"	"55-64"	22	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"May, 2001"	"2001/05"	"65-74 years"	"65-74"	59	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"May, 2001"	"2001/05"	"75-84 years"	"75-84"	95	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"May, 2001"	"2001/05"	"85+ years"	"85+"	122	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jun., 2001"	"2001/06"	"55-64 years"	"55-64"	22	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jun., 2001"	"2001/06"	"65-74 years"	"65-74"	47	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jun., 2001"	"2001/06"	"75-84 years"	"75-84"	111	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jun., 2001"	"2001/06"	"85+ years"	"85+"	100	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jul., 2001"	"2001/07"	"45-54 years"	"45-54"	13	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jul., 2001"	"2001/07"	"55-64 years"	"55-64"	21	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jul., 2001"	"2001/07"	"65-74 years"	"65-74"	51	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jul., 2001"	"2001/07"	"75-84 years"	"75-84"	74	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jul., 2001"	"2001/07"	"85+ years"	"85+"	108	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Aug., 2001"	"2001/08"	"55-64 years"	"55-64"	14	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Aug., 2001"	"2001/08"	"65-74 years"	"65-74"	46	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Aug., 2001"	"2001/08"	"75-84 years"	"75-84"	80	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Aug., 2001"	"2001/08"	"85+ years"	"85+"	79	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Sep., 2001"	"2001/09"	"45-54 years"	"45-54"	14	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Sep., 2001"	"2001/09"	"55-64 years"	"55-64"	30	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Sep., 2001"	"2001/09"	"65-74 years"	"65-74"	53	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Sep., 2001"	"2001/09"	"75-84 years"	"75-84"	100	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Sep., 2001"	"2001/09"	"85+ years"	"85+"	90	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Oct., 2001"	"2001/10"	"35-44 years"	"35-44"	12	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Oct., 2001"	"2001/10"	"45-54 years"	"45-54"	15	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Oct., 2001"	"2001/10"	"55-64 years"	"55-64"	20	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Oct., 2001"	"2001/10"	"65-74 years"	"65-74"	57	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Oct., 2001"	"2001/10"	"75-84 years"	"75-84"	94	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Oct., 2001"	"2001/10"	"85+ years"	"85+"	120	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Nov., 2001"	"2001/11"	"45-54 years"	"45-54"	13	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Nov., 2001"	"2001/11"	"55-64 years"	"55-64"	31	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Nov., 2001"	"2001/11"	"65-74 years"	"65-74"	63	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Nov., 2001"	"2001/11"	"75-84 years"	"75-84"	90	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Nov., 2001"	"2001/11"	"85+ years"	"85+"	97	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Dec., 2001"	"2001/12"	"45-54 years"	"45-54"	10	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Dec., 2001"	"2001/12"	"55-64 years"	"55-64"	20	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Dec., 2001"	"2001/12"	"65-74 years"	"65-74"	52	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Dec., 2001"	"2001/12"	"75-84 years"	"75-84"	94	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Dec., 2001"	"2001/12"	"85+ years"	"85+"	116	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jan., 2002"	"2002/01"	"45-54 years"	"45-54"	12	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jan., 2002"	"2002/01"	"55-64 years"	"55-64"	19	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jan., 2002"	"2002/01"	"65-74 years"	"65-74"	54	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jan., 2002"	"2002/01"	"75-84 years"	"75-84"	124	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jan., 2002"	"2002/01"	"85+ years"	"85+"	116	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Feb., 2002"	"2002/02"	"35-44 years"	"35-44"	13	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Feb., 2002"	"2002/02"	"55-64 years"	"55-64"	26	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Feb., 2002"	"2002/02"	"65-74 years"	"65-74"	66	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Feb., 2002"	"2002/02"	"75-84 years"	"75-84"	129	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Feb., 2002"	"2002/02"	"85+ years"	"85+"	153	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Mar., 2002"	"2002/03"	"55-64 years"	"55-64"	21	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Mar., 2002"	"2002/03"	"65-74 years"	"65-74"	76	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Mar., 2002"	"2002/03"	"75-84 years"	"75-84"	145	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Mar., 2002"	"2002/03"	"85+ years"	"85+"	146	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Apr., 2002"	"2002/04"	"45-54 years"	"45-54"	10	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Apr., 2002"	"2002/04"	"55-64 years"	"55-64"	22	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Apr., 2002"	"2002/04"	"65-74 years"	"65-74"	38	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Apr., 2002"	"2002/04"	"75-84 years"	"75-84"	121	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Apr., 2002"	"2002/04"	"85+ years"	"85+"	123	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"May, 2002"	"2002/05"	"45-54 years"	"45-54"	13	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"May, 2002"	"2002/05"	"55-64 years"	"55-64"	21	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"May, 2002"	"2002/05"	"65-74 years"	"65-74"	48	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"May, 2002"	"2002/05"	"75-84 years"	"75-84"	118	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"May, 2002"	"2002/05"	"85+ years"	"85+"	101	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jun., 2002"	"2002/06"	"45-54 years"	"45-54"	11	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jun., 2002"	"2002/06"	"55-64 years"	"55-64"	15	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jun., 2002"	"2002/06"	"65-74 years"	"65-74"	47	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jun., 2002"	"2002/06"	"75-84 years"	"75-84"	101	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jun., 2002"	"2002/06"	"85+ years"	"85+"	82	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"Jul., 2002"	"2002/07"	"55-64 years"	"55-64"	18	Not Applicable	Not Applicable
