"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Apache County, AZ"	"04001"	"2003"	"2003"	"15-24 years"	"15-24"	33	11564	285.4
	"Apache County, AZ"	"04001"	"2003"	"2003"	"25-34 years"	"25-34"	20	7361	271.7
	"Apache County, AZ"	"04001"	"2003"	"2003"	"35-44 years"	"35-44"	32	9021	354.7
	"Apache County, AZ"	"04001"	"2003"	"2003"	"45-54 years"	"45-54"	53	8269	640.9
	"Apache County, AZ"	"04001"	"2003"	"2003"	"55-64 years"	"55-64"	59	5830	1012.0
	"Apache County, AZ"	"04001"	"2003"	"2003"	"65-74 years"	"65-74"	75	4040	1856.4
	"Apache County, AZ"	"04001"	"2003"	"2003"	"75-84 years"	"75-84"	108	1775	6084.5
	"Apache County, AZ"	"04001"	"2003"	"2003"	"85+ years"	"85+"	91	588	15476.2
	"Apache County, AZ"	"04001"	"2004"	"2004"	"< 1 year"	"1"	12	1211	Unreliable
	"Apache County, AZ"	"04001"	"2004"	"2004"	"15-24 years"	"15-24"	26	11566	224.8
	"Apache County, AZ"	"04001"	"2004"	"2004"	"25-34 years"	"25-34"	22	7246	303.6
	"Apache County, AZ"	"04001"	"2004"	"2004"	"35-44 years"	"35-44"	40	8899	449.5
	"Apache County, AZ"	"04001"	"2004"	"2004"	"45-54 years"	"45-54"	50	8614	580.5
	"Apache County, AZ"	"04001"	"2004"	"2004"	"55-64 years"	"55-64"	61	6057	1007.1
	"Apache County, AZ"	"04001"	"2004"	"2004"	"65-74 years"	"65-74"	87	4167	2087.8
	"Apache County, AZ"	"04001"	"2004"	"2004"	"75-84 years"	"75-84"	121	1850	6540.5
	"Apache County, AZ"	"04001"	"2004"	"2004"	"85+ years"	"85+"	89	590	15084.7
	"Apache County, AZ"	"04001"	"2005"	"2005"	"< 1 year"	"1"	14	1192	Unreliable
	"Apache County, AZ"	"04001"	"2005"	"2005"	"15-24 years"	"15-24"	20	11617	172.2
	"Apache County, AZ"	"04001"	"2005"	"2005"	"25-34 years"	"25-34"	32	7193	444.9
	"Apache County, AZ"	"04001"	"2005"	"2005"	"35-44 years"	"35-44"	41	8613	476.0
	"Apache County, AZ"	"04001"	"2005"	"2005"	"45-54 years"	"45-54"	51	8796	579.8
	"Apache County, AZ"	"04001"	"2005"	"2005"	"55-64 years"	"55-64"	64	6509	983.3
	"Apache County, AZ"	"04001"	"2005"	"2005"	"65-74 years"	"65-74"	85	4355	1951.8
	"Apache County, AZ"	"04001"	"2005"	"2005"	"75-84 years"	"75-84"	104	2009	5176.7
	"Apache County, AZ"	"04001"	"2005"	"2005"	"85+ years"	"85+"	100	594	16835.0
	"Apache County, AZ"	"04001"	"2006"	"2006"	"15-24 years"	"15-24"	27	11768	229.4
	"Apache County, AZ"	"04001"	"2006"	"2006"	"25-34 years"	"25-34"	26	7235	359.4
	"Apache County, AZ"	"04001"	"2006"	"2006"	"35-44 years"	"35-44"	54	8636	625.3
	"Apache County, AZ"	"04001"	"2006"	"2006"	"45-54 years"	"45-54"	57	9126	624.6
	"Apache County, AZ"	"04001"	"2006"	"2006"	"55-64 years"	"55-64"	66	6877	959.7
	"Apache County, AZ"	"04001"	"2006"	"2006"	"65-74 years"	"65-74"	85	4427	1920.0
	"Apache County, AZ"	"04001"	"2006"	"2006"	"75-84 years"	"75-84"	100	2037	4909.2
	"Apache County, AZ"	"04001"	"2006"	"2006"	"85+ years"	"85+"	107	594	18013.5
	"Apache County, AZ"	"04001"	"2007"	"2007"	"15-24 years"	"15-24"	27	11679	231.2
	"Apache County, AZ"	"04001"	"2007"	"2007"	"25-34 years"	"25-34"	24	7195	333.6
	"Apache County, AZ"	"04001"	"2007"	"2007"	"35-44 years"	"35-44"	48	8420	570.1
	"Apache County, AZ"	"04001"	"2007"	"2007"	"45-54 years"	"45-54"	60	9332	642.9
	"Apache County, AZ"	"04001"	"2007"	"2007"	"55-64 years"	"55-64"	62	7198	861.4
	"Apache County, AZ"	"04001"	"2007"	"2007"	"65-74 years"	"65-74"	99	4561	2170.6
	"Apache County, AZ"	"04001"	"2007"	"2007"	"75-84 years"	"75-84"	99	2174	4553.8
	"Apache County, AZ"	"04001"	"2007"	"2007"	"85+ years"	"85+"	95	648	14660.5
	"Apache County, AZ"	"04001"	"2008"	"2008"	"< 1 year"	"1"	15	1098	Unreliable
	"Apache County, AZ"	"04001"	"2008"	"2008"	"15-24 years"	"15-24"	27	11670	231.4
	"Apache County, AZ"	"04001"	"2008"	"2008"	"25-34 years"	"25-34"	33	7372	447.6
	"Apache County, AZ"	"04001"	"2008"	"2008"	"35-44 years"	"35-44"	36	8232	437.3
	"Apache County, AZ"	"04001"	"2008"	"2008"	"45-54 years"	"45-54"	47	9477	495.9
	"Apache County, AZ"	"04001"	"2008"	"2008"	"55-64 years"	"55-64"	68	7338	926.7
	"Apache County, AZ"	"04001"	"2008"	"2008"	"65-74 years"	"65-74"	87	4742	1834.7
	"Apache County, AZ"	"04001"	"2008"	"2008"	"75-84 years"	"75-84"	113	2230	5067.3
	"Apache County, AZ"	"04001"	"2008"	"2008"	"85+ years"	"85+"	98	659	14871.0
	"Apache County, AZ"	"04001"	"2009"	"2009"	"< 1 year"	"1"	12	1131	Unreliable
	"Apache County, AZ"	"04001"	"2009"	"2009"	"15-24 years"	"15-24"	25	11581	215.9
	"Apache County, AZ"	"04001"	"2009"	"2009"	"25-34 years"	"25-34"	26	7570	343.5
	"Apache County, AZ"	"04001"	"2009"	"2009"	"35-44 years"	"35-44"	44	8247	533.5
	"Apache County, AZ"	"04001"	"2009"	"2009"	"45-54 years"	"45-54"	62	9630	643.8
	"Apache County, AZ"	"04001"	"2009"	"2009"	"55-64 years"	"55-64"	68	7603	894.4
	"Apache County, AZ"	"04001"	"2009"	"2009"	"65-74 years"	"65-74"	101	4973	2031.0
	"Apache County, AZ"	"04001"	"2009"	"2009"	"75-84 years"	"75-84"	98	2321	4222.3
	"Apache County, AZ"	"04001"	"2009"	"2009"	"85+ years"	"85+"	101	722	13988.9
	"Apache County, AZ"	"04001"	"2010"	"2010"	"15-24 years"	"15-24"	29	11508	252.0
	"Apache County, AZ"	"04001"	"2010"	"2010"	"25-34 years"	"25-34"	38	7833	485.1
	"Apache County, AZ"	"04001"	"2010"	"2010"	"35-44 years"	"35-44"	45	8098	555.7
	"Apache County, AZ"	"04001"	"2010"	"2010"	"45-54 years"	"45-54"	75	9608	780.6
	"Apache County, AZ"	"04001"	"2010"	"2010"	"55-64 years"	"55-64"	84	7836	1072.0
	"Apache County, AZ"	"04001"	"2010"	"2010"	"65-74 years"	"65-74"	117	5176	2260.4
	"Apache County, AZ"	"04001"	"2010"	"2010"	"75-84 years"	"75-84"	115	2324	4948.4
	"Apache County, AZ"	"04001"	"2010"	"2010"	"85+ years"	"85+"	113	768	14713.5
	"Apache County, AZ"	"04001"	"2011"	"2011"	"< 1 year"	"1"	10	1099	Unreliable
	"Apache County, AZ"	"04001"	"2011"	"2011"	"15-24 years"	"15-24"	28	11550	242.4
	"Apache County, AZ"	"04001"	"2011"	"2011"	"25-34 years"	"25-34"	29	8035	360.9
	"Apache County, AZ"	"04001"	"2011"	"2011"	"35-44 years"	"35-44"	51	7904	645.2
	"Apache County, AZ"	"04001"	"2011"	"2011"	"45-54 years"	"45-54"	63	9437	667.6
	"Apache County, AZ"	"04001"	"2011"	"2011"	"55-64 years"	"55-64"	77	8020	960.1
	"Apache County, AZ"	"04001"	"2011"	"2011"	"65-74 years"	"65-74"	104	5347	1945.0
	"Apache County, AZ"	"04001"	"2011"	"2011"	"75-84 years"	"75-84"	115	2504	4592.7
	"Apache County, AZ"	"04001"	"2011"	"2011"	"85+ years"	"85+"	120	812	14778.3
	"Apache County, AZ"	"04001"	"2012"	"2012"	"15-24 years"	"15-24"	18	11622	Unreliable
	"Apache County, AZ"	"04001"	"2012"	"2012"	"25-34 years"	"25-34"	49	8192	598.1
	"Apache County, AZ"	"04001"	"2012"	"2012"	"35-44 years"	"35-44"	50	8063	620.1
	"Apache County, AZ"	"04001"	"2012"	"2012"	"45-54 years"	"45-54"	59	9362	630.2
	"Apache County, AZ"	"04001"	"2012"	"2012"	"55-64 years"	"55-64"	76	8183	928.8
	"Apache County, AZ"	"04001"	"2012"	"2012"	"65-74 years"	"65-74"	91	5508	1652.1
	"Apache County, AZ"	"04001"	"2012"	"2012"	"75-84 years"	"75-84"	95	2616	3631.5
	"Apache County, AZ"	"04001"	"2012"	"2012"	"85+ years"	"85+"	106	850	12470.6
	"Apache County, AZ"	"04001"	"2013"	"2013"	"< 1 year"	"1"	11	1071	Unreliable
	"Apache County, AZ"	"04001"	"2013"	"2013"	"15-24 years"	"15-24"	23	11195	205.4
	"Apache County, AZ"	"04001"	"2013"	"2013"	"25-34 years"	"25-34"	41	8274	495.5
	"Apache County, AZ"	"04001"	"2013"	"2013"	"35-44 years"	"35-44"	41	7875	520.6
	"Apache County, AZ"	"04001"	"2013"	"2013"	"45-54 years"	"45-54"	62	9206	673.5
	"Apache County, AZ"	"04001"	"2013"	"2013"	"55-64 years"	"55-64"	89	8380	1062.1
	"Apache County, AZ"	"04001"	"2013"	"2013"	"65-74 years"	"65-74"	106	5615	1887.8
	"Apache County, AZ"	"04001"	"2013"	"2013"	"75-84 years"	"75-84"	141	2796	5042.9
	"Apache County, AZ"	"04001"	"2013"	"2013"	"85+ years"	"85+"	111	899	12347.1
	"Apache County, AZ"	"04001"	"2014"	"2014"	"< 1 year"	"1"	13	1004	Unreliable
	"Apache County, AZ"	"04001"	"2014"	"2014"	"15-24 years"	"15-24"	24	10975	218.7
	"Apache County, AZ"	"04001"	"2014"	"2014"	"25-34 years"	"25-34"	37	8443	438.2
	"Apache County, AZ"	"04001"	"2014"	"2014"	"35-44 years"	"35-44"	38	7793	487.6
	"Apache County, AZ"	"04001"	"2014"	"2014"	"45-54 years"	"45-54"	71	9042	785.2
	"Apache County, AZ"	"04001"	"2014"	"2014"	"55-64 years"	"55-64"	87	8476	1026.4
	"Apache County, AZ"	"04001"	"2014"	"2014"	"65-74 years"	"65-74"	110	5798	1897.2
	"Apache County, AZ"	"04001"	"2014"	"2014"	"75-84 years"	"75-84"	131	2944	4449.7
	"Apache County, AZ"	"04001"	"2014"	"2014"	"85+ years"	"85+"	117	923	12676.1
	"Apache County, AZ"	"04001"	"2015"	"2015"	"15-24 years"	"15-24"	18	10721	Unreliable
	"Apache County, AZ"	"04001"	"2015"	"2015"	"25-34 years"	"25-34"	49	8542	573.6
	"Apache County, AZ"	"04001"	"2015"	"2015"	"35-44 years"	"35-44"	54	7712	700.2
	"Apache County, AZ"	"04001"	"2015"	"2015"	"45-54 years"	"45-54"	66	8779	751.8
	"Apache County, AZ"	"04001"	"2015"	"2015"	"55-64 years"	"55-64"	101	8690	1162.3
	"Apache County, AZ"	"04001"	"2015"	"2015"	"65-74 years"	"65-74"	125	5966	2095.2
	"Apache County, AZ"	"04001"	"2015"	"2015"	"75-84 years"	"75-84"	141	3049	4624.5
	"Apache County, AZ"	"04001"	"2015"	"2015"	"85+ years"	"85+"	125	962	12993.8
	"Apache County, AZ"	"04001"	"2016"	"2016"	"< 1 year"	"1"	18	1001	Unreliable
	"Apache County, AZ"	"04001"	"2016"	"2016"	"15-24 years"	"15-24"	25	11062	226.0
	"Apache County, AZ"	"04001"	"2016"	"2016"	"25-34 years"	"25-34"	37	8890	416.2
	"Apache County, AZ"	"04001"	"2016"	"2016"	"35-44 years"	"35-44"	40	7826	511.1
	"Apache County, AZ"	"04001"	"2016"	"2016"	"45-54 years"	"45-54"	82	8831	928.5
	"Apache County, AZ"	"04001"	"2016"	"2016"	"55-64 years"	"55-64"	82	8961	915.1
	"Apache County, AZ"	"04001"	"2016"	"2016"	"65-74 years"	"65-74"	120	6245	1921.5
	"Apache County, AZ"	"04001"	"2016"	"2016"	"75-84 years"	"75-84"	147	3118	4714.6
	"Apache County, AZ"	"04001"	"2016"	"2016"	"85+ years"	"85+"	120	1031	11639.2
	"Apache County, AZ"	"04001"	"2017"	"2017"	"< 1 year"	"1"	10	1059	Unreliable
	"Apache County, AZ"	"04001"	"2017"	"2017"	"15-24 years"	"15-24"	25	10496	238.2
	"Apache County, AZ"	"04001"	"2017"	"2017"	"25-34 years"	"25-34"	48	9151	524.5
	"Apache County, AZ"	"04001"	"2017"	"2017"	"35-44 years"	"35-44"	51	7606	670.5
	"Apache County, AZ"	"04001"	"2017"	"2017"	"45-54 years"	"45-54"	65	8394	774.4
	"Apache County, AZ"	"04001"	"2017"	"2017"	"55-64 years"	"55-64"	106	9031	1173.7
	"Apache County, AZ"	"04001"	"2017"	"2017"	"65-74 years"	"65-74"	149	6333	2352.8
	"Apache County, AZ"	"04001"	"2017"	"2017"	"75-84 years"	"75-84"	150	3264	4595.6
	"Apache County, AZ"	"04001"	"2017"	"2017"	"85+ years"	"85+"	133	1050	12666.7
	"Cochise County, AZ"	"04003"	"1999"	"1999"	"< 1 year"	"1"	12	1701	Unreliable
	"Cochise County, AZ"	"04003"	"1999"	"1999"	"15-24 years"	"15-24"	10	16219	Unreliable
	"Cochise County, AZ"	"04003"	"1999"	"1999"	"25-34 years"	"25-34"	16	14192	Unreliable
	"Cochise County, AZ"	"04003"	"1999"	"1999"	"35-44 years"	"35-44"	34	16658	204.1
	"Cochise County, AZ"	"04003"	"1999"	"1999"	"45-54 years"	"45-54"	58	14969	387.5
	"Cochise County, AZ"	"04003"	"1999"	"1999"	"55-64 years"	"55-64"	127	12116	1048.2
	"Cochise County, AZ"	"04003"	"1999"	"1999"	"65-74 years"	"65-74"	234	10113	2313.9
	"Cochise County, AZ"	"04003"	"1999"	"1999"	"75-84 years"	"75-84"	322	5551	5800.8
	"Cochise County, AZ"	"04003"	"1999"	"1999"	"85+ years"	"85+"	198	1452	13636.4
	"Cochise County, AZ"	"04003"	"2000"	"2000"	"< 1 year"	"1"	11	1679	Unreliable
	"Cochise County, AZ"	"04003"	"2000"	"2000"	"15-24 years"	"15-24"	14	16418	Unreliable
	"Cochise County, AZ"	"04003"	"2000"	"2000"	"25-34 years"	"25-34"	12	13981	Unreliable
	"Cochise County, AZ"	"04003"	"2000"	"2000"	"35-44 years"	"35-44"	37	16597	222.9
	"Cochise County, AZ"	"04003"	"2000"	"2000"	"45-54 years"	"45-54"	67	15373	435.8
	"Cochise County, AZ"	"04003"	"2000"	"2000"	"55-64 years"	"55-64"	143	12482	1145.6
	"Cochise County, AZ"	"04003"	"2000"	"2000"	"65-74 years"	"65-74"	241	10187	2365.8
	"Cochise County, AZ"	"04003"	"2000"	"2000"	"75-84 years"	"75-84"	307	5670	5414.5
	"Cochise County, AZ"	"04003"	"2000"	"2000"	"85+ years"	"85+"	233	1508	15450.9
	"Cochise County, AZ"	"04003"	"2001"	"2001"	"< 1 year"	"1"	12	1669	Unreliable
	"Cochise County, AZ"	"04003"	"2001"	"2001"	"15-24 years"	"15-24"	12	16733	Unreliable
	"Cochise County, AZ"	"04003"	"2001"	"2001"	"25-34 years"	"25-34"	16	13942	Unreliable
	"Cochise County, AZ"	"04003"	"2001"	"2001"	"35-44 years"	"35-44"	39	16294	239.4
	"Cochise County, AZ"	"04003"	"2001"	"2001"	"45-54 years"	"45-54"	65	16041	405.2
	"Cochise County, AZ"	"04003"	"2001"	"2001"	"55-64 years"	"55-64"	127	12835	989.5
	"Cochise County, AZ"	"04003"	"2001"	"2001"	"65-74 years"	"65-74"	267	10439	2557.7
	"Cochise County, AZ"	"04003"	"2001"	"2001"	"75-84 years"	"75-84"	309	5910	5228.4
	"Cochise County, AZ"	"04003"	"2001"	"2001"	"85+ years"	"85+"	236	1538	15344.6
	"Cochise County, AZ"	"04003"	"2002"	"2002"	"< 1 year"	"1"	13	1702	Unreliable
	"Cochise County, AZ"	"04003"	"2002"	"2002"	"15-24 years"	"15-24"	12	17059	Unreliable
	"Cochise County, AZ"	"04003"	"2002"	"2002"	"25-34 years"	"25-34"	20	13927	143.6
	"Cochise County, AZ"	"04003"	"2002"	"2002"	"35-44 years"	"35-44"	34	15920	213.6
	"Cochise County, AZ"	"04003"	"2002"	"2002"	"45-54 years"	"45-54"	69	16396	420.8
	"Cochise County, AZ"	"04003"	"2002"	"2002"	"55-64 years"	"55-64"	134	13467	995.0
	"Cochise County, AZ"	"04003"	"2002"	"2002"	"65-74 years"	"65-74"	249	10690	2329.3
	"Cochise County, AZ"	"04003"	"2002"	"2002"	"75-84 years"	"75-84"	320	5991	5341.3
	"Cochise County, AZ"	"04003"	"2002"	"2002"	"85+ years"	"85+"	231	1575	14666.7
	"Cochise County, AZ"	"04003"	"2003"	"2003"	"< 1 year"	"1"	19	1727	Unreliable
	"Cochise County, AZ"	"04003"	"2003"	"2003"	"15-24 years"	"15-24"	18	16956	Unreliable
	"Cochise County, AZ"	"04003"	"2003"	"2003"	"25-34 years"	"25-34"	19	13695	Unreliable
	"Cochise County, AZ"	"04003"	"2003"	"2003"	"35-44 years"	"35-44"	32	15718	203.6
	"Cochise County, AZ"	"04003"	"2003"	"2003"	"45-54 years"	"45-54"	72	16621	433.2
	"Cochise County, AZ"	"04003"	"2003"	"2003"	"55-64 years"	"55-64"	118	14216	830.1
	"Cochise County, AZ"	"04003"	"2003"	"2003"	"65-74 years"	"65-74"	241	11010	2188.9
	"Cochise County, AZ"	"04003"	"2003"	"2003"	"75-84 years"	"75-84"	333	6064	5491.4
	"Cochise County, AZ"	"04003"	"2003"	"2003"	"85+ years"	"85+"	272	1683	16161.6
	"Cochise County, AZ"	"04003"	"2004"	"2004"	"< 1 year"	"1"	13	1771	Unreliable
	"Cochise County, AZ"	"04003"	"2004"	"2004"	"15-24 years"	"15-24"	12	17705	Unreliable
	"Cochise County, AZ"	"04003"	"2004"	"2004"	"25-34 years"	"25-34"	10	14292	Unreliable
	"Cochise County, AZ"	"04003"	"2004"	"2004"	"35-44 years"	"35-44"	35	15561	224.9
	"Cochise County, AZ"	"04003"	"2004"	"2004"	"45-54 years"	"45-54"	76	16955	448.2
	"Cochise County, AZ"	"04003"	"2004"	"2004"	"55-64 years"	"55-64"	140	14732	950.3
	"Cochise County, AZ"	"04003"	"2004"	"2004"	"65-74 years"	"65-74"	234	11299	2071.0
	"Cochise County, AZ"	"04003"	"2004"	"2004"	"75-84 years"	"75-84"	335	6241	5367.7
	"Cochise County, AZ"	"04003"	"2004"	"2004"	"85+ years"	"85+"	236	1711	13793.1
	"Cochise County, AZ"	"04003"	"2004"	"2004"	"Not Stated"	"NS"	10	Not Applicable	Not Applicable
	"Cochise County, AZ"	"04003"	"2005"	"2005"	"< 1 year"	"1"	19	1824	Unreliable
	"Cochise County, AZ"	"04003"	"2005"	"2005"	"15-24 years"	"15-24"	15	17904	Unreliable
	"Cochise County, AZ"	"04003"	"2005"	"2005"	"25-34 years"	"25-34"	19	14877	Unreliable
	"Cochise County, AZ"	"04003"	"2005"	"2005"	"35-44 years"	"35-44"	36	15475	232.6
	"Cochise County, AZ"	"04003"	"2005"	"2005"	"45-54 years"	"45-54"	91	17341	524.8
	"Cochise County, AZ"	"04003"	"2005"	"2005"	"55-64 years"	"55-64"	145	15529	933.7
	"Cochise County, AZ"	"04003"	"2005"	"2005"	"65-74 years"	"65-74"	256	11607	2205.6
	"Cochise County, AZ"	"04003"	"2005"	"2005"	"75-84 years"	"75-84"	290	6453	4494.0
	"Cochise County, AZ"	"04003"	"2005"	"2005"	"85+ years"	"85+"	250	1849	13520.8
	"Cochise County, AZ"	"04003"	"2006"	"2006"	"< 1 year"	"1"	17	1755	Unreliable
	"Cochise County, AZ"	"04003"	"2006"	"2006"	"15-24 years"	"15-24"	19	17856	Unreliable
	"Cochise County, AZ"	"04003"	"2006"	"2006"	"25-34 years"	"25-34"	25	15079	165.8
	"Cochise County, AZ"	"04003"	"2006"	"2006"	"35-44 years"	"35-44"	31	15373	201.7
	"Cochise County, AZ"	"04003"	"2006"	"2006"	"45-54 years"	"45-54"	75	17627	425.5
	"Cochise County, AZ"	"04003"	"2006"	"2006"	"55-64 years"	"55-64"	132	16268	811.4
	"Cochise County, AZ"	"04003"	"2006"	"2006"	"65-74 years"	"65-74"	238	11945	1992.5
	"Cochise County, AZ"	"04003"	"2006"	"2006"	"75-84 years"	"75-84"	329	6642	4953.3
	"Cochise County, AZ"	"04003"	"2006"	"2006"	"85+ years"	"85+"	280	1932	14492.8
	"Cochise County, AZ"	"04003"	"2007"	"2007"	"< 1 year"	"1"	16	1775	Unreliable
	"Cochise County, AZ"	"04003"	"2007"	"2007"	"15-24 years"	"15-24"	20	17996	111.1
	"Cochise County, AZ"	"04003"	"2007"	"2007"	"25-34 years"	"25-34"	16	15220	Unreliable
	"Cochise County, AZ"	"04003"	"2007"	"2007"	"35-44 years"	"35-44"	25	15139	165.1
	"Cochise County, AZ"	"04003"	"2007"	"2007"	"45-54 years"	"45-54"	89	17764	501.0
	"Cochise County, AZ"	"04003"	"2007"	"2007"	"55-64 years"	"55-64"	135	16735	806.7
	"Cochise County, AZ"	"04003"	"2007"	"2007"	"65-74 years"	"65-74"	225	12318	1826.6
	"Cochise County, AZ"	"04003"	"2007"	"2007"	"75-84 years"	"75-84"	271	6787	3992.9
	"Cochise County, AZ"	"04003"	"2007"	"2007"	"85+ years"	"85+"	300	2009	14932.8
	"Cochise County, AZ"	"04003"	"2008"	"2008"	"< 1 year"	"1"	11	1789	Unreliable
	"Cochise County, AZ"	"04003"	"2008"	"2008"	"15-24 years"	"15-24"	25	17831	140.2
	"Cochise County, AZ"	"04003"	"2008"	"2008"	"25-34 years"	"25-34"	17	15540	Unreliable
	"Cochise County, AZ"	"04003"	"2008"	"2008"	"35-44 years"	"35-44"	33	14977	220.3
	"Cochise County, AZ"	"04003"	"2008"	"2008"	"45-54 years"	"45-54"	70	17758	394.2
	"Cochise County, AZ"	"04003"	"2008"	"2008"	"55-64 years"	"55-64"	152	16919	898.4
	"Cochise County, AZ"	"04003"	"2008"	"2008"	"65-74 years"	"65-74"	197	12728	1547.8
	"Cochise County, AZ"	"04003"	"2008"	"2008"	"75-84 years"	"75-84"	367	6981	5257.1
	"Cochise County, AZ"	"04003"	"2008"	"2008"	"85+ years"	"85+"	309	2050	15073.2
	"Cochise County, AZ"	"04003"	"2009"	"2009"	"< 1 year"	"1"	10	1669	Unreliable
	"Cochise County, AZ"	"04003"	"2009"	"2009"	"15-24 years"	"15-24"	14	17629	Unreliable
	"Cochise County, AZ"	"04003"	"2009"	"2009"	"25-34 years"	"25-34"	26	16114	161.4
	"Cochise County, AZ"	"04003"	"2009"	"2009"	"35-44 years"	"35-44"	33	14726	224.1
	"Cochise County, AZ"	"04003"	"2009"	"2009"	"45-54 years"	"45-54"	95	17604	539.7
	"Cochise County, AZ"	"04003"	"2009"	"2009"	"55-64 years"	"55-64"	147	17214	854.0
	"Cochise County, AZ"	"04003"	"2009"	"2009"	"65-74 years"	"65-74"	197	13188	1493.8
	"Cochise County, AZ"	"04003"	"2009"	"2009"	"75-84 years"	"75-84"	313	6909	4530.3
	"Cochise County, AZ"	"04003"	"2009"	"2009"	"85+ years"	"85+"	283	2203	12846.1
	"Cochise County, AZ"	"04003"	"2010"	"2010"	"< 1 year"	"1"	15	1689	Unreliable
	"Cochise County, AZ"	"04003"	"2010"	"2010"	"25-34 years"	"25-34"	15	16479	Unreliable
	"Cochise County, AZ"	"04003"	"2010"	"2010"	"35-44 years"	"35-44"	39	14688	265.5
	"Cochise County, AZ"	"04003"	"2010"	"2010"	"45-54 years"	"45-54"	88	17582	500.5
	"Cochise County, AZ"	"04003"	"2010"	"2010"	"55-64 years"	"55-64"	169	17546	963.2
	"Cochise County, AZ"	"04003"	"2010"	"2010"	"65-74 years"	"65-74"	237	13290	1783.3
	"Cochise County, AZ"	"04003"	"2010"	"2010"	"75-84 years"	"75-84"	320	7072	4524.9
