"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Arkansas County, AR"	"05001"	"1999"	"1999"	"35-44 years"	"35-44"	15	3052	Unreliable
	"Arkansas County, AR"	"05001"	"1999"	"1999"	"45-54 years"	"45-54"	11	2917	Unreliable
	"Arkansas County, AR"	"05001"	"1999"	"1999"	"55-64 years"	"55-64"	23	2081	1105.2
	"Arkansas County, AR"	"05001"	"1999"	"1999"	"65-74 years"	"65-74"	58	1725	3362.3
	"Arkansas County, AR"	"05001"	"1999"	"1999"	"75-84 years"	"75-84"	91	1197	7602.3
	"Arkansas County, AR"	"05001"	"1999"	"1999"	"85+ years"	"85+"	79	462	17099.6
	"Arkansas County, AR"	"05001"	"2000"	"2000"	"45-54 years"	"45-54"	16	2967	Unreliable
	"Arkansas County, AR"	"05001"	"2000"	"2000"	"55-64 years"	"55-64"	19	2090	Unreliable
	"Arkansas County, AR"	"05001"	"2000"	"2000"	"65-74 years"	"65-74"	50	1710	2924.0
	"Arkansas County, AR"	"05001"	"2000"	"2000"	"75-84 years"	"75-84"	79	1197	6599.8
	"Arkansas County, AR"	"05001"	"2000"	"2000"	"85+ years"	"85+"	72	453	15894.0
	"Arkansas County, AR"	"05001"	"2001"	"2001"	"35-44 years"	"35-44"	13	2900	Unreliable
	"Arkansas County, AR"	"05001"	"2001"	"2001"	"45-54 years"	"45-54"	22	3038	724.2
	"Arkansas County, AR"	"05001"	"2001"	"2001"	"55-64 years"	"55-64"	31	2093	1481.1
	"Arkansas County, AR"	"05001"	"2001"	"2001"	"65-74 years"	"65-74"	66	1682	3923.9
	"Arkansas County, AR"	"05001"	"2001"	"2001"	"75-84 years"	"75-84"	68	1206	5638.5
	"Arkansas County, AR"	"05001"	"2001"	"2001"	"85+ years"	"85+"	88	482	18257.3
	"Arkansas County, AR"	"05001"	"2002"	"2002"	"35-44 years"	"35-44"	11	2818	Unreliable
	"Arkansas County, AR"	"05001"	"2002"	"2002"	"45-54 years"	"45-54"	20	2995	667.8
	"Arkansas County, AR"	"05001"	"2002"	"2002"	"55-64 years"	"55-64"	25	2195	1139.0
	"Arkansas County, AR"	"05001"	"2002"	"2002"	"65-74 years"	"65-74"	49	1625	3015.4
	"Arkansas County, AR"	"05001"	"2002"	"2002"	"75-84 years"	"75-84"	71	1202	5906.8
	"Arkansas County, AR"	"05001"	"2002"	"2002"	"85+ years"	"85+"	85	478	17782.4
	"Arkansas County, AR"	"05001"	"2003"	"2003"	"35-44 years"	"35-44"	16	2678	Unreliable
	"Arkansas County, AR"	"05001"	"2003"	"2003"	"45-54 years"	"45-54"	23	3002	766.2
	"Arkansas County, AR"	"05001"	"2003"	"2003"	"55-64 years"	"55-64"	35	2275	1538.5
	"Arkansas County, AR"	"05001"	"2003"	"2003"	"65-74 years"	"65-74"	47	1605	2928.3
	"Arkansas County, AR"	"05001"	"2003"	"2003"	"75-84 years"	"75-84"	87	1179	7379.1
	"Arkansas County, AR"	"05001"	"2003"	"2003"	"85+ years"	"85+"	88	455	19340.7
	"Arkansas County, AR"	"05001"	"2004"	"2004"	"45-54 years"	"45-54"	20	2988	669.3
	"Arkansas County, AR"	"05001"	"2004"	"2004"	"55-64 years"	"55-64"	27	2354	1147.0
	"Arkansas County, AR"	"05001"	"2004"	"2004"	"65-74 years"	"65-74"	43	1605	2679.1
	"Arkansas County, AR"	"05001"	"2004"	"2004"	"75-84 years"	"75-84"	72	1148	6271.8
	"Arkansas County, AR"	"05001"	"2004"	"2004"	"85+ years"	"85+"	63	445	14157.3
	"Arkansas County, AR"	"05001"	"2005"	"2005"	"35-44 years"	"35-44"	11	2556	Unreliable
	"Arkansas County, AR"	"05001"	"2005"	"2005"	"45-54 years"	"45-54"	24	3011	797.1
	"Arkansas County, AR"	"05001"	"2005"	"2005"	"55-64 years"	"55-64"	31	2399	1292.2
	"Arkansas County, AR"	"05001"	"2005"	"2005"	"65-74 years"	"65-74"	43	1621	2652.7
	"Arkansas County, AR"	"05001"	"2005"	"2005"	"75-84 years"	"75-84"	58	1107	5239.4
	"Arkansas County, AR"	"05001"	"2005"	"2005"	"85+ years"	"85+"	84	438	19178.1
	"Arkansas County, AR"	"05001"	"2006"	"2006"	"45-54 years"	"45-54"	23	2967	775.2
	"Arkansas County, AR"	"05001"	"2006"	"2006"	"55-64 years"	"55-64"	38	2460	1544.7
	"Arkansas County, AR"	"05001"	"2006"	"2006"	"65-74 years"	"65-74"	35	1616	2165.8
	"Arkansas County, AR"	"05001"	"2006"	"2006"	"75-84 years"	"75-84"	60	1132	5300.4
	"Arkansas County, AR"	"05001"	"2006"	"2006"	"85+ years"	"85+"	63	431	14617.2
	"Arkansas County, AR"	"05001"	"2007"	"2007"	"35-44 years"	"35-44"	12	2410	Unreliable
	"Arkansas County, AR"	"05001"	"2007"	"2007"	"45-54 years"	"45-54"	19	2947	Unreliable
	"Arkansas County, AR"	"05001"	"2007"	"2007"	"55-64 years"	"55-64"	30	2511	1194.7
	"Arkansas County, AR"	"05001"	"2007"	"2007"	"65-74 years"	"65-74"	42	1602	2621.7
	"Arkansas County, AR"	"05001"	"2007"	"2007"	"75-84 years"	"75-84"	65	1128	5762.4
	"Arkansas County, AR"	"05001"	"2007"	"2007"	"85+ years"	"85+"	73	425	17176.5
	"Arkansas County, AR"	"05001"	"2008"	"2008"	"45-54 years"	"45-54"	30	2872	1044.6
	"Arkansas County, AR"	"05001"	"2008"	"2008"	"55-64 years"	"55-64"	35	2580	1356.6
	"Arkansas County, AR"	"05001"	"2008"	"2008"	"65-74 years"	"65-74"	44	1638	2686.2
	"Arkansas County, AR"	"05001"	"2008"	"2008"	"75-84 years"	"75-84"	75	1076	6970.3
	"Arkansas County, AR"	"05001"	"2008"	"2008"	"85+ years"	"85+"	79	447	17673.4
	"Arkansas County, AR"	"05001"	"2009"	"2009"	"45-54 years"	"45-54"	28	2804	998.6
	"Arkansas County, AR"	"05001"	"2009"	"2009"	"55-64 years"	"55-64"	32	2649	1208.0
	"Arkansas County, AR"	"05001"	"2009"	"2009"	"65-74 years"	"65-74"	40	1640	2439.0
	"Arkansas County, AR"	"05001"	"2009"	"2009"	"75-84 years"	"75-84"	56	1059	5288.0
	"Arkansas County, AR"	"05001"	"2009"	"2009"	"85+ years"	"85+"	56	439	12756.3
	"Arkansas County, AR"	"05001"	"2010"	"2010"	"35-44 years"	"35-44"	10	2271	Unreliable
	"Arkansas County, AR"	"05001"	"2010"	"2010"	"45-54 years"	"45-54"	15	2758	Unreliable
	"Arkansas County, AR"	"05001"	"2010"	"2010"	"55-64 years"	"55-64"	32	2675	1196.3
	"Arkansas County, AR"	"05001"	"2010"	"2010"	"65-74 years"	"65-74"	48	1642	2923.3
	"Arkansas County, AR"	"05001"	"2010"	"2010"	"75-84 years"	"75-84"	67	1049	6387.0
	"Arkansas County, AR"	"05001"	"2010"	"2010"	"85+ years"	"85+"	81	424	19103.8
	"Arkansas County, AR"	"05001"	"2011"	"2011"	"35-44 years"	"35-44"	10	2248	Unreliable
	"Arkansas County, AR"	"05001"	"2011"	"2011"	"45-54 years"	"45-54"	17	2663	Unreliable
	"Arkansas County, AR"	"05001"	"2011"	"2011"	"55-64 years"	"55-64"	34	2739	1241.3
	"Arkansas County, AR"	"05001"	"2011"	"2011"	"65-74 years"	"65-74"	40	1624	2463.1
	"Arkansas County, AR"	"05001"	"2011"	"2011"	"75-84 years"	"75-84"	74	1064	6954.9
	"Arkansas County, AR"	"05001"	"2011"	"2011"	"85+ years"	"85+"	64	427	14988.3
	"Arkansas County, AR"	"05001"	"2012"	"2012"	"45-54 years"	"45-54"	13	2623	Unreliable
	"Arkansas County, AR"	"05001"	"2012"	"2012"	"55-64 years"	"55-64"	34	2729	1245.9
	"Arkansas County, AR"	"05001"	"2012"	"2012"	"65-74 years"	"65-74"	53	1685	3145.4
	"Arkansas County, AR"	"05001"	"2012"	"2012"	"75-84 years"	"75-84"	60	1046	5736.1
	"Arkansas County, AR"	"05001"	"2012"	"2012"	"85+ years"	"85+"	73	415	17590.4
	"Arkansas County, AR"	"05001"	"2013"	"2013"	"45-54 years"	"45-54"	13	2529	Unreliable
	"Arkansas County, AR"	"05001"	"2013"	"2013"	"55-64 years"	"55-64"	32	2717	1177.8
	"Arkansas County, AR"	"05001"	"2013"	"2013"	"65-74 years"	"65-74"	31	1740	1781.6
	"Arkansas County, AR"	"05001"	"2013"	"2013"	"75-84 years"	"75-84"	60	1028	5836.6
	"Arkansas County, AR"	"05001"	"2013"	"2013"	"85+ years"	"85+"	69	421	16389.5
	"Arkansas County, AR"	"05001"	"2014"	"2014"	"45-54 years"	"45-54"	14	2425	Unreliable
	"Arkansas County, AR"	"05001"	"2014"	"2014"	"55-64 years"	"55-64"	43	2724	1578.6
	"Arkansas County, AR"	"05001"	"2014"	"2014"	"65-74 years"	"65-74"	47	1780	2640.4
	"Arkansas County, AR"	"05001"	"2014"	"2014"	"75-84 years"	"75-84"	49	1035	4734.3
	"Arkansas County, AR"	"05001"	"2014"	"2014"	"85+ years"	"85+"	58	435	13333.3
	"Arkansas County, AR"	"05001"	"2015"	"2015"	"45-54 years"	"45-54"	10	2339	Unreliable
	"Arkansas County, AR"	"05001"	"2015"	"2015"	"55-64 years"	"55-64"	37	2752	1344.5
	"Arkansas County, AR"	"05001"	"2015"	"2015"	"65-74 years"	"65-74"	48	1812	2649.0
	"Arkansas County, AR"	"05001"	"2015"	"2015"	"75-84 years"	"75-84"	55	1036	5308.9
	"Arkansas County, AR"	"05001"	"2015"	"2015"	"85+ years"	"85+"	67	432	15509.3
	"Arkansas County, AR"	"05001"	"2016"	"2016"	"35-44 years"	"35-44"	12	2177	Unreliable
	"Arkansas County, AR"	"05001"	"2016"	"2016"	"45-54 years"	"45-54"	16	2309	Unreliable
	"Arkansas County, AR"	"05001"	"2016"	"2016"	"55-64 years"	"55-64"	43	2720	1580.9
	"Arkansas County, AR"	"05001"	"2016"	"2016"	"65-74 years"	"65-74"	53	1879	2820.6
	"Arkansas County, AR"	"05001"	"2016"	"2016"	"75-84 years"	"75-84"	54	1031	5237.6
	"Arkansas County, AR"	"05001"	"2016"	"2016"	"85+ years"	"85+"	62	454	13656.4
	"Arkansas County, AR"	"05001"	"2017"	"2017"	"35-44 years"	"35-44"	10	2120	Unreliable
	"Arkansas County, AR"	"05001"	"2017"	"2017"	"45-54 years"	"45-54"	18	2256	Unreliable
	"Arkansas County, AR"	"05001"	"2017"	"2017"	"55-64 years"	"55-64"	37	2652	1395.2
	"Arkansas County, AR"	"05001"	"2017"	"2017"	"65-74 years"	"65-74"	37	1945	1902.3
	"Arkansas County, AR"	"05001"	"2017"	"2017"	"75-84 years"	"75-84"	65	1024	6347.7
	"Arkansas County, AR"	"05001"	"2017"	"2017"	"85+ years"	"85+"	70	452	15486.7
	"Ashley County, AR"	"05003"	"1999"	"1999"	"35-44 years"	"35-44"	12	3441	Unreliable
	"Ashley County, AR"	"05003"	"1999"	"1999"	"45-54 years"	"45-54"	25	3202	780.8
	"Ashley County, AR"	"05003"	"1999"	"1999"	"55-64 years"	"55-64"	36	2459	1464.0
	"Ashley County, AR"	"05003"	"1999"	"1999"	"65-74 years"	"65-74"	66	1765	3739.4
	"Ashley County, AR"	"05003"	"1999"	"1999"	"75-84 years"	"75-84"	87	1175	7404.3
	"Ashley County, AR"	"05003"	"1999"	"1999"	"85+ years"	"85+"	69	419	16467.8
	"Ashley County, AR"	"05003"	"2000"	"2000"	"35-44 years"	"35-44"	10	3414	Unreliable
	"Ashley County, AR"	"05003"	"2000"	"2000"	"45-54 years"	"45-54"	25	3264	765.9
	"Ashley County, AR"	"05003"	"2000"	"2000"	"55-64 years"	"55-64"	32	2514	1272.9
	"Ashley County, AR"	"05003"	"2000"	"2000"	"65-74 years"	"65-74"	49	1758	2787.3
	"Ashley County, AR"	"05003"	"2000"	"2000"	"75-84 years"	"75-84"	94	1162	8089.5
	"Ashley County, AR"	"05003"	"2000"	"2000"	"85+ years"	"85+"	77	422	18246.4
	"Ashley County, AR"	"05003"	"2001"	"2001"	"35-44 years"	"35-44"	15	3320	Unreliable
	"Ashley County, AR"	"05003"	"2001"	"2001"	"45-54 years"	"45-54"	27	3300	818.2
	"Ashley County, AR"	"05003"	"2001"	"2001"	"55-64 years"	"55-64"	29	2544	1139.9
	"Ashley County, AR"	"05003"	"2001"	"2001"	"65-74 years"	"65-74"	54	1775	3042.3
	"Ashley County, AR"	"05003"	"2001"	"2001"	"75-84 years"	"75-84"	79	1165	6781.1
	"Ashley County, AR"	"05003"	"2001"	"2001"	"85+ years"	"85+"	68	399	17042.6
	"Ashley County, AR"	"05003"	"2002"	"2002"	"45-54 years"	"45-54"	14	3219	Unreliable
	"Ashley County, AR"	"05003"	"2002"	"2002"	"55-64 years"	"55-64"	37	2629	1407.4
	"Ashley County, AR"	"05003"	"2002"	"2002"	"65-74 years"	"65-74"	57	1783	3196.9
	"Ashley County, AR"	"05003"	"2002"	"2002"	"75-84 years"	"75-84"	72	1165	6180.3
	"Ashley County, AR"	"05003"	"2002"	"2002"	"85+ years"	"85+"	62	399	15538.8
	"Ashley County, AR"	"05003"	"2003"	"2003"	"35-44 years"	"35-44"	10	3220	Unreliable
	"Ashley County, AR"	"05003"	"2003"	"2003"	"45-54 years"	"45-54"	15	3217	Unreliable
	"Ashley County, AR"	"05003"	"2003"	"2003"	"55-64 years"	"55-64"	34	2679	1269.1
	"Ashley County, AR"	"05003"	"2003"	"2003"	"65-74 years"	"65-74"	47	1848	2543.3
	"Ashley County, AR"	"05003"	"2003"	"2003"	"75-84 years"	"75-84"	60	1158	5181.3
	"Ashley County, AR"	"05003"	"2003"	"2003"	"85+ years"	"85+"	59	380	15526.3
	"Ashley County, AR"	"05003"	"2004"	"2004"	"45-54 years"	"45-54"	12	3198	Unreliable
	"Ashley County, AR"	"05003"	"2004"	"2004"	"55-64 years"	"55-64"	42	2748	1528.4
	"Ashley County, AR"	"05003"	"2004"	"2004"	"65-74 years"	"65-74"	49	1852	2645.8
	"Ashley County, AR"	"05003"	"2004"	"2004"	"75-84 years"	"75-84"	61	1158	5267.7
	"Ashley County, AR"	"05003"	"2004"	"2004"	"85+ years"	"85+"	67	364	18406.6
	"Ashley County, AR"	"05003"	"2005"	"2005"	"45-54 years"	"45-54"	18	3164	Unreliable
	"Ashley County, AR"	"05003"	"2005"	"2005"	"55-64 years"	"55-64"	33	2797	1179.8
	"Ashley County, AR"	"05003"	"2005"	"2005"	"65-74 years"	"65-74"	49	1853	2644.4
	"Ashley County, AR"	"05003"	"2005"	"2005"	"75-84 years"	"75-84"	75	1114	6732.5
	"Ashley County, AR"	"05003"	"2005"	"2005"	"85+ years"	"85+"	45	371	12129.4
	"Ashley County, AR"	"05003"	"2006"	"2006"	"35-44 years"	"35-44"	12	3104	Unreliable
	"Ashley County, AR"	"05003"	"2006"	"2006"	"45-54 years"	"45-54"	28	3191	877.5
	"Ashley County, AR"	"05003"	"2006"	"2006"	"55-64 years"	"55-64"	35	2821	1240.7
	"Ashley County, AR"	"05003"	"2006"	"2006"	"65-74 years"	"65-74"	55	1855	2965.0
	"Ashley County, AR"	"05003"	"2006"	"2006"	"75-84 years"	"75-84"	63	1142	5516.6
	"Ashley County, AR"	"05003"	"2006"	"2006"	"85+ years"	"85+"	54	371	14555.3
	"Ashley County, AR"	"05003"	"2007"	"2007"	"45-54 years"	"45-54"	20	3107	643.7
	"Ashley County, AR"	"05003"	"2007"	"2007"	"55-64 years"	"55-64"	41	2823	1452.4
	"Ashley County, AR"	"05003"	"2007"	"2007"	"65-74 years"	"65-74"	55	1933	2845.3
	"Ashley County, AR"	"05003"	"2007"	"2007"	"75-84 years"	"75-84"	76	1113	6828.4
	"Ashley County, AR"	"05003"	"2007"	"2007"	"85+ years"	"85+"	63	377	16710.9
	"Ashley County, AR"	"05003"	"2008"	"2008"	"45-54 years"	"45-54"	30	3146	953.6
	"Ashley County, AR"	"05003"	"2008"	"2008"	"55-64 years"	"55-64"	26	2815	923.6
	"Ashley County, AR"	"05003"	"2008"	"2008"	"65-74 years"	"65-74"	50	1987	2516.4
	"Ashley County, AR"	"05003"	"2008"	"2008"	"75-84 years"	"75-84"	62	1125	5511.1
	"Ashley County, AR"	"05003"	"2008"	"2008"	"85+ years"	"85+"	53	364	14560.4
	"Ashley County, AR"	"05003"	"2009"	"2009"	"35-44 years"	"35-44"	11	2895	Unreliable
	"Ashley County, AR"	"05003"	"2009"	"2009"	"45-54 years"	"45-54"	24	3095	775.4
	"Ashley County, AR"	"05003"	"2009"	"2009"	"55-64 years"	"55-64"	26	2858	909.7
	"Ashley County, AR"	"05003"	"2009"	"2009"	"65-74 years"	"65-74"	50	2032	2460.6
	"Ashley County, AR"	"05003"	"2009"	"2009"	"75-84 years"	"75-84"	54	1109	4869.3
	"Ashley County, AR"	"05003"	"2009"	"2009"	"85+ years"	"85+"	70	382	18324.6
	"Ashley County, AR"	"05003"	"2010"	"2010"	"45-54 years"	"45-54"	13	3155	Unreliable
	"Ashley County, AR"	"05003"	"2010"	"2010"	"55-64 years"	"55-64"	40	2893	1382.6
	"Ashley County, AR"	"05003"	"2010"	"2010"	"65-74 years"	"65-74"	59	2081	2835.2
	"Ashley County, AR"	"05003"	"2010"	"2010"	"75-84 years"	"75-84"	58	1089	5326.0
	"Ashley County, AR"	"05003"	"2010"	"2010"	"85+ years"	"85+"	66	374	17647.1
	"Ashley County, AR"	"05003"	"2011"	"2011"	"45-54 years"	"45-54"	23	3077	747.5
	"Ashley County, AR"	"05003"	"2011"	"2011"	"55-64 years"	"55-64"	28	2932	955.0
	"Ashley County, AR"	"05003"	"2011"	"2011"	"65-74 years"	"65-74"	54	2098	2573.9
	"Ashley County, AR"	"05003"	"2011"	"2011"	"75-84 years"	"75-84"	58	1104	5253.6
	"Ashley County, AR"	"05003"	"2011"	"2011"	"85+ years"	"85+"	54	386	13989.6
	"Ashley County, AR"	"05003"	"2012"	"2012"	"45-54 years"	"45-54"	21	3018	695.8
	"Ashley County, AR"	"05003"	"2012"	"2012"	"55-64 years"	"55-64"	42	2885	1455.8
	"Ashley County, AR"	"05003"	"2012"	"2012"	"65-74 years"	"65-74"	59	2181	2705.2
	"Ashley County, AR"	"05003"	"2012"	"2012"	"75-84 years"	"75-84"	59	1126	5239.8
	"Ashley County, AR"	"05003"	"2012"	"2012"	"85+ years"	"85+"	50	385	12987.0
	"Ashley County, AR"	"05003"	"2013"	"2013"	"25-34 years"	"25-34"	10	2237	Unreliable
	"Ashley County, AR"	"05003"	"2013"	"2013"	"55-64 years"	"55-64"	38	2849	1333.8
	"Ashley County, AR"	"05003"	"2013"	"2013"	"65-74 years"	"65-74"	53	2235	2371.4
	"Ashley County, AR"	"05003"	"2013"	"2013"	"75-84 years"	"75-84"	63	1156	5449.8
	"Ashley County, AR"	"05003"	"2013"	"2013"	"85+ years"	"85+"	72	383	18799.0
	"Ashley County, AR"	"05003"	"2014"	"2014"	"35-44 years"	"35-44"	10	2535	Unreliable
	"Ashley County, AR"	"05003"	"2014"	"2014"	"45-54 years"	"45-54"	18	2888	Unreliable
	"Ashley County, AR"	"05003"	"2014"	"2014"	"55-64 years"	"55-64"	36	2821	1276.1
	"Ashley County, AR"	"05003"	"2014"	"2014"	"65-74 years"	"65-74"	51	2265	2251.7
	"Ashley County, AR"	"05003"	"2014"	"2014"	"75-84 years"	"75-84"	76	1187	6402.7
	"Ashley County, AR"	"05003"	"2014"	"2014"	"85+ years"	"85+"	67	392	17091.8
	"Ashley County, AR"	"05003"	"2015"	"2015"	"45-54 years"	"45-54"	22	2830	777.4
	"Ashley County, AR"	"05003"	"2015"	"2015"	"55-64 years"	"55-64"	36	2794	1288.5
	"Ashley County, AR"	"05003"	"2015"	"2015"	"65-74 years"	"65-74"	66	2354	2803.7
	"Ashley County, AR"	"05003"	"2015"	"2015"	"75-84 years"	"75-84"	68	1178	5772.5
	"Ashley County, AR"	"05003"	"2015"	"2015"	"85+ years"	"85+"	72	397	18136.0
	"Ashley County, AR"	"05003"	"2016"	"2016"	"45-54 years"	"45-54"	14	2721	Unreliable
	"Ashley County, AR"	"05003"	"2016"	"2016"	"55-64 years"	"55-64"	43	2842	1513.0
	"Ashley County, AR"	"05003"	"2016"	"2016"	"65-74 years"	"65-74"	52	2382	2183.0
	"Ashley County, AR"	"05003"	"2016"	"2016"	"75-84 years"	"75-84"	65	1190	5462.2
	"Ashley County, AR"	"05003"	"2016"	"2016"	"85+ years"	"85+"	70	396	17676.8
	"Ashley County, AR"	"05003"	"2017"	"2017"	"45-54 years"	"45-54"	21	2686	781.8
	"Ashley County, AR"	"05003"	"2017"	"2017"	"55-64 years"	"55-64"	42	2809	1495.2
	"Ashley County, AR"	"05003"	"2017"	"2017"	"65-74 years"	"65-74"	58	2355	2462.8
	"Ashley County, AR"	"05003"	"2017"	"2017"	"75-84 years"	"75-84"	80	1288	6211.2
	"Ashley County, AR"	"05003"	"2017"	"2017"	"85+ years"	"85+"	47	378	12433.9
	"Baxter County, AR"	"05005"	"1999"	"1999"	"35-44 years"	"35-44"	13	4682	Unreliable
	"Baxter County, AR"	"05005"	"1999"	"1999"	"45-54 years"	"45-54"	14	4937	Unreliable
	"Baxter County, AR"	"05005"	"1999"	"1999"	"55-64 years"	"55-64"	55	5312	1035.4
	"Baxter County, AR"	"05005"	"1999"	"1999"	"65-74 years"	"65-74"	125	5454	2291.9
	"Baxter County, AR"	"05005"	"1999"	"1999"	"75-84 years"	"75-84"	200	3543	5644.9
	"Baxter County, AR"	"05005"	"1999"	"1999"	"85+ years"	"85+"	206	1251	16466.8
	"Baxter County, AR"	"05005"	"2000"	"2000"	"15-24 years"	"15-24"	10	3622	Unreliable
	"Baxter County, AR"	"05005"	"2000"	"2000"	"45-54 years"	"45-54"	28	5078	551.4
	"Baxter County, AR"	"05005"	"2000"	"2000"	"55-64 years"	"55-64"	72	5435	1324.7
	"Baxter County, AR"	"05005"	"2000"	"2000"	"65-74 years"	"65-74"	122	5463	2233.2
	"Baxter County, AR"	"05005"	"2000"	"2000"	"75-84 years"	"75-84"	178	3535	5035.4
	"Baxter County, AR"	"05005"	"2000"	"2000"	"85+ years"	"85+"	194	1284	15109.0
	"Baxter County, AR"	"05005"	"2001"	"2001"	"35-44 years"	"35-44"	10	4592	Unreliable
	"Baxter County, AR"	"05005"	"2001"	"2001"	"45-54 years"	"45-54"	18	5176	Unreliable
	"Baxter County, AR"	"05005"	"2001"	"2001"	"55-64 years"	"55-64"	46	5627	817.5
	"Baxter County, AR"	"05005"	"2001"	"2001"	"65-74 years"	"65-74"	126	5415	2326.9
	"Baxter County, AR"	"05005"	"2001"	"2001"	"75-84 years"	"75-84"	197	3499	5630.2
	"Baxter County, AR"	"05005"	"2001"	"2001"	"85+ years"	"85+"	201	1321	15215.7
	"Baxter County, AR"	"05005"	"2002"	"2002"	"35-44 years"	"35-44"	16	4558	Unreliable
	"Baxter County, AR"	"05005"	"2002"	"2002"	"45-54 years"	"45-54"	25	5211	479.8
	"Baxter County, AR"	"05005"	"2002"	"2002"	"55-64 years"	"55-64"	60	5782	1037.7
	"Baxter County, AR"	"05005"	"2002"	"2002"	"65-74 years"	"65-74"	134	5466	2451.5
	"Baxter County, AR"	"05005"	"2002"	"2002"	"75-84 years"	"75-84"	189	3523	5364.7
	"Baxter County, AR"	"05005"	"2002"	"2002"	"85+ years"	"85+"	198	1311	15103.0
	"Baxter County, AR"	"05005"	"2003"	"2003"	"35-44 years"	"35-44"	10	4513	Unreliable
	"Baxter County, AR"	"05005"	"2003"	"2003"	"45-54 years"	"45-54"	32	5198	615.6
	"Baxter County, AR"	"05005"	"2003"	"2003"	"55-64 years"	"55-64"	66	5880	1122.4
	"Baxter County, AR"	"05005"	"2003"	"2003"	"65-74 years"	"65-74"	134	5463	2452.9
	"Baxter County, AR"	"05005"	"2003"	"2003"	"75-84 years"	"75-84"	190	3585	5299.9
	"Baxter County, AR"	"05005"	"2003"	"2003"	"85+ years"	"85+"	229	1324	17296.1
	"Baxter County, AR"	"05005"	"2004"	"2004"	"45-54 years"	"45-54"	30	5196	577.4
	"Baxter County, AR"	"05005"	"2004"	"2004"	"55-64 years"	"55-64"	64	6083	1052.1
	"Baxter County, AR"	"05005"	"2004"	"2004"	"65-74 years"	"65-74"	128	5550	2306.3
	"Baxter County, AR"	"05005"	"2004"	"2004"	"75-84 years"	"75-84"	192	3621	5302.4
	"Baxter County, AR"	"05005"	"2004"	"2004"	"85+ years"	"85+"	211	1336	15793.4
	"Baxter County, AR"	"05005"	"2005"	"2005"	"35-44 years"	"35-44"	18	4457	Unreliable
	"Baxter County, AR"	"05005"	"2005"	"2005"	"45-54 years"	"45-54"	35	5329	656.8
	"Baxter County, AR"	"05005"	"2005"	"2005"	"55-64 years"	"55-64"	54	6335	852.4
	"Baxter County, AR"	"05005"	"2005"	"2005"	"65-74 years"	"65-74"	126	5669	2222.6
	"Baxter County, AR"	"05005"	"2005"	"2005"	"75-84 years"	"75-84"	211	3668	5752.5
	"Baxter County, AR"	"05005"	"2005"	"2005"	"85+ years"	"85+"	219	1366	16032.2
	"Baxter County, AR"	"05005"	"2006"	"2006"	"35-44 years"	"35-44"	10	4410	Unreliable
	"Baxter County, AR"	"05005"	"2006"	"2006"	"45-54 years"	"45-54"	36	5523	651.8
	"Baxter County, AR"	"05005"	"2006"	"2006"	"55-64 years"	"55-64"	70	6495	1077.8
	"Baxter County, AR"	"05005"	"2006"	"2006"	"65-74 years"	"65-74"	96	5880	1632.7
	"Baxter County, AR"	"05005"	"2006"	"2006"	"75-84 years"	"75-84"	204	3759	5427.0
	"Baxter County, AR"	"05005"	"2006"	"2006"	"85+ years"	"85+"	207	1360	15220.6
	"Baxter County, AR"	"05005"	"2007"	"2007"	"35-44 years"	"35-44"	14	4334	Unreliable
	"Baxter County, AR"	"05005"	"2007"	"2007"	"45-54 years"	"45-54"	34	5639	602.9
	"Baxter County, AR"	"05005"	"2007"	"2007"	"55-64 years"	"55-64"	62	6622	936.3
	"Baxter County, AR"	"05005"	"2007"	"2007"	"65-74 years"	"65-74"	130	6017	2160.5
	"Baxter County, AR"	"05005"	"2007"	"2007"	"75-84 years"	"75-84"	200	3841	5207.0
	"Baxter County, AR"	"05005"	"2007"	"2007"	"85+ years"	"85+"	231	1367	16898.3
	"Baxter County, AR"	"05005"	"2008"	"2008"	"35-44 years"	"35-44"	13	4221	Unreliable
	"Baxter County, AR"	"05005"	"2008"	"2008"	"45-54 years"	"45-54"	37	5700	649.1
	"Baxter County, AR"	"05005"	"2008"	"2008"	"55-64 years"	"55-64"	66	6611	998.3
	"Baxter County, AR"	"05005"	"2008"	"2008"	"65-74 years"	"65-74"	134	6221	2154.0
	"Baxter County, AR"	"05005"	"2008"	"2008"	"75-84 years"	"75-84"	206	3851	5349.3
	"Baxter County, AR"	"05005"	"2008"	"2008"	"85+ years"	"85+"	204	1381	14771.9
	"Baxter County, AR"	"05005"	"2009"	"2009"	"35-44 years"	"35-44"	11	4158	Unreliable
	"Baxter County, AR"	"05005"	"2009"	"2009"	"45-54 years"	"45-54"	40	5633	710.1
	"Baxter County, AR"	"05005"	"2009"	"2009"	"55-64 years"	"55-64"	79	6563	1203.7
	"Baxter County, AR"	"05005"	"2009"	"2009"	"65-74 years"	"65-74"	121	6327	1912.4
	"Baxter County, AR"	"05005"	"2009"	"2009"	"75-84 years"	"75-84"	193	3822	5049.7
	"Baxter County, AR"	"05005"	"2009"	"2009"	"85+ years"	"85+"	206	1405	14661.9
	"Baxter County, AR"	"05005"	"2010"	"2010"	"35-44 years"	"35-44"	13	4089	Unreliable
