"Notes"	"County"	"County Code"	"Month"	"Month Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Fairfield County, CT"	"09001"	"Jan., 1999"	"1999/01"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jan., 1999"	"1999/01"	"75-84 years"	"75-84"	28	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jan., 1999"	"1999/01"	"85+ years"	"85+"	38	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Jan., 1999"	"1999/01"			85	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Feb., 1999"	"1999/02"	"75-84 years"	"75-84"	24	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Feb., 1999"	"1999/02"	"85+ years"	"85+"	24	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Feb., 1999"	"1999/02"			63	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Mar., 1999"	"1999/03"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Mar., 1999"	"1999/03"	"75-84 years"	"75-84"	19	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Mar., 1999"	"1999/03"	"85+ years"	"85+"	29	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Mar., 1999"	"1999/03"			66	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Apr., 1999"	"1999/04"	"75-84 years"	"75-84"	17	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Apr., 1999"	"1999/04"	"85+ years"	"85+"	23	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Apr., 1999"	"1999/04"			53	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"May, 1999"	"1999/05"	"75-84 years"	"75-84"	18	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"May, 1999"	"1999/05"	"85+ years"	"85+"	17	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"May, 1999"	"1999/05"			47	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jun., 1999"	"1999/06"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jun., 1999"	"1999/06"	"85+ years"	"85+"	19	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Jun., 1999"	"1999/06"			41	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jul., 1999"	"1999/07"	"75-84 years"	"75-84"	22	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jul., 1999"	"1999/07"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Jul., 1999"	"1999/07"			41	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Aug., 1999"	"1999/08"	"65-74 years"	"65-74"	13	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Aug., 1999"	"1999/08"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Aug., 1999"	"1999/08"	"85+ years"	"85+"	17	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Aug., 1999"	"1999/08"			45	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Sep., 1999"	"1999/09"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Sep., 1999"	"1999/09"	"85+ years"	"85+"	17	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Sep., 1999"	"1999/09"			36	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Oct., 1999"	"1999/10"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Oct., 1999"	"1999/10"	"75-84 years"	"75-84"	14	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Oct., 1999"	"1999/10"	"85+ years"	"85+"	24	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Oct., 1999"	"1999/10"			56	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Nov., 1999"	"1999/11"	"75-84 years"	"75-84"	16	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Nov., 1999"	"1999/11"	"85+ years"	"85+"	24	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Nov., 1999"	"1999/11"			53	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Dec., 1999"	"1999/12"	"75-84 years"	"75-84"	23	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Dec., 1999"	"1999/12"	"85+ years"	"85+"	23	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Dec., 1999"	"1999/12"			60	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jan., 2000"	"2000/01"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jan., 2000"	"2000/01"	"75-84 years"	"75-84"	30	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jan., 2000"	"2000/01"	"85+ years"	"85+"	40	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Jan., 2000"	"2000/01"			90	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Feb., 2000"	"2000/02"	"75-84 years"	"75-84"	24	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Feb., 2000"	"2000/02"	"85+ years"	"85+"	31	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Feb., 2000"	"2000/02"			71	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Mar., 2000"	"2000/03"	"75-84 years"	"75-84"	23	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Mar., 2000"	"2000/03"	"85+ years"	"85+"	22	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Mar., 2000"	"2000/03"			56	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Apr., 2000"	"2000/04"	"75-84 years"	"75-84"	24	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Apr., 2000"	"2000/04"	"85+ years"	"85+"	25	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Apr., 2000"	"2000/04"			55	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"May, 2000"	"2000/05"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"May, 2000"	"2000/05"	"75-84 years"	"75-84"	24	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"May, 2000"	"2000/05"	"85+ years"	"85+"	23	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"May, 2000"	"2000/05"			64	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jun., 2000"	"2000/06"	"75-84 years"	"75-84"	18	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jun., 2000"	"2000/06"	"85+ years"	"85+"	18	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Jun., 2000"	"2000/06"			47	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jul., 2000"	"2000/07"	"75-84 years"	"75-84"	23	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jul., 2000"	"2000/07"	"85+ years"	"85+"	21	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Jul., 2000"	"2000/07"			56	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Aug., 2000"	"2000/08"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Aug., 2000"	"2000/08"	"85+ years"	"85+"	14	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Aug., 2000"	"2000/08"			38	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Sep., 2000"	"2000/09"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Sep., 2000"	"2000/09"	"85+ years"	"85+"	21	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Sep., 2000"	"2000/09"			42	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Oct., 2000"	"2000/10"	"75-84 years"	"75-84"	17	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Oct., 2000"	"2000/10"	"85+ years"	"85+"	22	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Oct., 2000"	"2000/10"			52	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Nov., 2000"	"2000/11"	"75-84 years"	"75-84"	19	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Nov., 2000"	"2000/11"	"85+ years"	"85+"	15	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Nov., 2000"	"2000/11"			43	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Dec., 2000"	"2000/12"	"65-74 years"	"65-74"	13	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Dec., 2000"	"2000/12"	"75-84 years"	"75-84"	30	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Dec., 2000"	"2000/12"	"85+ years"	"85+"	26	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Dec., 2000"	"2000/12"			72	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jan., 2001"	"2001/01"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jan., 2001"	"2001/01"	"75-84 years"	"75-84"	34	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jan., 2001"	"2001/01"	"85+ years"	"85+"	38	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Jan., 2001"	"2001/01"			88	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Feb., 2001"	"2001/02"	"75-84 years"	"75-84"	16	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Feb., 2001"	"2001/02"	"85+ years"	"85+"	33	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Feb., 2001"	"2001/02"			57	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Mar., 2001"	"2001/03"	"75-84 years"	"75-84"	20	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Mar., 2001"	"2001/03"	"85+ years"	"85+"	26	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Mar., 2001"	"2001/03"			54	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Apr., 2001"	"2001/04"	"75-84 years"	"75-84"	20	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Apr., 2001"	"2001/04"	"85+ years"	"85+"	26	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Apr., 2001"	"2001/04"			62	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"May, 2001"	"2001/05"	"75-84 years"	"75-84"	17	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"May, 2001"	"2001/05"	"85+ years"	"85+"	20	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"May, 2001"	"2001/05"			51	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jun., 2001"	"2001/06"	"75-84 years"	"75-84"	24	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jun., 2001"	"2001/06"	"85+ years"	"85+"	18	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Jun., 2001"	"2001/06"			52	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jul., 2001"	"2001/07"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jul., 2001"	"2001/07"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jul., 2001"	"2001/07"	"85+ years"	"85+"	22	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Jul., 2001"	"2001/07"			49	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Aug., 2001"	"2001/08"	"75-84 years"	"75-84"	16	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Aug., 2001"	"2001/08"	"85+ years"	"85+"	15	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Aug., 2001"	"2001/08"			42	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Sep., 2001"	"2001/09"	"85+ years"	"85+"	18	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Sep., 2001"	"2001/09"			34	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Oct., 2001"	"2001/10"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Oct., 2001"	"2001/10"	"75-84 years"	"75-84"	16	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Oct., 2001"	"2001/10"	"85+ years"	"85+"	32	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Oct., 2001"	"2001/10"			63	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Nov., 2001"	"2001/11"	"75-84 years"	"75-84"	23	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Nov., 2001"	"2001/11"	"85+ years"	"85+"	19	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Nov., 2001"	"2001/11"			51	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Dec., 2001"	"2001/12"	"55-64 years"	"55-64"	14	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Dec., 2001"	"2001/12"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Dec., 2001"	"2001/12"	"75-84 years"	"75-84"	17	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Dec., 2001"	"2001/12"	"85+ years"	"85+"	24	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Dec., 2001"	"2001/12"			66	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jan., 2002"	"2002/01"	"75-84 years"	"75-84"	29	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jan., 2002"	"2002/01"	"85+ years"	"85+"	36	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Jan., 2002"	"2002/01"			78	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Feb., 2002"	"2002/02"	"75-84 years"	"75-84"	21	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Feb., 2002"	"2002/02"	"85+ years"	"85+"	30	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Feb., 2002"	"2002/02"			64	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Mar., 2002"	"2002/03"	"75-84 years"	"75-84"	23	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Mar., 2002"	"2002/03"	"85+ years"	"85+"	28	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Mar., 2002"	"2002/03"			61	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Apr., 2002"	"2002/04"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Apr., 2002"	"2002/04"	"85+ years"	"85+"	23	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Apr., 2002"	"2002/04"			43	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"May, 2002"	"2002/05"	"75-84 years"	"75-84"	22	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"May, 2002"	"2002/05"	"85+ years"	"85+"	18	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"May, 2002"	"2002/05"			47	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jun., 2002"	"2002/06"	"75-84 years"	"75-84"	18	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jun., 2002"	"2002/06"	"85+ years"	"85+"	18	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Jun., 2002"	"2002/06"			46	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jul., 2002"	"2002/07"	"75-84 years"	"75-84"	16	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jul., 2002"	"2002/07"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Jul., 2002"	"2002/07"			41	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Aug., 2002"	"2002/08"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Aug., 2002"	"2002/08"	"85+ years"	"85+"	15	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Aug., 2002"	"2002/08"			36	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Sep., 2002"	"2002/09"	"75-84 years"	"75-84"	21	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Sep., 2002"	"2002/09"	"85+ years"	"85+"	24	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Sep., 2002"	"2002/09"			54	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Oct., 2002"	"2002/10"	"75-84 years"	"75-84"	23	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Oct., 2002"	"2002/10"	"85+ years"	"85+"	18	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Oct., 2002"	"2002/10"			52	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Nov., 2002"	"2002/11"	"75-84 years"	"75-84"	22	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Nov., 2002"	"2002/11"	"85+ years"	"85+"	32	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Nov., 2002"	"2002/11"			67	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Dec., 2002"	"2002/12"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Dec., 2002"	"2002/12"	"75-84 years"	"75-84"	19	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Dec., 2002"	"2002/12"	"85+ years"	"85+"	25	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Dec., 2002"	"2002/12"			61	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jan., 2003"	"2003/01"	"65-74 years"	"65-74"	13	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jan., 2003"	"2003/01"	"75-84 years"	"75-84"	18	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jan., 2003"	"2003/01"	"85+ years"	"85+"	34	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Jan., 2003"	"2003/01"			71	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Feb., 2003"	"2003/02"	"75-84 years"	"75-84"	20	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Feb., 2003"	"2003/02"	"85+ years"	"85+"	30	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Feb., 2003"	"2003/02"			61	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Mar., 2003"	"2003/03"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Mar., 2003"	"2003/03"	"75-84 years"	"75-84"	21	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Mar., 2003"	"2003/03"	"85+ years"	"85+"	32	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Mar., 2003"	"2003/03"			70	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Apr., 2003"	"2003/04"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Apr., 2003"	"2003/04"	"75-84 years"	"75-84"	19	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Apr., 2003"	"2003/04"	"85+ years"	"85+"	20	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Apr., 2003"	"2003/04"			55	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"May, 2003"	"2003/05"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"May, 2003"	"2003/05"	"75-84 years"	"75-84"	14	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"May, 2003"	"2003/05"	"85+ years"	"85+"	23	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"May, 2003"	"2003/05"			54	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jun., 2003"	"2003/06"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jun., 2003"	"2003/06"	"75-84 years"	"75-84"	21	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jun., 2003"	"2003/06"	"85+ years"	"85+"	17	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Jun., 2003"	"2003/06"			54	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jul., 2003"	"2003/07"	"75-84 years"	"75-84"	19	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jul., 2003"	"2003/07"	"85+ years"	"85+"	29	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Jul., 2003"	"2003/07"			59	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Aug., 2003"	"2003/08"	"75-84 years"	"75-84"	22	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Aug., 2003"	"2003/08"	"85+ years"	"85+"	18	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Aug., 2003"	"2003/08"			51	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Sep., 2003"	"2003/09"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Sep., 2003"	"2003/09"	"85+ years"	"85+"	20	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Sep., 2003"	"2003/09"			38	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Oct., 2003"	"2003/10"	"75-84 years"	"75-84"	26	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Oct., 2003"	"2003/10"	"85+ years"	"85+"	30	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Oct., 2003"	"2003/10"			60	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Nov., 2003"	"2003/11"	"75-84 years"	"75-84"	22	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Nov., 2003"	"2003/11"	"85+ years"	"85+"	25	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Nov., 2003"	"2003/11"			61	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Dec., 2003"	"2003/12"	"75-84 years"	"75-84"	27	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Dec., 2003"	"2003/12"	"85+ years"	"85+"	34	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Dec., 2003"	"2003/12"			74	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jan., 2004"	"2004/01"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jan., 2004"	"2004/01"	"75-84 years"	"75-84"	22	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jan., 2004"	"2004/01"	"85+ years"	"85+"	45	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Jan., 2004"	"2004/01"			86	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Feb., 2004"	"2004/02"	"75-84 years"	"75-84"	27	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Feb., 2004"	"2004/02"	"85+ years"	"85+"	20	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Feb., 2004"	"2004/02"			54	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Mar., 2004"	"2004/03"	"75-84 years"	"75-84"	22	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Mar., 2004"	"2004/03"	"85+ years"	"85+"	28	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Mar., 2004"	"2004/03"			59	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Apr., 2004"	"2004/04"	"75-84 years"	"75-84"	18	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Apr., 2004"	"2004/04"	"85+ years"	"85+"	33	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Apr., 2004"	"2004/04"			58	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"May, 2004"	"2004/05"	"75-84 years"	"75-84"	19	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"May, 2004"	"2004/05"	"85+ years"	"85+"	17	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"May, 2004"	"2004/05"			45	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jun., 2004"	"2004/06"	"75-84 years"	"75-84"	14	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jun., 2004"	"2004/06"	"85+ years"	"85+"	31	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Jun., 2004"	"2004/06"			53	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jul., 2004"	"2004/07"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jul., 2004"	"2004/07"	"85+ years"	"85+"	18	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Jul., 2004"	"2004/07"			43	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Aug., 2004"	"2004/08"	"75-84 years"	"75-84"	14	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Aug., 2004"	"2004/08"	"85+ years"	"85+"	29	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Aug., 2004"	"2004/08"			53	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Sep., 2004"	"2004/09"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Sep., 2004"	"2004/09"	"85+ years"	"85+"	24	Not Applicable	Not Applicable
"Total"	"Fairfield County, CT"	"09001"	"Sep., 2004"	"2004/09"			48	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Oct., 2004"	"2004/10"	"75-84 years"	"75-84"	17	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Oct., 2004"	"2004/10"	"85+ years"	"85+"	17	Not Applicable	Not Applicable
