"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Larimer County, CO"	"08069"	"2004"	"2004"	"25-34 years"	"25-34"	22	36938	59.6
	"Larimer County, CO"	"08069"	"2004"	"2004"	"35-44 years"	"35-44"	48	37523	127.9
	"Larimer County, CO"	"08069"	"2004"	"2004"	"45-54 years"	"45-54"	117	40627	288.0
	"Larimer County, CO"	"08069"	"2004"	"2004"	"55-64 years"	"55-64"	143	25420	562.5
	"Larimer County, CO"	"08069"	"2004"	"2004"	"65-74 years"	"65-74"	218	13994	1557.8
	"Larimer County, CO"	"08069"	"2004"	"2004"	"75-84 years"	"75-84"	444	9310	4769.1
	"Larimer County, CO"	"08069"	"2004"	"2004"	"85+ years"	"85+"	447	3384	13209.2
	"Larimer County, CO"	"08069"	"2005"	"2005"	"< 1 year"	"1"	21	3221	652.0
	"Larimer County, CO"	"08069"	"2005"	"2005"	"15-24 years"	"15-24"	37	54803	67.5
	"Larimer County, CO"	"08069"	"2005"	"2005"	"25-34 years"	"25-34"	24	37009	64.8
	"Larimer County, CO"	"08069"	"2005"	"2005"	"35-44 years"	"35-44"	45	36968	121.7
	"Larimer County, CO"	"08069"	"2005"	"2005"	"45-54 years"	"45-54"	108	41351	261.2
	"Larimer County, CO"	"08069"	"2005"	"2005"	"55-64 years"	"55-64"	159	27392	580.5
	"Larimer County, CO"	"08069"	"2005"	"2005"	"65-74 years"	"65-74"	207	14629	1415.0
	"Larimer County, CO"	"08069"	"2005"	"2005"	"75-84 years"	"75-84"	400	9606	4164.1
	"Larimer County, CO"	"08069"	"2005"	"2005"	"85+ years"	"85+"	549	3588	15301.0
	"Larimer County, CO"	"08069"	"2006"	"2006"	"< 1 year"	"1"	16	3400	Unreliable
	"Larimer County, CO"	"08069"	"2006"	"2006"	"15-24 years"	"15-24"	24	54683	43.9
	"Larimer County, CO"	"08069"	"2006"	"2006"	"25-34 years"	"25-34"	41	37568	109.1
	"Larimer County, CO"	"08069"	"2006"	"2006"	"35-44 years"	"35-44"	42	36897	113.8
	"Larimer County, CO"	"08069"	"2006"	"2006"	"45-54 years"	"45-54"	113	42192	267.8
	"Larimer County, CO"	"08069"	"2006"	"2006"	"55-64 years"	"55-64"	162	29445	550.2
	"Larimer County, CO"	"08069"	"2006"	"2006"	"65-74 years"	"65-74"	198	15504	1277.1
	"Larimer County, CO"	"08069"	"2006"	"2006"	"75-84 years"	"75-84"	406	10220	3972.6
	"Larimer County, CO"	"08069"	"2006"	"2006"	"85+ years"	"85+"	490	3813	12850.8
	"Larimer County, CO"	"08069"	"2007"	"2007"	"< 1 year"	"1"	11	3415	Unreliable
	"Larimer County, CO"	"08069"	"2007"	"2007"	"15-24 years"	"15-24"	24	54286	44.2
	"Larimer County, CO"	"08069"	"2007"	"2007"	"25-34 years"	"25-34"	23	38565	59.6
	"Larimer County, CO"	"08069"	"2007"	"2007"	"35-44 years"	"35-44"	54	36744	147.0
	"Larimer County, CO"	"08069"	"2007"	"2007"	"45-54 years"	"45-54"	113	42787	264.1
	"Larimer County, CO"	"08069"	"2007"	"2007"	"55-64 years"	"55-64"	170	31570	538.5
	"Larimer County, CO"	"08069"	"2007"	"2007"	"65-74 years"	"65-74"	222	16461	1348.6
	"Larimer County, CO"	"08069"	"2007"	"2007"	"75-84 years"	"75-84"	431	10342	4167.5
	"Larimer County, CO"	"08069"	"2007"	"2007"	"85+ years"	"85+"	560	4123	13582.3
	"Larimer County, CO"	"08069"	"2008"	"2008"	"< 1 year"	"1"	23	3310	694.9
	"Larimer County, CO"	"08069"	"2008"	"2008"	"5-14 years"	"5-14"	11	34886	Unreliable
	"Larimer County, CO"	"08069"	"2008"	"2008"	"15-24 years"	"15-24"	26	53954	48.2
	"Larimer County, CO"	"08069"	"2008"	"2008"	"25-34 years"	"25-34"	29	39895	72.7
	"Larimer County, CO"	"08069"	"2008"	"2008"	"35-44 years"	"35-44"	44	36648	120.1
	"Larimer County, CO"	"08069"	"2008"	"2008"	"45-54 years"	"45-54"	130	42980	302.5
	"Larimer County, CO"	"08069"	"2008"	"2008"	"55-64 years"	"55-64"	171	33390	512.1
	"Larimer County, CO"	"08069"	"2008"	"2008"	"65-74 years"	"65-74"	239	17727	1348.2
	"Larimer County, CO"	"08069"	"2008"	"2008"	"75-84 years"	"75-84"	432	10609	4072.0
	"Larimer County, CO"	"08069"	"2008"	"2008"	"85+ years"	"85+"	609	4353	13990.4
	"Larimer County, CO"	"08069"	"2009"	"2009"	"< 1 year"	"1"	15	3459	Unreliable
	"Larimer County, CO"	"08069"	"2009"	"2009"	"15-24 years"	"15-24"	26	53428	48.7
	"Larimer County, CO"	"08069"	"2009"	"2009"	"25-34 years"	"25-34"	42	41125	102.1
	"Larimer County, CO"	"08069"	"2009"	"2009"	"35-44 years"	"35-44"	49	36597	133.9
	"Larimer County, CO"	"08069"	"2009"	"2009"	"45-54 years"	"45-54"	128	42894	298.4
	"Larimer County, CO"	"08069"	"2009"	"2009"	"55-64 years"	"55-64"	182	35428	513.7
	"Larimer County, CO"	"08069"	"2009"	"2009"	"65-74 years"	"65-74"	253	18958	1334.5
	"Larimer County, CO"	"08069"	"2009"	"2009"	"75-84 years"	"75-84"	404	10700	3775.7
	"Larimer County, CO"	"08069"	"2009"	"2009"	"85+ years"	"85+"	620	4648	13339.1
	"Larimer County, CO"	"08069"	"2010"	"2010"	"< 1 year"	"1"	16	3442	Unreliable
	"Larimer County, CO"	"08069"	"2010"	"2010"	"15-24 years"	"15-24"	30	52729	56.9
	"Larimer County, CO"	"08069"	"2010"	"2010"	"25-34 years"	"25-34"	48	42131	113.9
	"Larimer County, CO"	"08069"	"2010"	"2010"	"35-44 years"	"35-44"	50	36565	136.7
	"Larimer County, CO"	"08069"	"2010"	"2010"	"45-54 years"	"45-54"	108	42567	253.7
	"Larimer County, CO"	"08069"	"2010"	"2010"	"55-64 years"	"55-64"	221	36975	597.7
	"Larimer County, CO"	"08069"	"2010"	"2010"	"65-74 years"	"65-74"	237	19814	1196.1
	"Larimer County, CO"	"08069"	"2010"	"2010"	"75-84 years"	"75-84"	496	10898	4551.3
	"Larimer County, CO"	"08069"	"2010"	"2010"	"85+ years"	"85+"	673	4829	13936.6
	"Larimer County, CO"	"08069"	"2011"	"2011"	"< 1 year"	"1"	13	3380	Unreliable
	"Larimer County, CO"	"08069"	"2011"	"2011"	"15-24 years"	"15-24"	29	55807	52.0
	"Larimer County, CO"	"08069"	"2011"	"2011"	"25-34 years"	"25-34"	38	42321	89.8
	"Larimer County, CO"	"08069"	"2011"	"2011"	"35-44 years"	"35-44"	59	36630	161.1
	"Larimer County, CO"	"08069"	"2011"	"2011"	"45-54 years"	"45-54"	109	41312	263.8
	"Larimer County, CO"	"08069"	"2011"	"2011"	"55-64 years"	"55-64"	220	39002	564.1
	"Larimer County, CO"	"08069"	"2011"	"2011"	"65-74 years"	"65-74"	265	21177	1251.4
	"Larimer County, CO"	"08069"	"2011"	"2011"	"75-84 years"	"75-84"	450	11186	4022.9
	"Larimer County, CO"	"08069"	"2011"	"2011"	"85+ years"	"85+"	692	5213	13274.5
	"Larimer County, CO"	"08069"	"2012"	"2012"	"< 1 year"	"1"	13	3386	Unreliable
	"Larimer County, CO"	"08069"	"2012"	"2012"	"15-24 years"	"15-24"	22	55743	39.5
	"Larimer County, CO"	"08069"	"2012"	"2012"	"25-34 years"	"25-34"	39	43379	89.9
	"Larimer County, CO"	"08069"	"2012"	"2012"	"35-44 years"	"35-44"	40	37418	106.9
	"Larimer County, CO"	"08069"	"2012"	"2012"	"45-54 years"	"45-54"	115	40478	284.1
	"Larimer County, CO"	"08069"	"2012"	"2012"	"55-64 years"	"55-64"	245	40113	610.8
	"Larimer County, CO"	"08069"	"2012"	"2012"	"65-74 years"	"65-74"	284	23282	1219.8
	"Larimer County, CO"	"08069"	"2012"	"2012"	"75-84 years"	"75-84"	434	11492	3776.5
	"Larimer County, CO"	"08069"	"2012"	"2012"	"85+ years"	"85+"	682	5338	12776.3
	"Larimer County, CO"	"08069"	"2013"	"2013"	"15-24 years"	"15-24"	19	56930	Unreliable
	"Larimer County, CO"	"08069"	"2013"	"2013"	"25-34 years"	"25-34"	49	43827	111.8
	"Larimer County, CO"	"08069"	"2013"	"2013"	"35-44 years"	"35-44"	56	38041	147.2
	"Larimer County, CO"	"08069"	"2013"	"2013"	"45-54 years"	"45-54"	115	39303	292.6
	"Larimer County, CO"	"08069"	"2013"	"2013"	"55-64 years"	"55-64"	232	41072	564.9
	"Larimer County, CO"	"08069"	"2013"	"2013"	"65-74 years"	"65-74"	314	25159	1248.1
	"Larimer County, CO"	"08069"	"2013"	"2013"	"75-84 years"	"75-84"	437	11803	3702.4
	"Larimer County, CO"	"08069"	"2013"	"2013"	"85+ years"	"85+"	748	5566	13438.7
	"Larimer County, CO"	"08069"	"2014"	"2014"	"< 1 year"	"1"	14	3480	Unreliable
	"Larimer County, CO"	"08069"	"2014"	"2014"	"15-24 years"	"15-24"	18	58673	Unreliable
	"Larimer County, CO"	"08069"	"2014"	"2014"	"25-34 years"	"25-34"	52	45189	115.1
	"Larimer County, CO"	"08069"	"2014"	"2014"	"35-44 years"	"35-44"	59	39077	151.0
	"Larimer County, CO"	"08069"	"2014"	"2014"	"45-54 years"	"45-54"	105	38665	271.6
	"Larimer County, CO"	"08069"	"2014"	"2014"	"55-64 years"	"55-64"	261	41969	621.9
	"Larimer County, CO"	"08069"	"2014"	"2014"	"65-74 years"	"65-74"	341	27184	1254.4
	"Larimer County, CO"	"08069"	"2014"	"2014"	"75-84 years"	"75-84"	466	12330	3779.4
	"Larimer County, CO"	"08069"	"2014"	"2014"	"85+ years"	"85+"	759	5660	13409.9
	"Larimer County, CO"	"08069"	"2015"	"2015"	"< 1 year"	"1"	14	3589	Unreliable
	"Larimer County, CO"	"08069"	"2015"	"2015"	"15-24 years"	"15-24"	24	61274	39.2
	"Larimer County, CO"	"08069"	"2015"	"2015"	"25-34 years"	"25-34"	58	46854	123.8
	"Larimer County, CO"	"08069"	"2015"	"2015"	"35-44 years"	"35-44"	51	40223	126.8
	"Larimer County, CO"	"08069"	"2015"	"2015"	"45-54 years"	"45-54"	120	38576	311.1
	"Larimer County, CO"	"08069"	"2015"	"2015"	"55-64 years"	"55-64"	279	42663	654.0
	"Larimer County, CO"	"08069"	"2015"	"2015"	"65-74 years"	"65-74"	343	28976	1183.7
	"Larimer County, CO"	"08069"	"2015"	"2015"	"75-84 years"	"75-84"	516	12771	4040.4
	"Larimer County, CO"	"08069"	"2015"	"2015"	"85+ years"	"85+"	834	5823	14322.5
	"Larimer County, CO"	"08069"	"2016"	"2016"	"15-24 years"	"15-24"	29	61889	46.9
	"Larimer County, CO"	"08069"	"2016"	"2016"	"25-34 years"	"25-34"	51	48228	105.7
	"Larimer County, CO"	"08069"	"2016"	"2016"	"35-44 years"	"35-44"	50	41046	121.8
	"Larimer County, CO"	"08069"	"2016"	"2016"	"45-54 years"	"45-54"	137	38788	353.2
	"Larimer County, CO"	"08069"	"2016"	"2016"	"55-64 years"	"55-64"	276	43391	636.1
	"Larimer County, CO"	"08069"	"2016"	"2016"	"65-74 years"	"65-74"	390	30811	1265.8
	"Larimer County, CO"	"08069"	"2016"	"2016"	"75-84 years"	"75-84"	524	13279	3946.1
	"Larimer County, CO"	"08069"	"2016"	"2016"	"85+ years"	"85+"	822	6006	13686.3
	"Larimer County, CO"	"08069"	"2017"	"2017"	"< 1 year"	"1"	12	3516	Unreliable
	"Larimer County, CO"	"08069"	"2017"	"2017"	"15-24 years"	"15-24"	34	60996	55.7
	"Larimer County, CO"	"08069"	"2017"	"2017"	"25-34 years"	"25-34"	50	49924	100.2
	"Larimer County, CO"	"08069"	"2017"	"2017"	"35-44 years"	"35-44"	72	42077	171.1
	"Larimer County, CO"	"08069"	"2017"	"2017"	"45-54 years"	"45-54"	120	38536	311.4
	"Larimer County, CO"	"08069"	"2017"	"2017"	"55-64 years"	"55-64"	247	43678	565.5
	"Larimer County, CO"	"08069"	"2017"	"2017"	"65-74 years"	"65-74"	444	32116	1382.5
	"Larimer County, CO"	"08069"	"2017"	"2017"	"75-84 years"	"75-84"	529	13873	3813.2
	"Larimer County, CO"	"08069"	"2017"	"2017"	"85+ years"	"85+"	861	6005	14338.1
	"Las Animas County, CO"	"08071"	"1999"	"1999"	"55-64 years"	"55-64"	16	1580	Unreliable
	"Las Animas County, CO"	"08071"	"1999"	"1999"	"65-74 years"	"65-74"	36	1362	2643.2
	"Las Animas County, CO"	"08071"	"1999"	"1999"	"75-84 years"	"75-84"	42	965	4352.3
	"Las Animas County, CO"	"08071"	"1999"	"1999"	"85+ years"	"85+"	66	415	15903.6
	"Las Animas County, CO"	"08071"	"2000"	"2000"	"35-44 years"	"35-44"	10	2125	Unreliable
	"Las Animas County, CO"	"08071"	"2000"	"2000"	"45-54 years"	"45-54"	15	2308	Unreliable
	"Las Animas County, CO"	"08071"	"2000"	"2000"	"55-64 years"	"55-64"	17	1630	Unreliable
	"Las Animas County, CO"	"08071"	"2000"	"2000"	"65-74 years"	"65-74"	34	1350	2518.5
	"Las Animas County, CO"	"08071"	"2000"	"2000"	"75-84 years"	"75-84"	43	961	4474.5
	"Las Animas County, CO"	"08071"	"2000"	"2000"	"85+ years"	"85+"	56	421	13301.7
	"Las Animas County, CO"	"08071"	"2001"	"2001"	"45-54 years"	"45-54"	15	2365	Unreliable
	"Las Animas County, CO"	"08071"	"2001"	"2001"	"55-64 years"	"55-64"	21	1694	1239.7
	"Las Animas County, CO"	"08071"	"2001"	"2001"	"65-74 years"	"65-74"	30	1327	2260.7
	"Las Animas County, CO"	"08071"	"2001"	"2001"	"75-84 years"	"75-84"	50	950	5263.2
	"Las Animas County, CO"	"08071"	"2001"	"2001"	"85+ years"	"85+"	69	388	17783.5
	"Las Animas County, CO"	"08071"	"2002"	"2002"	"55-64 years"	"55-64"	13	1846	Unreliable
	"Las Animas County, CO"	"08071"	"2002"	"2002"	"65-74 years"	"65-74"	33	1338	2466.4
	"Las Animas County, CO"	"08071"	"2002"	"2002"	"75-84 years"	"75-84"	50	992	5040.3
	"Las Animas County, CO"	"08071"	"2002"	"2002"	"85+ years"	"85+"	60	407	14742.0
	"Las Animas County, CO"	"08071"	"2003"	"2003"	"45-54 years"	"45-54"	12	2451	Unreliable
	"Las Animas County, CO"	"08071"	"2003"	"2003"	"55-64 years"	"55-64"	19	1919	Unreliable
	"Las Animas County, CO"	"08071"	"2003"	"2003"	"65-74 years"	"65-74"	23	1350	1703.7
	"Las Animas County, CO"	"08071"	"2003"	"2003"	"75-84 years"	"75-84"	41	984	4166.7
	"Las Animas County, CO"	"08071"	"2003"	"2003"	"85+ years"	"85+"	70	446	15695.1
	"Las Animas County, CO"	"08071"	"2004"	"2004"	"45-54 years"	"45-54"	12	2505	Unreliable
	"Las Animas County, CO"	"08071"	"2004"	"2004"	"55-64 years"	"55-64"	21	1992	1054.2
	"Las Animas County, CO"	"08071"	"2004"	"2004"	"65-74 years"	"65-74"	26	1361	1910.4
	"Las Animas County, CO"	"08071"	"2004"	"2004"	"75-84 years"	"75-84"	54	958	5636.7
	"Las Animas County, CO"	"08071"	"2004"	"2004"	"85+ years"	"85+"	46	440	10454.5
	"Las Animas County, CO"	"08071"	"2005"	"2005"	"45-54 years"	"45-54"	10	2501	Unreliable
	"Las Animas County, CO"	"08071"	"2005"	"2005"	"55-64 years"	"55-64"	22	2084	1055.7
	"Las Animas County, CO"	"08071"	"2005"	"2005"	"65-74 years"	"65-74"	24	1381	1737.9
	"Las Animas County, CO"	"08071"	"2005"	"2005"	"75-84 years"	"75-84"	48	949	5058.0
	"Las Animas County, CO"	"08071"	"2005"	"2005"	"85+ years"	"85+"	52	414	12560.4
	"Las Animas County, CO"	"08071"	"2006"	"2006"	"55-64 years"	"55-64"	12	2131	Unreliable
	"Las Animas County, CO"	"08071"	"2006"	"2006"	"65-74 years"	"65-74"	26	1380	1884.1
	"Las Animas County, CO"	"08071"	"2006"	"2006"	"75-84 years"	"75-84"	49	930	5268.8
	"Las Animas County, CO"	"08071"	"2006"	"2006"	"85+ years"	"85+"	55	415	13253.0
	"Las Animas County, CO"	"08071"	"2007"	"2007"	"45-54 years"	"45-54"	16	2510	Unreliable
	"Las Animas County, CO"	"08071"	"2007"	"2007"	"55-64 years"	"55-64"	23	2240	1026.8
	"Las Animas County, CO"	"08071"	"2007"	"2007"	"65-74 years"	"65-74"	25	1442	1733.7
	"Las Animas County, CO"	"08071"	"2007"	"2007"	"75-84 years"	"75-84"	34	882	3854.9
	"Las Animas County, CO"	"08071"	"2007"	"2007"	"85+ years"	"85+"	50	420	11904.8
	"Las Animas County, CO"	"08071"	"2008"	"2008"	"45-54 years"	"45-54"	16	2478	Unreliable
	"Las Animas County, CO"	"08071"	"2008"	"2008"	"55-64 years"	"55-64"	32	2288	1398.6
	"Las Animas County, CO"	"08071"	"2008"	"2008"	"65-74 years"	"65-74"	34	1517	2241.3
	"Las Animas County, CO"	"08071"	"2008"	"2008"	"75-84 years"	"75-84"	34	883	3850.5
	"Las Animas County, CO"	"08071"	"2008"	"2008"	"85+ years"	"85+"	53	393	13486.0
	"Las Animas County, CO"	"08071"	"2009"	"2009"	"45-54 years"	"45-54"	20	2475	808.1
	"Las Animas County, CO"	"08071"	"2009"	"2009"	"55-64 years"	"55-64"	21	2377	883.5
	"Las Animas County, CO"	"08071"	"2009"	"2009"	"65-74 years"	"65-74"	24	1521	1577.9
	"Las Animas County, CO"	"08071"	"2009"	"2009"	"75-84 years"	"75-84"	53	842	6294.5
	"Las Animas County, CO"	"08071"	"2009"	"2009"	"85+ years"	"85+"	40	405	9876.5
	"Las Animas County, CO"	"08071"	"2010"	"2010"	"55-64 years"	"55-64"	27	2443	1105.2
	"Las Animas County, CO"	"08071"	"2010"	"2010"	"65-74 years"	"65-74"	28	1519	1843.3
	"Las Animas County, CO"	"08071"	"2010"	"2010"	"75-84 years"	"75-84"	49	843	5812.6
	"Las Animas County, CO"	"08071"	"2010"	"2010"	"85+ years"	"85+"	55	386	14248.7
	"Las Animas County, CO"	"08071"	"2011"	"2011"	"45-54 years"	"45-54"	18	2215	Unreliable
	"Las Animas County, CO"	"08071"	"2011"	"2011"	"55-64 years"	"55-64"	24	2407	997.1
	"Las Animas County, CO"	"08071"	"2011"	"2011"	"65-74 years"	"65-74"	33	1583	2084.6
	"Las Animas County, CO"	"08071"	"2011"	"2011"	"75-84 years"	"75-84"	43	820	5243.9
	"Las Animas County, CO"	"08071"	"2011"	"2011"	"85+ years"	"85+"	63	383	16449.1
	"Las Animas County, CO"	"08071"	"2012"	"2012"	"45-54 years"	"45-54"	14	2086	Unreliable
	"Las Animas County, CO"	"08071"	"2012"	"2012"	"55-64 years"	"55-64"	29	2406	1205.3
	"Las Animas County, CO"	"08071"	"2012"	"2012"	"65-74 years"	"65-74"	21	1697	1237.5
	"Las Animas County, CO"	"08071"	"2012"	"2012"	"75-84 years"	"75-84"	35	812	4310.3
	"Las Animas County, CO"	"08071"	"2012"	"2012"	"85+ years"	"85+"	41	406	10098.5
	"Las Animas County, CO"	"08071"	"2013"	"2013"	"55-64 years"	"55-64"	29	2352	1233.0
	"Las Animas County, CO"	"08071"	"2013"	"2013"	"65-74 years"	"65-74"	36	1814	1984.6
	"Las Animas County, CO"	"08071"	"2013"	"2013"	"75-84 years"	"75-84"	52	815	6380.4
	"Las Animas County, CO"	"08071"	"2013"	"2013"	"85+ years"	"85+"	44	405	10864.2
	"Las Animas County, CO"	"08071"	"2014"	"2014"	"45-54 years"	"45-54"	15	1792	Unreliable
	"Las Animas County, CO"	"08071"	"2014"	"2014"	"55-64 years"	"55-64"	25	2295	1089.3
	"Las Animas County, CO"	"08071"	"2014"	"2014"	"65-74 years"	"65-74"	35	1880	1861.7
	"Las Animas County, CO"	"08071"	"2014"	"2014"	"75-84 years"	"75-84"	32	840	3809.5
	"Las Animas County, CO"	"08071"	"2014"	"2014"	"85+ years"	"85+"	57	413	13801.5
	"Las Animas County, CO"	"08071"	"2015"	"2015"	"45-54 years"	"45-54"	12	1740	Unreliable
	"Las Animas County, CO"	"08071"	"2015"	"2015"	"55-64 years"	"55-64"	25	2255	1108.6
	"Las Animas County, CO"	"08071"	"2015"	"2015"	"65-74 years"	"65-74"	31	1948	1591.4
	"Las Animas County, CO"	"08071"	"2015"	"2015"	"75-84 years"	"75-84"	36	854	4215.5
	"Las Animas County, CO"	"08071"	"2015"	"2015"	"85+ years"	"85+"	53	405	13086.4
	"Las Animas County, CO"	"08071"	"2016"	"2016"	"45-54 years"	"45-54"	15	1665	Unreliable
	"Las Animas County, CO"	"08071"	"2016"	"2016"	"55-64 years"	"55-64"	20	2244	891.3
	"Las Animas County, CO"	"08071"	"2016"	"2016"	"65-74 years"	"65-74"	40	1988	2012.1
	"Las Animas County, CO"	"08071"	"2016"	"2016"	"75-84 years"	"75-84"	43	892	4820.6
	"Las Animas County, CO"	"08071"	"2016"	"2016"	"85+ years"	"85+"	52	403	12903.2
	"Las Animas County, CO"	"08071"	"2017"	"2017"	"55-64 years"	"55-64"	26	2249	1156.1
	"Las Animas County, CO"	"08071"	"2017"	"2017"	"65-74 years"	"65-74"	44	2026	2171.8
	"Las Animas County, CO"	"08071"	"2017"	"2017"	"75-84 years"	"75-84"	32	932	3433.5
	"Las Animas County, CO"	"08071"	"2017"	"2017"	"85+ years"	"85+"	44	416	10576.9
	"Lincoln County, CO"	"08073"	"1999"	"1999"	"75-84 years"	"75-84"	14	313	Unreliable
	"Lincoln County, CO"	"08073"	"1999"	"1999"	"85+ years"	"85+"	30	134	22388.1
	"Lincoln County, CO"	"08073"	"2000"	"2000"	"75-84 years"	"75-84"	14	309	Unreliable
	"Lincoln County, CO"	"08073"	"2000"	"2000"	"85+ years"	"85+"	21	137	15328.5
	"Lincoln County, CO"	"08073"	"2001"	"2001"	"65-74 years"	"65-74"	14	410	Unreliable
	"Lincoln County, CO"	"08073"	"2001"	"2001"	"75-84 years"	"75-84"	21	309	6796.1
	"Lincoln County, CO"	"08073"	"2001"	"2001"	"85+ years"	"85+"	22	133	16541.4
	"Lincoln County, CO"	"08073"	"2002"	"2002"	"75-84 years"	"75-84"	13	300	Unreliable
	"Lincoln County, CO"	"08073"	"2002"	"2002"	"85+ years"	"85+"	14	137	Unreliable
	"Lincoln County, CO"	"08073"	"2003"	"2003"	"45-54 years"	"45-54"	10	882	Unreliable
	"Lincoln County, CO"	"08073"	"2003"	"2003"	"75-84 years"	"75-84"	14	290	Unreliable
	"Lincoln County, CO"	"08073"	"2003"	"2003"	"85+ years"	"85+"	28	142	19718.3
	"Lincoln County, CO"	"08073"	"2004"	"2004"	"85+ years"	"85+"	14	148	Unreliable
	"Lincoln County, CO"	"08073"	"2005"	"2005"	"75-84 years"	"75-84"	14	286	Unreliable
	"Lincoln County, CO"	"08073"	"2005"	"2005"	"85+ years"	"85+"	26	152	17105.3
	"Lincoln County, CO"	"08073"	"2006"	"2006"	"75-84 years"	"75-84"	10	310	Unreliable
	"Lincoln County, CO"	"08073"	"2006"	"2006"	"85+ years"	"85+"	22	136	16176.5
	"Lincoln County, CO"	"08073"	"2007"	"2007"	"65-74 years"	"65-74"	11	430	Unreliable
	"Lincoln County, CO"	"08073"	"2007"	"2007"	"75-84 years"	"75-84"	15	306	Unreliable
	"Lincoln County, CO"	"08073"	"2007"	"2007"	"85+ years"	"85+"	18	145	Unreliable
	"Lincoln County, CO"	"08073"	"2008"	"2008"	"75-84 years"	"75-84"	12	312	Unreliable
	"Lincoln County, CO"	"08073"	"2008"	"2008"	"85+ years"	"85+"	22	153	14379.1
	"Lincoln County, CO"	"08073"	"2009"	"2009"	"65-74 years"	"65-74"	12	440	Unreliable
	"Lincoln County, CO"	"08073"	"2009"	"2009"	"75-84 years"	"75-84"	15	324	Unreliable
	"Lincoln County, CO"	"08073"	"2009"	"2009"	"85+ years"	"85+"	15	157	Unreliable
	"Lincoln County, CO"	"08073"	"2010"	"2010"	"65-74 years"	"65-74"	11	448	Unreliable
	"Lincoln County, CO"	"08073"	"2010"	"2010"	"75-84 years"	"75-84"	10	303	Unreliable
	"Lincoln County, CO"	"08073"	"2010"	"2010"	"85+ years"	"85+"	17	167	Unreliable
	"Lincoln County, CO"	"08073"	"2011"	"2011"	"75-84 years"	"75-84"	16	303	Unreliable
	"Lincoln County, CO"	"08073"	"2011"	"2011"	"85+ years"	"85+"	20	170	11764.7
	"Lincoln County, CO"	"08073"	"2012"	"2012"	"85+ years"	"85+"	18	168	Unreliable
	"Lincoln County, CO"	"08073"	"2013"	"2013"	"75-84 years"	"75-84"	15	320	Unreliable
	"Lincoln County, CO"	"08073"	"2013"	"2013"	"85+ years"	"85+"	14	168	Unreliable
	"Lincoln County, CO"	"08073"	"2014"	"2014"	"75-84 years"	"75-84"	15	313	Unreliable
	"Lincoln County, CO"	"08073"	"2014"	"2014"	"85+ years"	"85+"	27	166	16265.1
	"Lincoln County, CO"	"08073"	"2015"	"2015"	"75-84 years"	"75-84"	16	316	Unreliable
	"Lincoln County, CO"	"08073"	"2015"	"2015"	"85+ years"	"85+"	25	158	15822.8
	"Lincoln County, CO"	"08073"	"2016"	"2016"	"75-84 years"	"75-84"	21	337	6231.5
	"Lincoln County, CO"	"08073"	"2016"	"2016"	"85+ years"	"85+"	24	161	14906.8
	"Lincoln County, CO"	"08073"	"2017"	"2017"	"55-64 years"	"55-64"	10	686	Unreliable
	"Lincoln County, CO"	"08073"	"2017"	"2017"	"65-74 years"	"65-74"	13	502	Unreliable
	"Lincoln County, CO"	"08073"	"2017"	"2017"	"85+ years"	"85+"	17	168	Unreliable
	"Logan County, CO"	"08075"	"1999"	"1999"	"55-64 years"	"55-64"	13	1741	Unreliable
	"Logan County, CO"	"08075"	"1999"	"1999"	"65-74 years"	"65-74"	47	1514	3104.4
	"Logan County, CO"	"08075"	"1999"	"1999"	"75-84 years"	"75-84"	63	1088	5790.4
	"Logan County, CO"	"08075"	"1999"	"1999"	"85+ years"	"85+"	56	407	13759.2
	"Logan County, CO"	"08075"	"2000"	"2000"	"55-64 years"	"55-64"	18	1778	Unreliable
	"Logan County, CO"	"08075"	"2000"	"2000"	"65-74 years"	"65-74"	33	1491	2213.3
	"Logan County, CO"	"08075"	"2000"	"2000"	"75-84 years"	"75-84"	56	1072	5223.9
	"Logan County, CO"	"08075"	"2000"	"2000"	"85+ years"	"85+"	69	402	17164.2
	"Logan County, CO"	"08075"	"2001"	"2001"	"55-64 years"	"55-64"	21	1855	1132.1
	"Logan County, CO"	"08075"	"2001"	"2001"	"65-74 years"	"65-74"	41	1500	2733.3
	"Logan County, CO"	"08075"	"2001"	"2001"	"75-84 years"	"75-84"	60	1093	5489.5
	"Logan County, CO"	"08075"	"2001"	"2001"	"85+ years"	"85+"	55	432	12731.5
	"Logan County, CO"	"08075"	"2002"	"2002"	"45-54 years"	"45-54"	15	2977	Unreliable
	"Logan County, CO"	"08075"	"2002"	"2002"	"55-64 years"	"55-64"	17	1927	Unreliable
	"Logan County, CO"	"08075"	"2002"	"2002"	"65-74 years"	"65-74"	26	1490	1745.0
	"Logan County, CO"	"08075"	"2002"	"2002"	"75-84 years"	"75-84"	66	1094	6032.9
	"Logan County, CO"	"08075"	"2002"	"2002"	"85+ years"	"85+"	66	428	15420.6
	"Logan County, CO"	"08075"	"2003"	"2003"	"55-64 years"	"55-64"	22	2001	1099.5
	"Logan County, CO"	"08075"	"2003"	"2003"	"65-74 years"	"65-74"	34	1490	2281.9
	"Logan County, CO"	"08075"	"2003"	"2003"	"75-84 years"	"75-84"	59	1104	5344.2
