"Notes"	"County"	"County Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Sebastian County, AR"	"05131"	"May, 2010"	"2010/05"	12	Not Applicable	Not Applicable
	"Washington County, AR"	"05143"	"Jan., 2010"	"2010/01"	16	Not Applicable	Not Applicable
	"Washington County, AR"	"05143"	"Feb., 2010"	"2010/02"	12	Not Applicable	Not Applicable
	"Washington County, AR"	"05143"	"Mar., 2010"	"2010/03"	16	Not Applicable	Not Applicable
	"Washington County, AR"	"05143"	"Apr., 2010"	"2010/04"	12	Not Applicable	Not Applicable
	"Washington County, AR"	"05143"	"Jul., 2010"	"2010/07"	13	Not Applicable	Not Applicable
	"Washington County, AR"	"05143"	"Sep., 2010"	"2010/09"	11	Not Applicable	Not Applicable
	"Washington County, AR"	"05143"	"Dec., 2010"	"2010/12"	17	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"Jan., 2010"	"2010/01"	77	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"Feb., 2010"	"2010/02"	70	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"Mar., 2010"	"2010/03"	104	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"Apr., 2010"	"2010/04"	68	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"May, 2010"	"2010/05"	65	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"Jun., 2010"	"2010/06"	70	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"Jul., 2010"	"2010/07"	60	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"Aug., 2010"	"2010/08"	66	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"Sep., 2010"	"2010/09"	61	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"Oct., 2010"	"2010/10"	67	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"Nov., 2010"	"2010/11"	51	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"Dec., 2010"	"2010/12"	69	Not Applicable	Not Applicable
	"Amador County, CA"	"06005"	"Mar., 2010"	"2010/03"	11	Not Applicable	Not Applicable
	"Butte County, CA"	"06007"	"Jan., 2010"	"2010/01"	27	Not Applicable	Not Applicable
	"Butte County, CA"	"06007"	"Feb., 2010"	"2010/02"	29	Not Applicable	Not Applicable
	"Butte County, CA"	"06007"	"Mar., 2010"	"2010/03"	30	Not Applicable	Not Applicable
	"Butte County, CA"	"06007"	"Apr., 2010"	"2010/04"	30	Not Applicable	Not Applicable
	"Butte County, CA"	"06007"	"May, 2010"	"2010/05"	12	Not Applicable	Not Applicable
	"Butte County, CA"	"06007"	"Jun., 2010"	"2010/06"	18	Not Applicable	Not Applicable
	"Butte County, CA"	"06007"	"Jul., 2010"	"2010/07"	14	Not Applicable	Not Applicable
	"Butte County, CA"	"06007"	"Aug., 2010"	"2010/08"	17	Not Applicable	Not Applicable
	"Butte County, CA"	"06007"	"Sep., 2010"	"2010/09"	19	Not Applicable	Not Applicable
	"Butte County, CA"	"06007"	"Oct., 2010"	"2010/10"	12	Not Applicable	Not Applicable
	"Butte County, CA"	"06007"	"Nov., 2010"	"2010/11"	17	Not Applicable	Not Applicable
	"Butte County, CA"	"06007"	"Dec., 2010"	"2010/12"	27	Not Applicable	Not Applicable
	"Contra Costa County, CA"	"06013"	"Jan., 2010"	"2010/01"	61	Not Applicable	Not Applicable
	"Contra Costa County, CA"	"06013"	"Feb., 2010"	"2010/02"	54	Not Applicable	Not Applicable
	"Contra Costa County, CA"	"06013"	"Mar., 2010"	"2010/03"	55	Not Applicable	Not Applicable
	"Contra Costa County, CA"	"06013"	"Apr., 2010"	"2010/04"	70	Not Applicable	Not Applicable
	"Contra Costa County, CA"	"06013"	"May, 2010"	"2010/05"	62	Not Applicable	Not Applicable
	"Contra Costa County, CA"	"06013"	"Jun., 2010"	"2010/06"	56	Not Applicable	Not Applicable
	"Contra Costa County, CA"	"06013"	"Jul., 2010"	"2010/07"	53	Not Applicable	Not Applicable
	"Contra Costa County, CA"	"06013"	"Aug., 2010"	"2010/08"	50	Not Applicable	Not Applicable
	"Contra Costa County, CA"	"06013"	"Sep., 2010"	"2010/09"	62	Not Applicable	Not Applicable
	"Contra Costa County, CA"	"06013"	"Oct., 2010"	"2010/10"	38	Not Applicable	Not Applicable
	"Contra Costa County, CA"	"06013"	"Nov., 2010"	"2010/11"	51	Not Applicable	Not Applicable
	"Contra Costa County, CA"	"06013"	"Dec., 2010"	"2010/12"	63	Not Applicable	Not Applicable
	"El Dorado County, CA"	"06017"	"Mar., 2010"	"2010/03"	19	Not Applicable	Not Applicable
	"El Dorado County, CA"	"06017"	"Apr., 2010"	"2010/04"	16	Not Applicable	Not Applicable
	"El Dorado County, CA"	"06017"	"May, 2010"	"2010/05"	11	Not Applicable	Not Applicable
	"El Dorado County, CA"	"06017"	"Jun., 2010"	"2010/06"	12	Not Applicable	Not Applicable
	"El Dorado County, CA"	"06017"	"Sep., 2010"	"2010/09"	13	Not Applicable	Not Applicable
	"El Dorado County, CA"	"06017"	"Oct., 2010"	"2010/10"	11	Not Applicable	Not Applicable
	"El Dorado County, CA"	"06017"	"Dec., 2010"	"2010/12"	13	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"Jan., 2010"	"2010/01"	64	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"Feb., 2010"	"2010/02"	46	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"Mar., 2010"	"2010/03"	74	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"Apr., 2010"	"2010/04"	57	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"May, 2010"	"2010/05"	57	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"Jun., 2010"	"2010/06"	45	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"Jul., 2010"	"2010/07"	34	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"Aug., 2010"	"2010/08"	35	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"Sep., 2010"	"2010/09"	32	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"Oct., 2010"	"2010/10"	41	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"Nov., 2010"	"2010/11"	55	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"Dec., 2010"	"2010/12"	59	Not Applicable	Not Applicable
	"Humboldt County, CA"	"06023"	"Feb., 2010"	"2010/02"	16	Not Applicable	Not Applicable
	"Humboldt County, CA"	"06023"	"Mar., 2010"	"2010/03"	14	Not Applicable	Not Applicable
	"Humboldt County, CA"	"06023"	"Jun., 2010"	"2010/06"	11	Not Applicable	Not Applicable
	"Humboldt County, CA"	"06023"	"Jul., 2010"	"2010/07"	10	Not Applicable	Not Applicable
	"Humboldt County, CA"	"06023"	"Aug., 2010"	"2010/08"	10	Not Applicable	Not Applicable
	"Humboldt County, CA"	"06023"	"Sep., 2010"	"2010/09"	10	Not Applicable	Not Applicable
	"Humboldt County, CA"	"06023"	"Oct., 2010"	"2010/10"	13	Not Applicable	Not Applicable
	"Humboldt County, CA"	"06023"	"Nov., 2010"	"2010/11"	14	Not Applicable	Not Applicable
	"Humboldt County, CA"	"06023"	"Dec., 2010"	"2010/12"	18	Not Applicable	Not Applicable
	"Imperial County, CA"	"06025"	"Feb., 2010"	"2010/02"	15	Not Applicable	Not Applicable
	"Imperial County, CA"	"06025"	"Dec., 2010"	"2010/12"	10	Not Applicable	Not Applicable
	"Kern County, CA"	"06029"	"Jan., 2010"	"2010/01"	57	Not Applicable	Not Applicable
	"Kern County, CA"	"06029"	"Feb., 2010"	"2010/02"	50	Not Applicable	Not Applicable
	"Kern County, CA"	"06029"	"Mar., 2010"	"2010/03"	64	Not Applicable	Not Applicable
	"Kern County, CA"	"06029"	"Apr., 2010"	"2010/04"	47	Not Applicable	Not Applicable
	"Kern County, CA"	"06029"	"May, 2010"	"2010/05"	58	Not Applicable	Not Applicable
	"Kern County, CA"	"06029"	"Jun., 2010"	"2010/06"	46	Not Applicable	Not Applicable
	"Kern County, CA"	"06029"	"Jul., 2010"	"2010/07"	44	Not Applicable	Not Applicable
	"Kern County, CA"	"06029"	"Aug., 2010"	"2010/08"	38	Not Applicable	Not Applicable
	"Kern County, CA"	"06029"	"Sep., 2010"	"2010/09"	39	Not Applicable	Not Applicable
	"Kern County, CA"	"06029"	"Oct., 2010"	"2010/10"	49	Not Applicable	Not Applicable
	"Kern County, CA"	"06029"	"Nov., 2010"	"2010/11"	62	Not Applicable	Not Applicable
	"Kern County, CA"	"06029"	"Dec., 2010"	"2010/12"	47	Not Applicable	Not Applicable
	"Kings County, CA"	"06031"	"Dec., 2010"	"2010/12"	10	Not Applicable	Not Applicable
	"Lake County, CA"	"06033"	"Jan., 2010"	"2010/01"	15	Not Applicable	Not Applicable
	"Lake County, CA"	"06033"	"Apr., 2010"	"2010/04"	13	Not Applicable	Not Applicable
	"Lake County, CA"	"06033"	"Nov., 2010"	"2010/11"	10	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"Jan., 2010"	"2010/01"	512	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"Feb., 2010"	"2010/02"	491	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"Mar., 2010"	"2010/03"	562	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"Apr., 2010"	"2010/04"	446	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"May, 2010"	"2010/05"	432	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"Jun., 2010"	"2010/06"	346	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"Jul., 2010"	"2010/07"	396	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"Aug., 2010"	"2010/08"	406	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"Sep., 2010"	"2010/09"	394	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"Oct., 2010"	"2010/10"	384	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"Nov., 2010"	"2010/11"	432	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"Dec., 2010"	"2010/12"	448	Not Applicable	Not Applicable
	"Madera County, CA"	"06039"	"Jan., 2010"	"2010/01"	13	Not Applicable	Not Applicable
	"Madera County, CA"	"06039"	"Feb., 2010"	"2010/02"	15	Not Applicable	Not Applicable
	"Madera County, CA"	"06039"	"Jun., 2010"	"2010/06"	11	Not Applicable	Not Applicable
	"Marin County, CA"	"06041"	"Jan., 2010"	"2010/01"	16	Not Applicable	Not Applicable
	"Marin County, CA"	"06041"	"Feb., 2010"	"2010/02"	14	Not Applicable	Not Applicable
	"Marin County, CA"	"06041"	"Mar., 2010"	"2010/03"	21	Not Applicable	Not Applicable
	"Marin County, CA"	"06041"	"Apr., 2010"	"2010/04"	18	Not Applicable	Not Applicable
	"Marin County, CA"	"06041"	"May, 2010"	"2010/05"	16	Not Applicable	Not Applicable
	"Marin County, CA"	"06041"	"Jun., 2010"	"2010/06"	13	Not Applicable	Not Applicable
	"Marin County, CA"	"06041"	"Aug., 2010"	"2010/08"	10	Not Applicable	Not Applicable
	"Marin County, CA"	"06041"	"Sep., 2010"	"2010/09"	12	Not Applicable	Not Applicable
	"Marin County, CA"	"06041"	"Oct., 2010"	"2010/10"	15	Not Applicable	Not Applicable
	"Marin County, CA"	"06041"	"Nov., 2010"	"2010/11"	13	Not Applicable	Not Applicable
	"Marin County, CA"	"06041"	"Dec., 2010"	"2010/12"	14	Not Applicable	Not Applicable
	"Mendocino County, CA"	"06045"	"Feb., 2010"	"2010/02"	10	Not Applicable	Not Applicable
	"Mendocino County, CA"	"06045"	"Apr., 2010"	"2010/04"	10	Not Applicable	Not Applicable
	"Mendocino County, CA"	"06045"	"May, 2010"	"2010/05"	14	Not Applicable	Not Applicable
	"Mendocino County, CA"	"06045"	"Dec., 2010"	"2010/12"	10	Not Applicable	Not Applicable
	"Merced County, CA"	"06047"	"Jan., 2010"	"2010/01"	19	Not Applicable	Not Applicable
	"Merced County, CA"	"06047"	"Feb., 2010"	"2010/02"	15	Not Applicable	Not Applicable
	"Merced County, CA"	"06047"	"Mar., 2010"	"2010/03"	12	Not Applicable	Not Applicable
	"Merced County, CA"	"06047"	"Apr., 2010"	"2010/04"	13	Not Applicable	Not Applicable
	"Merced County, CA"	"06047"	"Jul., 2010"	"2010/07"	10	Not Applicable	Not Applicable
	"Merced County, CA"	"06047"	"Aug., 2010"	"2010/08"	11	Not Applicable	Not Applicable
	"Merced County, CA"	"06047"	"Oct., 2010"	"2010/10"	10	Not Applicable	Not Applicable
	"Merced County, CA"	"06047"	"Dec., 2010"	"2010/12"	18	Not Applicable	Not Applicable
	"Monterey County, CA"	"06053"	"Jan., 2010"	"2010/01"	19	Not Applicable	Not Applicable
	"Monterey County, CA"	"06053"	"Feb., 2010"	"2010/02"	12	Not Applicable	Not Applicable
	"Monterey County, CA"	"06053"	"Mar., 2010"	"2010/03"	18	Not Applicable	Not Applicable
	"Monterey County, CA"	"06053"	"Apr., 2010"	"2010/04"	18	Not Applicable	Not Applicable
	"Monterey County, CA"	"06053"	"May, 2010"	"2010/05"	24	Not Applicable	Not Applicable
	"Monterey County, CA"	"06053"	"Jun., 2010"	"2010/06"	15	Not Applicable	Not Applicable
	"Monterey County, CA"	"06053"	"Jul., 2010"	"2010/07"	24	Not Applicable	Not Applicable
	"Monterey County, CA"	"06053"	"Sep., 2010"	"2010/09"	17	Not Applicable	Not Applicable
	"Monterey County, CA"	"06053"	"Oct., 2010"	"2010/10"	19	Not Applicable	Not Applicable
	"Monterey County, CA"	"06053"	"Nov., 2010"	"2010/11"	21	Not Applicable	Not Applicable
	"Monterey County, CA"	"06053"	"Dec., 2010"	"2010/12"	21	Not Applicable	Not Applicable
	"Napa County, CA"	"06055"	"Jan., 2010"	"2010/01"	15	Not Applicable	Not Applicable
	"Napa County, CA"	"06055"	"Feb., 2010"	"2010/02"	16	Not Applicable	Not Applicable
	"Napa County, CA"	"06055"	"Mar., 2010"	"2010/03"	15	Not Applicable	Not Applicable
	"Napa County, CA"	"06055"	"Apr., 2010"	"2010/04"	13	Not Applicable	Not Applicable
	"Napa County, CA"	"06055"	"Sep., 2010"	"2010/09"	10	Not Applicable	Not Applicable
	"Nevada County, CA"	"06057"	"Jan., 2010"	"2010/01"	13	Not Applicable	Not Applicable
	"Nevada County, CA"	"06057"	"Feb., 2010"	"2010/02"	13	Not Applicable	Not Applicable
	"Nevada County, CA"	"06057"	"Aug., 2010"	"2010/08"	10	Not Applicable	Not Applicable
	"Nevada County, CA"	"06057"	"Nov., 2010"	"2010/11"	10	Not Applicable	Not Applicable
	"Nevada County, CA"	"06057"	"Dec., 2010"	"2010/12"	11	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"Jan., 2010"	"2010/01"	160	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"Feb., 2010"	"2010/02"	153	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"Mar., 2010"	"2010/03"	172	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"Apr., 2010"	"2010/04"	130	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"May, 2010"	"2010/05"	137	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"Jun., 2010"	"2010/06"	124	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"Jul., 2010"	"2010/07"	132	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"Aug., 2010"	"2010/08"	120	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"Sep., 2010"	"2010/09"	106	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"Oct., 2010"	"2010/10"	116	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"Nov., 2010"	"2010/11"	124	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"Dec., 2010"	"2010/12"	147	Not Applicable	Not Applicable
	"Placer County, CA"	"06061"	"Jan., 2010"	"2010/01"	18	Not Applicable	Not Applicable
	"Placer County, CA"	"06061"	"Feb., 2010"	"2010/02"	34	Not Applicable	Not Applicable
	"Placer County, CA"	"06061"	"Mar., 2010"	"2010/03"	34	Not Applicable	Not Applicable
	"Placer County, CA"	"06061"	"Apr., 2010"	"2010/04"	33	Not Applicable	Not Applicable
	"Placer County, CA"	"06061"	"May, 2010"	"2010/05"	22	Not Applicable	Not Applicable
	"Placer County, CA"	"06061"	"Jun., 2010"	"2010/06"	27	Not Applicable	Not Applicable
	"Placer County, CA"	"06061"	"Jul., 2010"	"2010/07"	23	Not Applicable	Not Applicable
	"Placer County, CA"	"06061"	"Aug., 2010"	"2010/08"	16	Not Applicable	Not Applicable
	"Placer County, CA"	"06061"	"Sep., 2010"	"2010/09"	15	Not Applicable	Not Applicable
	"Placer County, CA"	"06061"	"Oct., 2010"	"2010/10"	26	Not Applicable	Not Applicable
	"Placer County, CA"	"06061"	"Nov., 2010"	"2010/11"	27	Not Applicable	Not Applicable
	"Placer County, CA"	"06061"	"Dec., 2010"	"2010/12"	37	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"Jan., 2010"	"2010/01"	136	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"Feb., 2010"	"2010/02"	126	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"Mar., 2010"	"2010/03"	127	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"Apr., 2010"	"2010/04"	119	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"May, 2010"	"2010/05"	104	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"Jun., 2010"	"2010/06"	98	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"Jul., 2010"	"2010/07"	94	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"Aug., 2010"	"2010/08"	92	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"Sep., 2010"	"2010/09"	93	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"Oct., 2010"	"2010/10"	83	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"Nov., 2010"	"2010/11"	95	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"Dec., 2010"	"2010/12"	119	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"Jan., 2010"	"2010/01"	128	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"Feb., 2010"	"2010/02"	100	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"Mar., 2010"	"2010/03"	137	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"Apr., 2010"	"2010/04"	103	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"May, 2010"	"2010/05"	103	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"Jun., 2010"	"2010/06"	69	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"Jul., 2010"	"2010/07"	78	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"Aug., 2010"	"2010/08"	69	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"Sep., 2010"	"2010/09"	70	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"Oct., 2010"	"2010/10"	84	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"Nov., 2010"	"2010/11"	82	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"Dec., 2010"	"2010/12"	106	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"Jan., 2010"	"2010/01"	126	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"Feb., 2010"	"2010/02"	104	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"Mar., 2010"	"2010/03"	110	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"Apr., 2010"	"2010/04"	103	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"May, 2010"	"2010/05"	113	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"Jun., 2010"	"2010/06"	74	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"Jul., 2010"	"2010/07"	99	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"Aug., 2010"	"2010/08"	85	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"Sep., 2010"	"2010/09"	79	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"Oct., 2010"	"2010/10"	75	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"Nov., 2010"	"2010/11"	85	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"Dec., 2010"	"2010/12"	84	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"Jan., 2010"	"2010/01"	168	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"Feb., 2010"	"2010/02"	135	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"Mar., 2010"	"2010/03"	182	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"Apr., 2010"	"2010/04"	162	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"May, 2010"	"2010/05"	140	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"Jun., 2010"	"2010/06"	128	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"Jul., 2010"	"2010/07"	123	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"Aug., 2010"	"2010/08"	130	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"Sep., 2010"	"2010/09"	108	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"Oct., 2010"	"2010/10"	119	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"Nov., 2010"	"2010/11"	102	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"Dec., 2010"	"2010/12"	153	Not Applicable	Not Applicable
	"San Francisco County, CA"	"06075"	"Jan., 2010"	"2010/01"	53	Not Applicable	Not Applicable
	"San Francisco County, CA"	"06075"	"Feb., 2010"	"2010/02"	34	Not Applicable	Not Applicable
	"San Francisco County, CA"	"06075"	"Mar., 2010"	"2010/03"	47	Not Applicable	Not Applicable
	"San Francisco County, CA"	"06075"	"Apr., 2010"	"2010/04"	33	Not Applicable	Not Applicable
	"San Francisco County, CA"	"06075"	"May, 2010"	"2010/05"	37	Not Applicable	Not Applicable
	"San Francisco County, CA"	"06075"	"Jun., 2010"	"2010/06"	29	Not Applicable	Not Applicable
	"San Francisco County, CA"	"06075"	"Jul., 2010"	"2010/07"	37	Not Applicable	Not Applicable
	"San Francisco County, CA"	"06075"	"Aug., 2010"	"2010/08"	27	Not Applicable	Not Applicable
	"San Francisco County, CA"	"06075"	"Sep., 2010"	"2010/09"	25	Not Applicable	Not Applicable
	"San Francisco County, CA"	"06075"	"Oct., 2010"	"2010/10"	32	Not Applicable	Not Applicable
	"San Francisco County, CA"	"06075"	"Nov., 2010"	"2010/11"	29	Not Applicable	Not Applicable
	"San Francisco County, CA"	"06075"	"Dec., 2010"	"2010/12"	44	Not Applicable	Not Applicable
	"San Joaquin County, CA"	"06077"	"Jan., 2010"	"2010/01"	50	Not Applicable	Not Applicable
	"San Joaquin County, CA"	"06077"	"Feb., 2010"	"2010/02"	31	Not Applicable	Not Applicable
	"San Joaquin County, CA"	"06077"	"Mar., 2010"	"2010/03"	55	Not Applicable	Not Applicable
	"San Joaquin County, CA"	"06077"	"Apr., 2010"	"2010/04"	37	Not Applicable	Not Applicable
